acc_correct,acc_erroneous,cal_f1,f1,method,model,sla,sla_tol1,split_index,subset,tau
0.7011494252873564,0.23893805309734514,0.30518374300316375,0.3564163600952175,global_dufs__local_iu_core,qwen3_4b,0.23893805309734514,0.5132743362831859,34,gsm8k,-0.09460485294992675
0.4077669902912621,0.24742268041237114,0.33984168865435355,0.30797433547204395,global_dufs__local_iu_core,qwen3_4b,0.24742268041237114,0.4948453608247423,35,gsm8k,-0.2355744662936963
0.43434343434343436,0.24752475247524752,0.33251231527093594,0.31534174244646523,global_dufs__local_iu_core,qwen3_4b,0.24752475247524752,0.5148514851485149,36,gsm8k,-0.23577434261695682
0.6355140186915887,0.23655913978494625,0.3221843003412969,0.3447799032035031,global_dufs__local_iu_core,qwen3_4b,0.23655913978494625,0.45161290322580644,37,gsm8k,-0.09716522010786527
0.6956521739130435,0.19444444444444445,0.35950696188084913,0.3039348710990502,global_dufs__local_iu_core,qwen3_4b,0.19444444444444445,0.5092592592592593,38,gsm8k,-0.09460485294992675
0.6082474226804123,0.20388349514563106,0.35714285714285715,0.3053980773970914,global_dufs__local_iu_core,qwen3_4b,0.20388349514563106,0.44660194174757284,39,gsm8k,-0.13739495976852653
0.5480769230769231,0.21875,0.350587211831231,0.3126959247648903,global_dufs__local_iu_core,qwen3_4b,0.21875,0.5520833333333334,40,gsm8k,-0.13902321213063068
0.67,0.25,0.30096739519885346,0.3641304347826087,global_dufs__local_iu_core,qwen3_4b,0.25,0.37,41,gsm8k,-0.09425905847082666
0.6739130434782609,0.19444444444444445,0.36272321428571436,0.30180806675938804,global_dufs__local_iu_core,qwen3_4b,0.19444444444444445,0.4166666666666667,42,gsm8k,-0.09460485294992675
0.3125,0.23076923076923078,0.3589016372308882,0.2654867256637168,global_dufs__local_iu_core,qwen3_4b,0.23076923076923078,0.47115384615384615,43,gsm8k,-0.26504915798038015
0.7425742574257426,0.16161616161616163,0.3777403035413153,0.26545736091140365,global_dufs__local_iu_core,qwen3_4b,0.16161616161616163,0.40404040404040403,44,gsm8k,-0.0511569169019435
