source,unit,group,domain,repetition,n_train,n_test,n_features,positive_rate_train,positive_rate_test,upcr_n_kept,budget,n_trusted,method,auc,delta_vs_upcr,converged,n_iter
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,20,20,gold_pcr2,0.9995833301182879,0.48744203273173403,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,20,20,gold_pcr6,0.9979629472449633,0.48582164985840937,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,20,20,gold_ridge_all,0.9983719010177547,0.48623060363120085,1,19
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,20,20,anchored_pcr2,0.7769195749967207,0.2647782776101668,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,20,20,anchored_pcr6,0.7675907993117231,0.25544950192516924,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,20,20,pseudo_gold_pcr6,0.9613654426345883,0.44922414524803445,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,40,40,upcr,0.5121412973865539,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,40,40,platt_upcr,0.5121412973865539,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,40,40,gold_pcr2,0.9998688261483499,0.48772752876179604,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,40,40,gold_pcr6,0.9981558499679782,0.48601455258142434,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,40,40,gold_ridge_all,0.9985339393050873,0.4863926419185334,1,17
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,40,40,anchored_pcr2,0.9196212933741773,0.4074799959876234,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,40,40,anchored_pcr6,0.914443784288459,0.40230248690190507,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,40,40,pseudo_gold_pcr6,0.9865353899335643,0.47439409254701037,1,13
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,80,80,upcr,0.5121412973865539,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,80,80,platt_upcr,0.5121412973865539,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,80,80,gold_pcr2,0.999907406692953,0.4877661093063991,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,80,80,gold_pcr6,0.9995987623361292,0.4874574649495753,1,13
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,80,80,gold_ridge_all,0.9998302456037469,0.487688948217193,1,20
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,80,80,anchored_pcr2,0.9849921681494456,0.4728508707628917,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,80,80,anchored_pcr6,0.9888116420651394,0.4766703446785855,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,23,1080,720,18,0.4981481481481482,0.4986111111111111,10,80,80,pseudo_gold_pcr6,0.9991898085633377,0.4870485111767838,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,0,0,upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,0,0,platt_upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,0,0,anchored_pcr2,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,0,0,anchored_pcr6,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,0,0,pseudo_gold_pcr6,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,5,5,upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,5,5,platt_upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,5,5,gold_pcr2,0.9998687775470664,0.49859900734073836,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,5,5,gold_pcr6,0.9173144167161968,0.41604464650986883,1,13
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,5,5,gold_ridge_all,0.9951524882092766,0.4938827180029486,1,13
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,5,5,anchored_pcr2,0.6014851294084955,0.10021535920216751,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,5,5,anchored_pcr6,0.6041558922740852,0.10288612206775716,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,5,5,pseudo_gold_pcr6,0.8077513874844657,0.3064816172781377,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,10,10,upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,10,10,platt_upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,10,10,gold_pcr2,0.9990351290225471,0.4977653588162191,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,10,10,gold_pcr6,0.9868314408997229,0.48556167069339484,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,10,10,gold_ridge_all,0.9951138933701786,0.4938441231638506,1,14
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,10,10,anchored_pcr2,0.6993076085865798,0.1980378383802518,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,10,10,anchored_pcr6,0.669767118740882,0.168497348534554,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,10,10,pseudo_gold_pcr6,0.872104422196664,0.37083465199033594,1,11
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,20,20,upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,20,20,platt_upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,20,20,gold_pcr2,0.9975762441046383,0.4963064738983103,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,20,20,gold_pcr6,0.9761561084051841,0.47488633819885606,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,20,20,gold_ridge_all,0.987217389290704,0.485947619084376,1,17
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,20,20,anchored_pcr2,0.8739106606664556,0.3726408904601276,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,20,20,anchored_pcr6,0.8377550153993407,0.3364852451930127,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,20,20,pseudo_gold_pcr6,0.9858434130188112,0.48457364281248316,1,11
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,40,40,upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,40,40,platt_upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,40,40,gold_pcr2,0.9999228103218037,0.49865304011547573,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,40,40,gold_pcr6,0.9993052928962339,0.4980355226899059,1,13
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,40,40,gold_ridge_all,0.9998070258045093,0.4985372555981813,1,21
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,40,40,anchored_pcr2,0.9725436314656005,0.4712738612592725,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,40,40,anchored_pcr6,0.9565885249824393,0.4553187547761113,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,40,40,pseudo_gold_pcr6,0.992134371791804,0.49086460158547596,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,80,80,upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,80,80,platt_upcr,0.501269770206328,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,80,80,gold_pcr2,0.9998533396114272,0.4985835694050992,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,80,80,gold_pcr6,0.9998533396114272,0.4985835694050992,1,11
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,80,80,gold_ridge_all,0.9999150913539842,0.49864532114765614,1,19
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,80,80,anchored_pcr2,0.9867002184467892,0.4854304482404612,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,80,80,anchored_pcr6,0.9895793934435086,0.48830962323718063,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,24,1080,720,18,0.5101851851851852,0.5097222222222222,10,80,80,pseudo_gold_pcr6,0.999243541153677,0.49797377094734896,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,0,0,upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,0,0,platt_upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,0,0,anchored_pcr2,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,0,0,anchored_pcr6,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,0,0,pseudo_gold_pcr6,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,5,5,upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,5,5,platt_upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,5,5,gold_pcr2,0.9997213622291022,0.42125386996904024,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,5,5,gold_pcr6,0.8788544891640866,0.3003869969040246,1,11
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,5,5,gold_ridge_all,0.9922523219814242,0.4137848297213622,1,14
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,5,5,anchored_pcr2,0.6915247678018576,0.11305727554179557,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,5,5,anchored_pcr6,0.6761068111455107,0.09763931888544874,1,11
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,5,5,pseudo_gold_pcr6,0.779032507739938,0.20056501547987604,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,10,10,upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,10,10,platt_upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,10,10,gold_pcr2,0.9999148606811146,0.42144736842105257,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,10,10,gold_pcr6,0.9955572755417956,0.41708978328173363,1,11
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,10,10,gold_ridge_all,0.9992879256965945,0.4208204334365325,1,14
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,10,10,anchored_pcr2,0.7816331269349844,0.20316563467492244,1,7
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,10,10,anchored_pcr6,0.7585448916408668,0.1800773993808048,1,11
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,10,10,pseudo_gold_pcr6,0.9297910216718266,0.3513235294117646,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,20,20,upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,20,20,platt_upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,20,20,gold_pcr2,0.9997600619195046,0.4212925696594426,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,20,20,gold_pcr6,0.9992337461300309,0.4207662538699689,1,13
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,20,20,gold_ridge_all,0.999202786377709,0.420735294117647,1,17
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,20,20,anchored_pcr2,0.9122755417956656,0.3338080495356036,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,20,20,anchored_pcr6,0.9042337461300309,0.32576625386996894,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,20,20,pseudo_gold_pcr6,0.9958823529411764,0.41741486068111444,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,40,40,upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,40,40,platt_upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,40,40,gold_pcr2,0.999922600619195,0.421455108359133,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,40,40,gold_pcr6,0.9997523219814242,0.42128482972136216,1,13
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,40,40,gold_ridge_all,0.9997987616099071,0.4213312693498451,1,20
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,40,40,anchored_pcr2,0.9943343653250775,0.41586687306501546,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,40,40,anchored_pcr6,0.9937770897832817,0.4153095975232197,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,40,40,pseudo_gold_pcr6,0.9995046439628483,0.4210371517027863,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,80,80,upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,80,80,platt_upcr,0.578467492260062,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,80,80,gold_pcr2,0.9998761609907121,0.4214086687306501,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,80,80,gold_pcr6,0.9997678018575852,0.4213003095975232,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,80,80,gold_ridge_all,0.9998065015479877,0.42133900928792567,1,19
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,80,80,anchored_pcr2,0.9964783281733747,0.4180108359133127,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,80,80,anchored_pcr6,0.994907120743034,0.416439628482972,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,25,1080,720,18,0.47129629629629627,0.4722222222222222,10,80,80,pseudo_gold_pcr6,0.9985371517027863,0.42006965944272434,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,0,0,upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,0,0,platt_upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,0,0,anchored_pcr2,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,0,0,anchored_pcr6,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,0,0,pseudo_gold_pcr6,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,5,5,upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,5,5,platt_upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,5,5,gold_pcr2,0.9771983703200716,0.4207305781042624,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,5,5,gold_pcr6,0.9281845118676502,0.37171671965184094,1,13
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,5,5,gold_ridge_all,0.9707321213617703,0.4142643291459611,1,15
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,5,5,anchored_pcr2,0.664449520046915,0.10798172783110582,1,7
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,5,5,anchored_pcr6,0.6846198956757925,0.1281521034599833,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,5,5,pseudo_gold_pcr6,0.8952822617982036,0.33881446958239436,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,10,10,upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,10,10,platt_upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,10,10,gold_pcr2,0.9994598598722183,0.4429920676564091,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,10,10,gold_pcr6,0.9802154387481096,0.42374764653230035,1,14
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,10,10,gold_ridge_all,0.9980169141022871,0.4415491218864779,1,17
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,10,10,anchored_pcr2,0.7337340658662304,0.17726627365042114,1,7
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,10,10,anchored_pcr6,0.7386879224667429,0.18222013025093364,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,10,10,pseudo_gold_pcr6,0.9646748356430753,0.4082070434272661,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,20,20,upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,20,20,platt_upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,20,20,gold_pcr2,0.9994598598722183,0.4429920676564091,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,20,20,gold_pcr6,0.9928007037254236,0.4363329115096144,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,20,20,gold_ridge_all,0.9996527670607118,0.4431849748449026,1,20
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,20,20,anchored_pcr2,0.8756983240223464,0.31923053180653715,1,9
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,20,20,anchored_pcr6,0.8940322232167659,0.3375644310009567,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,20,20,pseudo_gold_pcr6,0.9921911170097842,0.435723324793975,1,11
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,40,40,upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,40,40,platt_upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,40,40,gold_pcr2,0.9994135621469799,0.44294576993117063,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,40,40,gold_pcr6,0.9959412327540974,0.4394734405382882,1,13
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,40,40,gold_ridge_all,0.9986573659680854,0.4421895737522762,1,21
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,40,40,anchored_pcr2,0.9314639340720394,0.3749961418562302,1,8
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,40,40,anchored_pcr6,0.9218185746473657,0.3653507824315565,1,10
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,40,40,pseudo_gold_pcr6,0.9805395228247785,0.4240717306089693,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,80,80,upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,80,80,platt_upcr,0.5564677922158092,0.0,1,0
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,80,80,gold_pcr2,0.9993981295719004,0.4429303373560912,1,11
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,80,80,gold_pcr6,0.9992438038211056,0.44277601160529634,1,12
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,80,80,gold_ridge_all,0.9991975060958671,0.4427297138800579,1,22
synthetic,correlated_weak_block,correlated_weak_block,synthetic,26,1080,720,18,0.5027777777777778,0.5027777777777778,10,80,80,anchored_pcr2,0.9726226118090064,0.4161548195931972,1,8
