domain,cell,size,lsml,flat,avg,upcr
qa,spectral_phase9_cache_webq_cot_traces_T1.0,10,0.5707,0.5885,0.623,0.6332
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.6049,0.5925,0.6449,0.4581
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.6252,0.6255,0.6299,0.6278
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.6085,0.6028,0.5933,0.5706
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.6322,0.6262,0.6452,0.6332
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.6236,0.6135,0.6221,0.603
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.6321,0.624,0.601,0.6143
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.5906,0.5842,0.6088,0.5377
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.6143,0.5991,0.648,0.5627
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.5506,0.5541,0.6362,0.5624
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.6077,0.6013,0.59,0.5938
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.6147,0.598,0.6005,0.5656
qa,spectral_phase9_cache_webq_cot_traces_T1.0,11,0.5649,0.5752,0.6405,0.6463
qa,spectral_phase9_cache_webq_cot_traces_T1.0,12,0.5982,0.6003,0.6282,0.568
qa,spectral_phase9_cache_webq_cot_traces_T1.0,12,0.6352,0.6258,0.6216,0.628
qa,spectral_phase9_cache_webq_cot_traces_T1.0,12,0.593,0.5853,0.6166,0.4922
qa,spectral_phase9_cache_webq_cot_traces_T1.0,12,0.6423,0.637,0.6129,0.586
qa,spectral_phase9_cache_webq_cot_traces_T1.0,12,0.6406,0.6262,0.6179,0.6263
qa,spectral_phase9_cache_webq_cot_traces_T1.0,12,0.6084,0.6151,0.5893,0.5879
qa,spectral_phase9_cache_webq_cot_traces_T1.0,12,0.5669,0.5927,0.6411,0.5642
qa,spectral_phase9_cache_webq_cot_traces_T1.0,12,0.6033,0.5985,0.5648,0.5028
qa,spectral_phase9_cache_webq_cot_traces_T1.0,13,0.5788,0.6044,0.609,0.5608
qa,spectral_phase9_cache_webq_cot_traces_T1.0,13,0.6291,0.6191,0.6256,0.6274
qa,spectral_phase9_cache_webq_cot_traces_T1.0,13,0.6002,0.5965,0.5982,0.5414
rag,Llama-8B/2wikimultihopqa,3,0.5422,0.5714,0.5849,0.507
rag,Llama-8B/2wikimultihopqa,3,0.6622,0.407,0.553,0.4497
rag,Llama-8B/2wikimultihopqa,3,0.4627,0.4086,0.6184,0.4097
rag,Llama-8B/2wikimultihopqa,3,0.6697,0.4178,0.6081,0.4227
rag,Llama-8B/2wikimultihopqa,3,0.6141,0.6097,0.513,0.6222
rag,Llama-8B/2wikimultihopqa,3,0.7162,0.3811,0.5859,0.5449
rag,Llama-8B/2wikimultihopqa,3,0.6568,0.3611,0.5557,0.5368
rag,Llama-8B/2wikimultihopqa,3,0.6697,0.4027,0.5649,0.4049
rag,Llama-8B/2wikimultihopqa,4,0.4568,0.4995,0.5805,0.5978
rag,Llama-8B/2wikimultihopqa,4,0.6578,0.3886,0.5578,0.5503
rag,Llama-8B/2wikimultihopqa,4,0.5151,0.5173,0.5951,0.5346
rag,Llama-8B/2wikimultihopqa,4,0.4789,0.4514,0.6259,0.3703
rag,Llama-8B/2wikimultihopqa,4,0.473,0.4822,0.6432,0.413
rag,Llama-8B/2wikimultihopqa,4,0.5184,0.5151,0.4865,0.5157
rag,Llama-8B/2wikimultihopqa,4,0.473,0.4924,0.527,0.5081
rag,Llama-8B/2wikimultihopqa,4,0.5162,0.5005,0.5049,0.4686
rag,Llama-8B/2wikimultihopqa,4,0.6649,0.3351,0.5665,0.4189
rag,Llama-8B/2wikimultihopqa,4,0.4497,0.4751,0.6059,0.5514
rag,Llama-8B/2wikimultihopqa,4,0.5751,0.5762,0.5081,0.6086
rag,Llama-8B/2wikimultihopqa,5,0.5151,0.527,0.5708,0.5124
rag,Llama-8B/2wikimultihopqa,5,0.5319,0.5378,0.5281,0.5416
rag,Llama-8B/2wikimultihopqa,5,0.5946,0.5935,0.5973,0.5822
rag,Llama-8B/2wikimultihopqa,5,0.553,0.5676,0.5935,0.5827
rag,Llama-8B/2wikimultihopqa,5,0.5649,0.567,0.5924,0.5822
rag,Llama-8B/2wikimultihopqa,5,0.473,0.5508,0.5049,0.6076
rag,Llama-8B/2wikimultihopqa,5,0.5524,0.5551,0.5314,0.5903
rag,Llama-8B/2wikimultihopqa,5,0.5843,0.5924,0.5346,0.6022
rag,Llama-8B/2wikimultihopqa,5,0.5995,0.6,0.5427,0.6022
rag,Llama-8B/2wikimultihopqa,5,0.5,0.4741,0.5886,0.4541
rag,Llama-8B/2wikimultihopqa,5,0.4984,0.5108,0.6535,0.4686
rag,Llama-8B/2wikimultihopqa,5,0.5454,0.5497,0.5968,0.5605
rag,Llama-8B/2wikimultihopqa,5,0.5805,0.5795,0.6195,0.5957
rag,Llama-8B/2wikimultihopqa,5,0.5265,0.5259,0.6622,0.4568
rag,Llama-8B/2wikimultihopqa,5,0.4741,0.4984,0.5438,0.5157
rag,Llama-8B/2wikimultihopqa,5,0.4924,0.5119,0.5968,0.5092
rag,Llama-8B/2wikimultihopqa,5,0.4065,0.4411,0.5216,0.4022
rag,Llama-8B/2wikimultihopqa,5,0.633,0.5546,0.6005,0.4632
rag,Llama-8B/2wikimultihopqa,5,0.7184,0.5735,0.6146,0.6384
rag,Llama-8B/2wikimultihopqa,5,0.4924,0.507,0.6086,0.573
rag,Llama-8B/2wikimultihopqa,5,0.5243,0.5178,0.4632,0.5346
rag,Llama-8B/2wikimultihopqa,5,0.6832,0.5843,0.5741,0.5314
rag,Llama-8B/2wikimultihopqa,5,0.6778,0.5768,0.6022,0.5968
rag,Llama-8B/2wikimultihopqa,5,0.5411,0.5741,0.647,0.6022
rag,Llama-8B/2wikimultihopqa,5,0.6578,0.6254,0.5865,0.5395
rag,Llama-8B/2wikimultihopqa,5,0.6757,0.6027,0.5995,0.6
rag,Llama-8B/2wikimultihopqa,6,0.5389,0.5341,0.5173,0.5838
rag,Llama-8B/2wikimultihopqa,6,0.5665,0.5622,0.5914,0.5822
rag,Llama-8B/2wikimultihopqa,6,0.5751,0.5746,0.5568,0.5892
rag,Llama-8B/2wikimultihopqa,6,0.5238,0.5362,0.6535,0.4968
rag,Llama-8B/2wikimultihopqa,6,0.5557,0.5784,0.6135,0.5778
rag,Llama-8B/2wikimultihopqa,6,0.5378,0.5459,0.5768,0.56
rag,Llama-8B/2wikimultihopqa,6,0.54,0.5341,0.6389,0.5714
rag,Llama-8B/2wikimultihopqa,6,0.5595,0.5638,0.627,0.5492
rag,Llama-8B/2wikimultihopqa,6,0.5757,0.5789,0.587,0.5805
rag,Llama-8B/2wikimultihopqa,6,0.5341,0.5227,0.5319,0.5573
rag,Llama-8B/2wikimultihopqa,6,0.5795,0.5827,0.5249,0.6097
rag,Llama-8B/2wikimultihopqa,6,0.5276,0.5551,0.6146,0.5827
rag,Llama-8B/2wikimultihopqa,6,0.5735,0.5816,0.5595,0.5486
rag,Llama-8B/2wikimultihopqa,6,0.5562,0.5638,0.5908,0.5881
rag,Llama-8B/2wikimultihopqa,6,0.6568,0.5654,0.5805,0.5892
rag,Llama-8B/2wikimultihopqa,6,0.5303,0.5535,0.6297,0.5378
rag,Llama-8B/2wikimultihopqa,6,0.6005,0.5941,0.5595,0.5892
rag,Llama-8B/2wikimultihopqa,6,0.5092,0.4962,0.7005,0.5816
rag,Llama-8B/2wikimultihopqa,6,0.5065,0.5189,0.6011,0.5108
rag,Llama-8B/2wikimultihopqa,6,0.4908,0.5,0.5757,0.4649
rag,Llama-8B/2wikimultihopqa,6,0.4995,0.5103,0.5762,0.5481
rag,Llama-8B/2wikimultihopqa,6,0.5195,0.5124,0.5346,0.487
rag,Llama-8B/2wikimultihopqa,6,0.5719,0.5632,0.6676,0.5989
rag,Llama-8B/2wikimultihopqa,6,0.5141,0.4805,0.6011,0.4876
rag,Llama-8B/2wikimultihopqa,6,0.5746,0.5751,0.5459,0.5503
rag,Llama-8B/2wikimultihopqa,6,0.5373,0.5205,0.5454,0.507
rag,Llama-8B/2wikimultihopqa,6,0.5232,0.5227,0.5984,0.4768
rag,Llama-8B/2wikimultihopqa,6,0.5141,0.5081,0.5849,0.4805
rag,Llama-8B/2wikimultihopqa,6,0.5751,0.5697,0.5395,0.5838
rag,Llama-8B/2wikimultihopqa,6,0.5254,0.5135,0.5838,0.4616
rag,Llama-8B/2wikimultihopqa,6,0.54,0.5378,0.6595,0.5303
rag,Llama-8B/2wikimultihopqa,6,0.5314,0.5297,0.5643,0.5319
rag,Llama-8B/2wikimultihopqa,6,0.4903,0.5054,0.6011,0.5508
rag,Llama-8B/2wikimultihopqa,6,0.5114,0.5151,0.5551,0.4865
rag,Llama-8B/2wikimultihopqa,6,0.5557,0.5043,0.6141,0.5151
rag,Llama-8B/2wikimultihopqa,6,0.5049,0.5119,0.5876,0.4697
rag,Llama-8B/2wikimultihopqa,6,0.6876,0.5751,0.6162,0.5849
rag,Llama-8B/2wikimultihopqa,6,0.6578,0.5632,0.6054,0.5989
rag,Llama-8B/2wikimultihopqa,6,0.5454,0.56,0.6551,0.5941
rag,Llama-8B/2wikimultihopqa,6,0.6589,0.507,0.5757,0.5562
rag,Llama-8B/2wikimultihopqa,6,0.6935,0.5335,0.5768,0.4973
rag,Llama-8B/2wikimultihopqa,6,0.6795,0.6027,0.5968,0.5968
rag,Llama-8B/2wikimultihopqa,7,0.5665,0.5762,0.5989,0.5816
rag,Llama-8B/2wikimultihopqa,7,0.5476,0.5416,0.58,0.5665
rag,Llama-8B/2wikimultihopqa,7,0.5308,0.5216,0.5811,0.5276
rag,Llama-8B/2wikimultihopqa,7,0.5562,0.5589,0.6178,0.5822
rag,Llama-8B/2wikimultihopqa,7,0.5611,0.567,0.5324,0.573
rag,Llama-8B/2wikimultihopqa,7,0.5254,0.5411,0.5897,0.5816
rag,Llama-8B/2wikimultihopqa,7,0.5384,0.5411,0.4935,0.4789
rag,Llama-8B/2wikimultihopqa,7,0.5432,0.5238,0.6173,0.5351
rag,Llama-8B/2wikimultihopqa,7,0.5486,0.5497,0.5427,0.5924
rag,Llama-8B/2wikimultihopqa,7,0.5141,0.5254,0.6568,0.5649
rag,Llama-8B/2wikimultihopqa,7,0.5422,0.5551,0.5724,0.593
rag,Llama-8B/2wikimultihopqa,7,0.5454,0.5497,0.6108,0.6076
rag,Llama-8B/2wikimultihopqa,7,0.5065,0.5,0.5514,0.5259
rag,Llama-8B/2wikimultihopqa,7,0.5422,0.5568,0.6503,0.5081
rag,Llama-8B/2wikimultihopqa,7,0.5427,0.5524,0.6535,0.5892
rag,Llama-8B/2wikimultihopqa,7,0.5324,0.5292,0.5173,0.4746
rag,Llama-8B/2wikimultihopqa,7,0.5189,0.5119,0.6265,0.5486
rag,Llama-8B/2wikimultihopqa,7,0.567,0.5697,0.6141,0.5822
rag,Llama-8B/2wikimultihopqa,7,0.5432,0.5324,0.6189,0.5703
rag,Llama-8B/2wikimultihopqa,7,0.5449,0.5454,0.5789,0.5573
rag,Llama-8B/2wikimultihopqa,7,0.5546,0.5535,0.5741,0.5822
rag,Llama-8B/2wikimultihopqa,7,0.4497,0.5319,0.5492,0.4849
rag,Llama-8B/2wikimultihopqa,7,0.5746,0.5692,0.5811,0.5827
rag,Llama-8B/2wikimultihopqa,7,0.5205,0.5259,0.62,0.5892
rag,Llama-8B/2wikimultihopqa,7,0.5805,0.567,0.6032,0.5892
rag,Llama-8B/2wikimultihopqa,7,0.5654,0.5541,0.613,0.5989
rag,Llama-8B/2wikimultihopqa,7,0.5508,0.5649,0.5519,0.6049
rag,Llama-8B/2wikimultihopqa,7,0.5708,0.5686,0.6368,0.5892
rag,Llama-8B/2wikimultihopqa,7,0.5459,0.5411,0.5362,0.4854
rag,Llama-8B/2wikimultihopqa,7,0.5449,0.5449,0.5108,0.5557
rag,Llama-8B/2wikimultihopqa,7,0.5476,0.5643,0.5438,0.553
rag,Llama-8B/2wikimultihopqa,7,0.4843,0.5205,0.5795,0.5178
rag,Llama-8B/2wikimultihopqa,7,0.5141,0.5243,0.5659,0.5368
rag,Llama-8B/2wikimultihopqa,7,0.5541,0.5632,0.5357,0.5649
rag,Llama-8B/2wikimultihopqa,7,0.5238,0.5141,0.6032,0.5389
rag,Llama-8B/2wikimultihopqa,7,0.5178,0.5346,0.6049,0.5454
rag,Llama-8B/2wikimultihopqa,7,0.5573,0.5254,0.6503,0.5086
rag,Llama-8B/2wikimultihopqa,7,0.5384,0.5838,0.593,0.5951
rag,Llama-8B/2wikimultihopqa,7,0.5832,0.5654,0.553,0.5789
rag,Llama-8B/2wikimultihopqa,7,0.5222,0.52,0.5908,0.5038
rag,Llama-8B/2wikimultihopqa,7,0.4762,0.5486,0.6335,0.6
rag,Llama-8B/2wikimultihopqa,7,0.5768,0.5557,0.5741,0.4659
rag,Llama-8B/2wikimultihopqa,7,0.5476,0.5514,0.6011,0.5681
rag,Llama-8B/2wikimultihopqa,7,0.4643,0.5146,0.6081,0.3908
rag,Llama-8B/2wikimultihopqa,7,0.5541,0.5195,0.5886,0.5795
rag,Llama-8B/2wikimultihopqa,7,0.5135,0.5135,0.5595,0.5049
rag,Llama-8B/2wikimultihopqa,7,0.513,0.5124,0.5486,0.5108
rag,Llama-8B/2wikimultihopqa,7,0.4962,0.5049,0.6524,0.5216
rag,Llama-8B/2wikimultihopqa,7,0.5497,0.5422,0.5962,0.5692
rag,Llama-8B/2wikimultihopqa,7,0.5389,0.5368,0.5249,0.5362
rag,Llama-8B/2wikimultihopqa,7,0.5611,0.5562,0.5897,0.5686
rag,Llama-8B/2wikimultihopqa,7,0.5286,0.5324,0.5141,0.5346
rag,Llama-8B/2wikimultihopqa,7,0.5741,0.5676,0.5611,0.6059
rag,Llama-8B/2wikimultihopqa,7,0.5324,0.5357,0.4968,0.5243
rag,Llama-8B/2wikimultihopqa,7,0.5735,0.5351,0.6314,0.4708
rag,Llama-8B/2wikimultihopqa,7,0.6714,0.5816,0.6151,0.5459
rag,Llama-8B/2wikimultihopqa,7,0.6568,0.5816,0.5903,0.5254
rag,Llama-8B/2wikimultihopqa,8,0.5389,0.5368,0.5935,0.56
rag,Llama-8B/2wikimultihopqa,8,0.5254,0.5227,0.5951,0.5557
rag,Llama-8B/2wikimultihopqa,8,0.5627,0.5632,0.6497,0.5811
rag,Llama-8B/2wikimultihopqa,8,0.5205,0.5303,0.6281,0.5497
rag,Llama-8B/2wikimultihopqa,8,0.56,0.5789,0.5616,0.5805
rag,Llama-8B/2wikimultihopqa,8,0.5503,0.5465,0.5254,0.5422
rag,Llama-8B/2wikimultihopqa,8,0.5405,0.5405,0.5411,0.5719
rag,Llama-8B/2wikimultihopqa,8,0.5189,0.5611,0.6384,0.5746
rag,Llama-8B/2wikimultihopqa,8,0.553,0.5659,0.6292,0.5892
rag,Llama-8B/2wikimultihopqa,8,0.5222,0.5276,0.6686,0.573
rag,Llama-8B/2wikimultihopqa,8,0.5416,0.5405,0.5973,0.5751
rag,Llama-8B/2wikimultihopqa,8,0.5124,0.5103,0.5854,0.5314
rag,Llama-8B/2wikimultihopqa,8,0.553,0.5449,0.6232,0.5351
rag,Llama-8B/2wikimultihopqa,8,0.5578,0.5438,0.6595,0.573
rag,Llama-8B/2wikimultihopqa,8,0.5357,0.5314,0.5941,0.573
rag,Llama-8B/2wikimultihopqa,8,0.5346,0.5557,0.5811,0.5822
rag,Llama-8B/2wikimultihopqa,8,0.5492,0.5292,0.5957,0.5616
rag,Llama-8B/2wikimultihopqa,8,0.5314,0.5324,0.5735,0.5843
rag,Llama-8B/2wikimultihopqa,8,0.5416,0.5405,0.5638,0.5714
rag,Llama-8B/2wikimultihopqa,8,0.4984,0.5038,0.5454,0.5562
rag,Llama-8B/2wikimultihopqa,8,0.5297,0.5459,0.5897,0.5892
rag,Llama-8B/2wikimultihopqa,8,0.5832,0.5622,0.6092,0.5708
rag,Llama-8B/2wikimultihopqa,8,0.5627,0.5465,0.5449,0.5514
rag,Llama-8B/2wikimultihopqa,8,0.5784,0.5611,0.5486,0.5605
rag,Llama-8B/2wikimultihopqa,8,0.5524,0.5373,0.5314,0.5319
rag,Llama-8B/2wikimultihopqa,8,0.5043,0.4854,0.5859,0.5157
rag,Llama-8B/2wikimultihopqa,8,0.5211,0.5151,0.5276,0.5135
rag,Llama-8B/2wikimultihopqa,8,0.5135,0.5157,0.6092,0.5097
rag,Llama-8B/2wikimultihopqa,8,0.5189,0.5373,0.6681,0.5741
rag,Llama-8B/2wikimultihopqa,8,0.5092,0.5086,0.6146,0.5243
rag,Llama-8B/2wikimultihopqa,8,0.5686,0.5686,0.6038,0.5989
rag,Llama-8B/2wikimultihopqa,8,0.56,0.527,0.5784,0.507
rag,Llama-8B/2wikimultihopqa,8,0.5097,0.5162,0.6265,0.5373
rag,Llama-8B/2wikimultihopqa,8,0.5973,0.553,0.5946,0.4595
rag,Llama-8B/2wikimultihopqa,8,0.5686,0.5422,0.5908,0.5843
rag,Llama-8B/2wikimultihopqa,8,0.5173,0.5178,0.5762,0.4897
rag,Llama-8B/2wikimultihopqa,8,0.5357,0.5243,0.5681,0.5524
rag,Llama-8B/2wikimultihopqa,9,0.5697,0.5714,0.56,0.5838
rag,Llama-8B/2wikimultihopqa,9,0.5546,0.5432,0.5465,0.5719
rag,Llama-8B/2wikimultihopqa,9,0.5227,0.5216,0.5735,0.5157
rag,Llama-8B/2wikimultihopqa,9,0.5665,0.567,0.5746,0.5892
rag,Llama-8B/2wikimultihopqa,9,0.5746,0.5751,0.6059,0.5708
rag,Llama-8B/2wikimultihopqa,9,0.5422,0.5508,0.5946,0.5346
rag,Llama-8B/2wikimultihopqa,9,0.533,0.547,0.6016,0.5822
rag,Llama-8B/2wikimultihopqa,9,0.5568,0.5589,0.5876,0.5827
rag,Llama-8B/2wikimultihopqa,9,0.5514,0.5427,0.5416,0.5692
rag,Llama-8B/2wikimultihopqa,9,0.5265,0.5692,0.5784,0.5908
rag,Llama-8B/2wikimultihopqa,9,0.5341,0.5357,0.5968,0.5708
rag,Llama-8B/2wikimultihopqa,9,0.5184,0.5135,0.5627,0.507
rag,Llama-8B/2wikimultihopqa,10,0.5265,0.5216,0.6027,0.4951
rag,Llama-8B/2wikimultihopqa,10,0.5449,0.5303,0.6222,0.5573
rag,Llama-8B/2wikimultihopqa,10,0.5638,0.5378,0.6454,0.5432
rag,Llama-8B/2wikimultihopqa,10,0.5265,0.5265,0.6146,0.573
rag,Llama-8B/2wikimultihopqa,10,0.5395,0.5254,0.5859,0.5746
rag,Llama-8B/2wikimultihopqa,10,0.5573,0.5562,0.6032,0.6022
rag,Llama-8B/2wikimultihopqa,10,0.54,0.5297,0.6708,0.5573
rag,Llama-8B/2wikimultihopqa,10,0.5714,0.5508,0.5957,0.6027
rag,Llama-8B/2wikimultihopqa,10,0.5459,0.5389,0.5686,0.5984
rag,Llama-8B/2wikimultihopqa,10,0.5459,0.5492,0.6065,0.5978
rag,Llama-8B/2wikimultihopqa,10,0.5168,0.5086,0.6416,0.527
rag,Llama-8B/2wikimultihopqa,10,0.5557,0.5492,0.5676,0.5443
rag,Llama-8B/2wikimultihopqa,10,0.5373,0.5227,0.6346,0.5719
rag,Llama-8B/2wikimultihopqa,10,0.5108,0.5092,0.6232,0.4719
rag,Llama-8B/2wikimultihopqa,10,0.5519,0.5373,0.6119,0.5654
rag,Llama-8B/2wikimultihopqa,11,0.5227,0.527,0.6259,0.5735
rag,Llama-8B/2wikimultihopqa,11,0.5465,0.5438,0.6124,0.5714
rag,Llama-8B/2wikimultihopqa,11,0.5292,0.5281,0.6276,0.5622
rag,Llama-8B/2wikimultihopqa,11,0.5568,0.5486,0.6416,0.573
rag,Llama-8B/2wikimultihopqa,11,0.5319,0.5173,0.5805,0.5
rag,Llama-8B/2wikimultihopqa,11,0.5265,0.5492,0.5611,0.5854
rag,Llama-8B/2wikimultihopqa,11,0.5562,0.553,0.6081,0.5573
rag,Llama-8B/2wikimultihopqa,11,0.5384,0.5654,0.5995,0.587
rag,Llama-8B/2wikimultihopqa,11,0.5438,0.5178,0.6416,0.4746
rag,Llama-8B/2wikimultihopqa,11,0.5616,0.5281,0.6605,0.5795
rag,Llama-8B/2wikimultihopqa,11,0.5459,0.5195,0.6195,0.4654
rag,Llama-8B/2wikimultihopqa,12,0.5503,0.5427,0.5811,0.5849
rag,Llama-8B/2wikimultihopqa,12,0.5265,0.5232,0.6043,0.5778
rag,Llama-8B/hotpotqa,3,0.5975,0.7522,0.806,0.7624
rag,Llama-8B/hotpotqa,3,0.7473,0.7414,0.6288,0.6897
rag,Llama-8B/hotpotqa,3,0.6843,0.7403,0.5393,0.4995
rag,Llama-8B/hotpotqa,3,0.6514,0.5474,0.479,0.6891
rag,Llama-8B/hotpotqa,3,0.5156,0.5242,0.4838,0.5523
rag,Llama-8B/hotpotqa,3,0.7613,0.7726,0.5496,0.3335
rag,Llama-8B/hotpotqa,3,0.7441,0.6379,0.4526,0.5528
rag,Llama-8B/hotpotqa,3,0.7764,0.7775,0.6374,0.7786
rag,Llama-8B/hotpotqa,4,0.7915,0.805,0.7317,0.8001
rag,Llama-8B/hotpotqa,4,0.6536,0.7786,0.8432,0.8292
rag,Llama-8B/hotpotqa,4,0.861,0.8815,0.8551,0.833
rag,Llama-8B/hotpotqa,4,0.8804,0.5286,0.6907,0.6417
rag,Llama-8B/hotpotqa,4,0.8605,0.8163,0.806,0.8179
rag,Llama-8B/hotpotqa,4,0.8798,0.8734,0.8642,0.8556
rag,Llama-8B/hotpotqa,4,0.8809,0.5663,0.7495,0.6681
rag,Llama-8B/hotpotqa,4,0.8847,0.8847,0.8497,0.833
rag,Llama-8B/hotpotqa,4,0.8793,0.8798,0.8077,0.833
rag,Llama-8B/hotpotqa,4,0.8777,0.8777,0.8739,0.8739
rag,Llama-8B/hotpotqa,4,0.5878,0.5997,0.6756,0.5663
rag,Llama-8B/hotpotqa,4,0.6956,0.688,0.6482,0.7064
rag,Llama-8B/hotpotqa,4,0.7726,0.7656,0.4876,0.7333
rag,Llama-8B/hotpotqa,4,0.6137,0.6169,0.5043,0.5442
rag,Llama-8B/hotpotqa,4,0.6121,0.6433,0.5781,0.5814
rag,Llama-8B/hotpotqa,4,0.6476,0.6977,0.7301,0.7301
rag,Llama-8B/hotpotqa,4,0.6546,0.5668,0.6994,0.6067
rag,Llama-8B/hotpotqa,5,0.7861,0.7597,0.5894,0.5808
rag,Llama-8B/hotpotqa,5,0.8421,0.8642,0.7306,0.8788
rag,Llama-8B/hotpotqa,5,0.8481,0.861,0.7473,0.8567
rag,Llama-8B/hotpotqa,5,0.8432,0.8567,0.8324,0.8712
rag,Llama-8B/hotpotqa,5,0.7759,0.7742,0.7764,0.7791
rag,Llama-8B/hotpotqa,5,0.6611,0.6708,0.7678,0.6595
rag,Llama-8B/hotpotqa,5,0.673,0.6158,0.7581,0.7635
rag,Llama-8B/hotpotqa,5,0.7064,0.8012,0.8206,0.8222
rag,Llama-8B/hotpotqa,5,0.8798,0.8793,0.8648,0.8739
rag,Llama-8B/hotpotqa,5,0.8098,0.8276,0.7495,0.8238
rag,Llama-8B/hotpotqa,5,0.8755,0.8766,0.8346,0.8739
rag,Llama-8B/hotpotqa,5,0.875,0.8653,0.7796,0.8551
rag,Llama-8B/hotpotqa,5,0.8815,0.8809,0.8669,0.8739
rag,Llama-8B/hotpotqa,5,0.7123,0.6967,0.7263,0.7511
rag,Llama-8B/hotpotqa,5,0.7726,0.7301,0.625,0.6228
rag,Llama-8B/hotpotqa,5,0.5727,0.5749,0.4774,0.5097
rag,Llama-8B/hotpotqa,5,0.6422,0.6654,0.354,0.7252
rag,Llama-8B/hotpotqa,5,0.667,0.6185,0.6024,0.5377
rag,Llama-8B/hotpotqa,5,0.6762,0.6956,0.4429,0.6832
rag,Llama-8B/hotpotqa,5,0.6794,0.6659,0.7699,0.7091
rag,Llama-8B/hotpotqa,5,0.562,0.5501,0.4353,0.507
rag,Llama-8B/hotpotqa,5,0.68,0.5312,0.5485,0.4817
rag,Llama-8B/hotpotqa,5,0.5911,0.604,0.4192,0.5808
rag,Llama-8B/hotpotqa,5,0.7091,0.6897,0.8222,0.7732
rag,Llama-8B/hotpotqa,5,0.6045,0.5997,0.6029,0.5857
rag,Llama-8B/hotpotqa,5,0.5911,0.6002,0.7338,0.6724
rag,Llama-8B/hotpotqa,5,0.6024,0.6131,0.7769,0.7107
rag,Llama-8B/hotpotqa,5,0.562,0.5727,0.6234,0.6045
rag,Llama-8B/hotpotqa,5,0.6719,0.6018,0.6379,0.6649
rag,Llama-8B/hotpotqa,5,0.4359,0.4903,0.4995,0.5539
rag,Llama-8B/hotpotqa,5,0.5523,0.542,0.6175,0.5242
rag,Llama-8B/hotpotqa,5,0.5119,0.5372,0.5846,0.5533
rag,Llama-8B/hotpotqa,5,0.8227,0.8249,0.695,0.798
rag,Llama-8B/hotpotqa,6,0.7635,0.7452,0.6546,0.8335
rag,Llama-8B/hotpotqa,6,0.6708,0.6509,0.7699,0.6832
rag,Llama-8B/hotpotqa,6,0.5873,0.5749,0.5663,0.5377
rag,Llama-8B/hotpotqa,6,0.7645,0.8147,0.7963,0.8087
rag,Llama-8B/hotpotqa,6,0.8297,0.8481,0.7694,0.8551
rag,Llama-8B/hotpotqa,6,0.8421,0.8626,0.826,0.8712
rag,Llama-8B/hotpotqa,6,0.6148,0.5927,0.7279,0.5851
rag,Llama-8B/hotpotqa,6,0.8777,0.8739,0.8481,0.8534
rag,Llama-8B/hotpotqa,6,0.5436,0.514,0.7974,0.7182
rag,Llama-8B/hotpotqa,6,0.8847,0.8152,0.861,0.833
rag,Llama-8B/hotpotqa,6,0.6627,0.6573,0.8087,0.8195
rag,Llama-8B/hotpotqa,6,0.833,0.8491,0.7306,0.8238
rag,Llama-8B/hotpotqa,6,0.5253,0.5426,0.7522,0.4531
rag,Llama-8B/hotpotqa,6,0.8772,0.8772,0.8809,0.8534
rag,Llama-8B/hotpotqa,6,0.8556,0.8669,0.8292,0.8728
rag,Llama-8B/hotpotqa,6,0.7495,0.7322,0.827,0.8335
rag,Llama-8B/hotpotqa,6,0.8777,0.8642,0.8685,0.8534
rag,Llama-8B/hotpotqa,6,0.8809,0.5938,0.7322,0.7198
rag,Llama-8B/hotpotqa,6,0.8793,0.875,0.8157,0.8782
rag,Llama-8B/hotpotqa,6,0.7565,0.7764,0.7252,0.8249
rag,Llama-8B/hotpotqa,6,0.8825,0.7926,0.7786,0.7791
rag,Llama-8B/hotpotqa,6,0.6503,0.6633,0.7214,0.6983
rag,Llama-8B/hotpotqa,6,0.8798,0.8804,0.8675,0.8534
rag,Llama-8B/hotpotqa,6,0.8217,0.847,0.8696,0.8653
rag,Llama-8B/hotpotqa,6,0.8626,0.8734,0.8109,0.8772
rag,Llama-8B/hotpotqa,6,0.8793,0.8761,0.8125,0.8421
rag,Llama-8B/hotpotqa,6,0.5975,0.5911,0.7495,0.4531
rag,Llama-8B/hotpotqa,6,0.6956,0.6412,0.6827,0.5846
rag,Llama-8B/hotpotqa,6,0.6611,0.6622,0.4068,0.4623
rag,Llama-8B/hotpotqa,6,0.702,0.6934,0.7813,0.7333
rag,Llama-8B/hotpotqa,6,0.6525,0.6697,0.6061,0.6406
rag,Llama-8B/hotpotqa,6,0.5302,0.604,0.4736,0.5555
rag,Llama-8B/hotpotqa,6,0.4661,0.5162,0.6891,0.7225
rag,Llama-8B/hotpotqa,6,0.6072,0.4957,0.5264,0.5523
