domain,cell,feature,rate_top1pct,rate_bottom50,rate_all,marginal_lift,single_auroc
rag,Llama-8B/natural-questions,rpdi,0.2151,0.5316,0.5024,-0.013,0.4823
rag,Llama-8B/natural-questions,sw_var_peak,0.3081,0.5445,0.5024,-0.0164,0.5177
rag,Llama-8B/natural-questions,pe_mean,0.4767,0.5578,0.5024,-0.0521,0.3905
rag,Llama-8B/natural-questions,hurst_exponent,0.7384,0.3926,0.5024,0.0125,0.3761
rag,Llama-8B/natural-questions,cusum_max,0.6744,0.3592,0.5024,0.033,0.6482
rag,Llama-8B/natural-questions,cusum_shift_idx,0.4186,0.5522,0.5024,-0.0233,0.5636
rag,Mistral-24B/2wikimultihopqa,epr,0.7159,0.4146,0.5008,0.021,0.5729
rag,Mistral-24B/2wikimultihopqa,trace_length,0.1681,0.5217,0.5008,-0.0037,0.5031
rag,Mistral-24B/2wikimultihopqa,spectral_entropy,0.458,0.4268,0.5008,0.0162,0.525
rag,Mistral-24B/2wikimultihopqa,low_band_power,0.0565,0.695,0.5008,-0.0345,0.3458
rag,Mistral-24B/2wikimultihopqa,high_band_power,0.4159,0.5401,0.5008,-0.0075,0.5417
rag,Mistral-24B/2wikimultihopqa,hl_ratio,0.6551,0.4693,0.5008,0.0105,0.6542
rag,Mistral-24B/2wikimultihopqa,dominant_freq,0.1609,0.5424,0.5008,-0.0104,0.5729
rag,Mistral-24B/2wikimultihopqa,spectral_centroid,0.1348,0.58,0.5008,-0.0148,0.6208
rag,Mistral-24B/2wikimultihopqa,stft_max_high_power,0.2899,0.4508,0.5008,0.0097,0.4667
rag,Mistral-24B/2wikimultihopqa,stft_spectral_entropy,0.5594,0.3793,0.5008,0.0232,0.5583
rag,Mistral-24B/2wikimultihopqa,rpdi,0.5507,0.515,0.5008,-0.0,0.6229
rag,Mistral-24B/2wikimultihopqa,sw_var_peak,0.5841,0.4056,0.5008,0.021,0.5521
rag,Mistral-24B/2wikimultihopqa,pe_mean,0.1855,0.6327,0.5008,-0.0241,0.6417
rag,Mistral-24B/2wikimultihopqa,hurst_exponent,0.1217,0.5661,0.5008,-0.0127,0.5563
rag,Mistral-24B/2wikimultihopqa,cusum_max,0.1565,0.4376,0.5008,0.0127,0.4854
rag,Mistral-24B/2wikimultihopqa,cusum_shift_idx,0.3362,0.5412,0.5008,-0.0066,0.5938
rag,Mistral-24B/hotpotqa,epr,0.1779,0.4356,0.5008,0.0068,0.5853
rag,Mistral-24B/hotpotqa,trace_length,0.0689,0.5548,0.5008,-0.0082,0.3978
rag,Mistral-24B/hotpotqa,spectral_entropy,0.0273,0.587,0.5008,-0.0117,0.5655
rag,Mistral-24B/hotpotqa,low_band_power,0.3486,0.4468,0.5008,0.006,0.5893
rag,Mistral-24B/hotpotqa,high_band_power,0.0703,0.6165,0.5008,-0.017,0.5218
rag,Mistral-24B/hotpotqa,hl_ratio,0.4017,0.5222,0.5008,-0.0029,0.4365
rag,Mistral-24B/hotpotqa,dominant_freq,0.5093,0.4593,0.5008,0.0049,0.381
rag,Mistral-24B/hotpotqa,spectral_centroid,0.4132,0.4595,0.5008,0.0048,0.4008
rag,Mistral-24B/hotpotqa,stft_max_high_power,0.4749,0.4652,0.5008,0.0031,0.5734
rag,Mistral-24B/hotpotqa,stft_spectral_entropy,0.363,0.4722,0.5008,0.0017,0.5714
rag,Mistral-24B/hotpotqa,rpdi,0.2525,0.6044,0.5008,-0.0232,0.5714
rag,Mistral-24B/hotpotqa,sw_var_peak,0.5323,0.5135,0.5008,-0.0027,0.5913
rag,Mistral-24B/hotpotqa,pe_mean,0.4964,0.5119,0.5008,-0.0064,0.5417
rag,Mistral-24B/hotpotqa,hurst_exponent,0.6729,0.2898,0.5008,0.0224,0.3333
rag,Mistral-24B/hotpotqa,cusum_max,0.2999,0.4601,0.5008,0.0036,0.6488
rag,Mistral-24B/hotpotqa,cusum_shift_idx,0.9813,0.3501,0.5008,0.0187,0.3304
rag,Mistral-24B/narrativeqa,epr,0.8415,0.3891,0.5024,0.0152,0.6597
rag,Mistral-24B/narrativeqa,trace_length,0.5732,0.3813,0.5024,0.0107,0.3709
rag,Mistral-24B/narrativeqa,spectral_entropy,0.872,0.2977,0.5024,0.0247,0.6282
rag,Mistral-24B/narrativeqa,low_band_power,0.0671,0.6049,0.5024,-0.0183,0.4997
rag,Mistral-24B/narrativeqa,high_band_power,0.3049,0.6273,0.5024,-0.0256,0.5058
rag,Mistral-24B/narrativeqa,hl_ratio,0.439,0.4896,0.5024,0.0031,0.5164
rag,Mistral-24B/narrativeqa,dominant_freq,0.0244,0.5778,0.5024,-0.0142,0.4862
rag,Mistral-24B/narrativeqa,spectral_centroid,0.0793,0.6144,0.5024,-0.0213,0.4841
rag,Mistral-24B/narrativeqa,rpdi,0.2988,0.4287,0.5024,0.0132,0.4591
rag,Mistral-24B/narrativeqa,sw_var_peak,0.3171,0.4168,0.5024,0.0173,0.5753
rag,Mistral-24B/narrativeqa,pe_mean,0.3902,0.5138,0.5024,-0.0067,0.4649
rag,Mistral-24B/narrativeqa,hurst_exponent,0.061,0.5845,0.5024,-0.0162,0.4906
rag,Mistral-24B/narrativeqa,cusum_max,0.3232,0.4478,0.5024,0.0156,0.6077
rag,Mistral-24B/narrativeqa,cusum_shift_idx,0.5183,0.4786,0.5024,0.0026,0.5756
rag,Mistral-24B/natural-questions,epr,0.6339,0.4402,0.5008,0.0147,0.4762
rag,Mistral-24B/natural-questions,trace_length,0.1861,0.598,0.5008,-0.031,0.3365
rag,Mistral-24B/natural-questions,spectral_entropy,0.6293,0.599,0.5008,-0.0186,0.6603
rag,Mistral-24B/natural-questions,low_band_power,0.4206,0.4646,0.5008,0.0035,0.6603
rag,Mistral-24B/natural-questions,high_band_power,0.5038,0.3823,0.5008,0.0277,0.6857
rag,Mistral-24B/natural-questions,hl_ratio,0.3691,0.4982,0.5008,-0.0062,0.4603
rag,Mistral-24B/natural-questions,dominant_freq,0.4297,0.5231,0.5008,-0.0059,0.3698
rag,Mistral-24B/natural-questions,spectral_centroid,0.2436,0.3551,0.5008,0.0287,0.4857
rag,Mistral-24B/natural-questions,stft_max_high_power,0.174,0.4753,0.5008,0.0053,0.5698
rag,Mistral-24B/natural-questions,stft_spectral_entropy,0.5083,0.5585,0.5008,-0.0067,0.6302
rag,Mistral-24B/natural-questions,rpdi,0.5522,0.6371,0.5008,-0.0268,0.327
rag,Mistral-24B/natural-questions,sw_var_peak,0.3585,0.4509,0.5008,0.0181,0.5238
rag,Mistral-24B/natural-questions,pe_mean,0.2769,0.4917,0.5008,0.0045,0.4254
rag,Mistral-24B/natural-questions,hurst_exponent,0.413,0.5216,0.5008,-0.0058,0.3778
rag,Mistral-24B/natural-questions,cusum_max,0.6339,0.5954,0.5008,-0.0195,0.6317
rag,Mistral-24B/natural-questions,cusum_shift_idx,0.8306,0.485,0.5008,0.0179,0.4079
rag,Qwen-72B/2wikimultihopqa,epr,0.1003,0.5933,0.5014,-0.0189,0.464
rag,Qwen-72B/2wikimultihopqa,trace_length,0.5289,0.3802,0.5014,0.027,0.3837
rag,Qwen-72B/2wikimultihopqa,spectral_entropy,0.535,0.4224,0.5014,0.0206,0.6194
rag,Qwen-72B/2wikimultihopqa,low_band_power,0.5623,0.4266,0.5014,0.0128,0.5488
rag,Qwen-72B/2wikimultihopqa,high_band_power,0.079,0.6259,0.5014,-0.0276,0.4258
rag,Qwen-72B/2wikimultihopqa,hl_ratio,0.5988,0.6257,0.5014,-0.0242,0.4473
rag,Qwen-72B/2wikimultihopqa,dominant_freq,0.2979,0.5941,0.5014,-0.0208,0.4281
rag,Qwen-72B/2wikimultihopqa,spectral_centroid,0.1429,0.5879,0.5014,-0.0182,0.4226
rag,Qwen-72B/2wikimultihopqa,stft_max_high_power,0.4043,0.3895,0.5014,0.0266,0.5791
rag,Qwen-72B/2wikimultihopqa,stft_spectral_entropy,0.7629,0.3287,0.5014,0.042,0.6492
rag,Qwen-72B/2wikimultihopqa,sw_var_peak,0.1459,0.5313,0.5014,-0.0063,0.4837
rag,Qwen-72B/2wikimultihopqa,pe_mean,0.0274,0.6152,0.5014,-0.0227,0.4805
rag,Qwen-72B/2wikimultihopqa,hurst_exponent,0.3526,0.4883,0.5014,0.0002,0.476
rag,Qwen-72B/2wikimultihopqa,cusum_max,0.1185,0.4997,0.5014,-0.001,0.484
rag,Qwen-72B/2wikimultihopqa,cusum_shift_idx,0.4225,0.464,0.5014,0.0103,0.4209
rag,Qwen-72B/hotpotqa,epr,0.1455,0.5367,0.5014,-0.0067,0.6525
rag,Qwen-72B/hotpotqa,trace_length,0.803,0.3456,0.5014,0.0183,0.2772
rag,Qwen-72B/hotpotqa,spectral_entropy,0.8545,0.4128,0.5014,0.0119,0.7283
rag,Qwen-72B/hotpotqa,low_band_power,0.7394,0.3827,0.5014,0.013,0.6853
rag,Qwen-72B/hotpotqa,high_band_power,0.6545,0.5173,0.5014,-0.0158,0.5818
rag,Qwen-72B/hotpotqa,hl_ratio,0.5273,0.5354,0.5014,-0.0191,0.5222
rag,Qwen-72B/hotpotqa,dominant_freq,0.2667,0.5515,0.5014,-0.0215,0.4941
rag,Qwen-72B/hotpotqa,spectral_centroid,0.3212,0.568,0.5014,-0.0205,0.4866
rag,Qwen-72B/hotpotqa,stft_max_high_power,0.9515,0.3225,0.5014,0.025,0.7332
rag,Qwen-72B/hotpotqa,stft_spectral_entropy,0.3,0.3865,0.5014,0.0141,0.6888
rag,Qwen-72B/hotpotqa,sw_var_peak,0.1606,0.4846,0.5014,0.0009,0.6664
rag,Qwen-72B/hotpotqa,pe_mean,0.1606,0.6008,0.5014,-0.0159,0.6268
rag,Qwen-72B/hotpotqa,hurst_exponent,0.7333,0.4517,0.5014,-0.0065,0.4454
rag,Qwen-72B/hotpotqa,cusum_max,0.7485,0.3587,0.5014,0.022,0.7302
rag,Qwen-72B/hotpotqa,cusum_shift_idx,0.2939,0.4849,0.5014,0.0006,0.3497
rag,Qwen-72B/narrativeqa,epr,0.7744,0.3453,0.5024,0.0246,0.6497
rag,Qwen-72B/narrativeqa,trace_length,0.0,0.5698,0.5024,-0.0127,0.4686
rag,Qwen-72B/narrativeqa,spectral_entropy,0.0,0.5424,0.5024,-0.0101,0.5277
rag,Qwen-72B/narrativeqa,low_band_power,0.0854,0.5897,0.5024,-0.0171,0.54
rag,Qwen-72B/narrativeqa,high_band_power,0.3476,0.4668,0.5024,0.0029,0.5952
rag,Qwen-72B/narrativeqa,hl_ratio,0.4878,0.5104,0.5024,-0.004,0.6019
rag,Qwen-72B/narrativeqa,dominant_freq,0.2744,0.5037,0.5024,-0.0038,0.5267
rag,Qwen-72B/narrativeqa,spectral_centroid,0.4207,0.4528,0.5024,0.008,0.6045
rag,Qwen-72B/narrativeqa,rpdi,0.4634,0.6046,0.5024,-0.0193,0.5212
rag,Qwen-72B/narrativeqa,sw_var_peak,0.6402,0.4166,0.5024,0.0135,0.6272
rag,Qwen-72B/narrativeqa,pe_mean,0.9817,0.224,0.5024,0.041,0.678
rag,Qwen-72B/narrativeqa,hurst_exponent,0.4268,0.5499,0.5024,-0.0108,0.4057
rag,Qwen-72B/narrativeqa,cusum_max,0.4573,0.4641,0.5024,0.0048,0.5915
rag,Qwen-72B/narrativeqa,cusum_shift_idx,0.0488,0.6017,0.5024,-0.017,0.4637
rag,Qwen-72B/natural-questions,epr,0.8025,0.3402,0.5041,0.0177,0.6254
rag,Qwen-72B/natural-questions,trace_length,0.0,0.5045,0.5041,-0.0068,0.4192
rag,Qwen-72B/natural-questions,spectral_entropy,0.1852,0.5117,0.5041,-0.0067,0.5235
rag,Qwen-72B/natural-questions,low_band_power,0.7407,0.3888,0.5041,0.0095,0.5897
rag,Qwen-72B/natural-questions,high_band_power,0.5679,0.5168,0.5041,-0.0078,0.4982
rag,Qwen-72B/natural-questions,hl_ratio,0.4198,0.5178,0.5041,-0.0109,0.4588
rag,Qwen-72B/natural-questions,dominant_freq,0.037,0.5997,0.5041,-0.0219,0.4425
rag,Qwen-72B/natural-questions,spectral_centroid,0.4321,0.5384,0.5041,-0.0098,0.4707
rag,Qwen-72B/natural-questions,sw_var_peak,0.6296,0.3856,0.5041,0.0118,0.6301
rag,Qwen-72B/natural-questions,pe_mean,0.5185,0.4339,0.5041,0.0079,0.6052
rag,Qwen-72B/natural-questions,hurst_exponent,1.0,0.3682,0.5041,0.0112,0.4039
rag,Qwen-72B/natural-questions,cusum_max,0.6049,0.323,0.5041,0.0192,0.6336
rag,Qwen-72B/natural-questions,cusum_shift_idx,0.0864,0.557,0.5041,-0.0135,0.464
rag,Qwen-7B/2wikimultihopqa,epr,0.2599,0.4614,0.5008,0.0063,0.5714
rag,Qwen-7B/2wikimultihopqa,trace_length,0.1636,0.4842,0.5008,0.0073,0.3818
rag,Qwen-7B/2wikimultihopqa,spectral_entropy,0.1514,0.4493,0.5008,0.0126,0.6457
rag,Qwen-7B/2wikimultihopqa,low_band_power,0.6024,0.6624,0.5008,-0.0449,0.2957
rag,Qwen-7B/2wikimultihopqa,high_band_power,0.4113,0.551,0.5008,-0.0167,0.5373
rag,Qwen-7B/2wikimultihopqa,hl_ratio,0.4862,0.5808,0.5008,-0.0225,0.6184
rag,Qwen-7B/2wikimultihopqa,dominant_freq,0.6147,0.5857,0.5008,-0.0249,0.6128
rag,Qwen-7B/2wikimultihopqa,spectral_centroid,0.4985,0.5718,0.5008,-0.0186,0.5546
rag,Qwen-7B/2wikimultihopqa,stft_max_high_power,0.659,0.3715,0.5008,0.0365,0.6236
rag,Qwen-7B/2wikimultihopqa,stft_spectral_entropy,0.7661,0.3551,0.5008,0.0426,0.6509
rag,Qwen-7B/2wikimultihopqa,rpdi,0.4633,0.4984,0.5008,0.0004,0.5987
rag,Qwen-7B/2wikimultihopqa,sw_var_peak,0.156,0.52,0.5008,-0.0108,0.4589
rag,Qwen-7B/2wikimultihopqa,pe_mean,0.4281,0.4104,0.5008,0.0263,0.5716
rag,Qwen-7B/2wikimultihopqa,hurst_exponent,0.7431,0.4612,0.5008,0.0116,0.5429
rag,Qwen-7B/2wikimultihopqa,cusum_max,0.0474,0.5497,0.5008,-0.0154,0.5249
rag,Qwen-7B/2wikimultihopqa,cusum_shift_idx,0.4434,0.4681,0.5008,0.0103,0.4256
rag,Qwen-7B/hotpotqa,epr,0.3945,0.4681,0.5008,0.0045,0.5829
rag,Qwen-7B/hotpotqa,trace_length,0.8257,0.5078,0.5008,-0.0183,0.332
rag,Qwen-7B/hotpotqa,spectral_entropy,0.919,0.4142,0.5008,0.0257,0.6682
rag,Qwen-7B/hotpotqa,low_band_power,0.13,0.5116,0.5008,-0.0186,0.5677
rag,Qwen-7B/hotpotqa,high_band_power,0.4847,0.565,0.5008,-0.0235,0.5773
rag,Qwen-7B/hotpotqa,hl_ratio,0.2829,0.5526,0.5008,-0.0307,0.5128
rag,Qwen-7B/hotpotqa,dominant_freq,0.2309,0.5638,0.5008,-0.0372,0.4147
rag,Qwen-7B/hotpotqa,spectral_centroid,0.4021,0.5692,0.5008,-0.0264,0.5132
rag,Qwen-7B/hotpotqa,stft_max_high_power,1.0,0.2813,0.5008,0.0894,0.7831
rag,Qwen-7B/hotpotqa,stft_spectral_entropy,0.4954,0.3408,0.5008,0.0818,0.6087
rag,Qwen-7B/hotpotqa,rpdi,0.2018,0.5372,0.5008,-0.0222,0.6143
rag,Qwen-7B/hotpotqa,sw_var_peak,0.2416,0.4499,0.5008,0.0138,0.5307
rag,Qwen-7B/hotpotqa,pe_mean,0.2706,0.5297,0.5008,-0.0226,0.5253
rag,Qwen-7B/hotpotqa,hurst_exponent,0.3012,0.5874,0.5008,-0.0424,0.5253
rag,Qwen-7B/hotpotqa,cusum_max,0.2462,0.4673,0.5008,0.001,0.621
rag,Qwen-7B/hotpotqa,cusum_shift_idx,0.6177,0.4069,0.5008,0.0257,0.392
rag,Qwen-7B/narrativeqa,epr,0.5443,0.3563,0.5008,0.0285,0.6762
rag,Qwen-7B/narrativeqa,trace_length,0.1315,0.5439,0.5008,-0.0074,0.4088
rag,Qwen-7B/narrativeqa,spectral_entropy,0.6881,0.3722,0.5008,0.033,0.6118
rag,Qwen-7B/narrativeqa,low_band_power,0.0459,0.62,0.5008,-0.0236,0.5582
rag,Qwen-7B/narrativeqa,high_band_power,0.578,0.5783,0.5008,-0.0259,0.6134
rag,Qwen-7B/narrativeqa,hl_ratio,0.5887,0.4977,0.5008,-0.0022,0.6098
rag,Qwen-7B/narrativeqa,dominant_freq,0.4297,0.6114,0.5008,-0.0267,0.5515
rag,Qwen-7B/narrativeqa,spectral_centroid,0.7875,0.5767,0.5008,-0.0267,0.5851
rag,Qwen-7B/narrativeqa,stft_max_high_power,0.555,0.3982,0.5008,0.0225,0.6099
rag,Qwen-7B/narrativeqa,stft_spectral_entropy,0.0826,0.4634,0.5008,0.0088,0.5821
rag,Qwen-7B/narrativeqa,rpdi,0.2003,0.5179,0.5008,-0.0126,0.5355
rag,Qwen-7B/narrativeqa,sw_var_peak,0.7844,0.3565,0.5008,0.0321,0.686
rag,Qwen-7B/narrativeqa,pe_mean,0.9067,0.3552,0.5008,0.0305,0.654
rag,Qwen-7B/narrativeqa,hurst_exponent,0.3976,0.5495,0.5008,-0.0112,0.5055
rag,Qwen-7B/narrativeqa,cusum_max,0.026,0.5083,0.5008,-0.0008,0.6135
rag,Qwen-7B/narrativeqa,cusum_shift_idx,0.5321,0.5334,0.5008,-0.0184,0.4123
rag,Qwen-7B/natural-questions,epr,0.1171,0.4731,0.5008,-0.0005,0.585
rag,Qwen-7B/natural-questions,trace_length,0.6999,0.3924,0.5008,0.0294,0.3088
rag,Qwen-7B/natural-questions,spectral_entropy,0.5622,0.381,0.5008,0.0213,0.6423
rag,Qwen-7B/natural-questions,low_band_power,0.5988,0.4906,0.5008,0.0014,0.6176
rag,Qwen-7B/natural-questions,high_band_power,0.347,0.5807,0.5008,-0.0234,0.5731
rag,Qwen-7B/natural-questions,hl_ratio,0.06,0.5938,0.5008,-0.0277,0.5287
rag,Qwen-7B/natural-questions,dominant_freq,0.0864,0.5687,0.5008,-0.0241,0.5079
rag,Qwen-7B/natural-questions,spectral_centroid,0.347,0.5313,0.5008,-0.0135,0.4748
rag,Qwen-7B/natural-questions,stft_max_high_power,0.9488,0.271,0.5008,0.047,0.7031
rag,Qwen-7B/natural-questions,stft_spectral_entropy,0.6281,0.3563,0.5008,0.0311,0.6013
rag,Qwen-7B/natural-questions,rpdi,0.5783,0.5223,0.5008,-0.0065,0.5119
rag,Qwen-7B/natural-questions,sw_var_peak,0.2548,0.5094,0.5008,-0.0079,0.6206
rag,Qwen-7B/natural-questions,pe_mean,0.306,0.4698,0.5008,0.0006,0.5385
rag,Qwen-7B/natural-questions,hurst_exponent,0.1874,0.5677,0.5008,-0.0287,0.6472
rag,Qwen-7B/natural-questions,cusum_max,0.4466,0.4561,0.5008,0.0136,0.6453
rag,Qwen-7B/natural-questions,cusum_shift_idx,0.5051,0.5447,0.5008,-0.0121,0.584
repgrid,ars_gsm8k_r1distill8b,epr,0.997,0.478,0.5008,0.0633,0.6906
repgrid,ars_gsm8k_r1distill8b,trace_length,0.6357,0.5073,0.5008,-0.0369,0.3178
repgrid,ars_gsm8k_r1distill8b,spectral_entropy,0.622,0.5354,0.5008,-0.0208,0.6675
repgrid,ars_gsm8k_r1distill8b,low_band_power,0.1037,0.5132,0.5008,-0.0279,0.5755
repgrid,ars_gsm8k_r1distill8b,high_band_power,0.2439,0.5059,0.5008,0.0151,0.4558
repgrid,ars_gsm8k_r1distill8b,hl_ratio,0.1814,0.5155,0.5008,-0.0326,0.4276
repgrid,ars_gsm8k_r1distill8b,dominant_freq,0.4451,0.5476,0.5008,-0.0473,0.3949
repgrid,ars_gsm8k_r1distill8b,spectral_centroid,0.1433,0.5002,0.5008,-0.0237,0.4054
repgrid,ars_gsm8k_r1distill8b,stft_max_high_power,0.654,0.484,0.5008,0.0009,0.5968
repgrid,ars_gsm8k_r1distill8b,stft_spectral_entropy,0.1204,0.7082,0.5008,-0.1227,0.5252
repgrid,ars_gsm8k_r1distill8b,rpdi,0.7332,0.5267,0.5008,0.0181,0.5948
repgrid,ars_gsm8k_r1distill8b,sw_var_peak,0.8963,0.2273,0.5008,0.1461,0.6898
repgrid,ars_gsm8k_r1distill8b,pe_mean,0.3735,0.4992,0.5008,0.0151,0.4889
repgrid,ars_gsm8k_r1distill8b,hurst_exponent,0.2652,0.5192,0.5008,-0.023,0.4594
repgrid,ars_gsm8k_r1distill8b,cusum_max,0.6357,0.3785,0.5008,0.0685,0.6965
repgrid,ars_gsm8k_r1distill8b,cusum_shift_idx,0.4497,0.5076,0.5008,0.0079,0.5002
repgrid,epr_triviaqa_mistral24b,epr,1.0,0.165,0.5024,0.0445,0.7375
repgrid,epr_triviaqa_mistral24b,trace_length,0.319,0.4848,0.5024,-0.0002,0.3973
repgrid,epr_triviaqa_mistral24b,spectral_entropy,0.0491,0.5202,0.5024,-0.0051,0.5761
repgrid,epr_triviaqa_mistral24b,low_band_power,0.0368,0.6165,0.5024,-0.0176,0.5442
repgrid,epr_triviaqa_mistral24b,high_band_power,0.1472,0.5388,0.5024,-0.0093,0.4344
repgrid,epr_triviaqa_mistral24b,hl_ratio,0.3988,0.5218,0.5024,-0.0064,0.4373
repgrid,epr_triviaqa_mistral24b,dominant_freq,0.0859,0.5421,0.5024,-0.0094,0.428
repgrid,epr_triviaqa_mistral24b,spectral_centroid,0.2331,0.5392,0.5024,-0.008,0.411
repgrid,epr_triviaqa_mistral24b,rpdi,0.4663,0.5096,0.5024,-0.0079,0.5072
repgrid,epr_triviaqa_mistral24b,sw_var_peak,0.9509,0.3501,0.5024,0.0327,0.7159
repgrid,epr_triviaqa_mistral24b,pe_mean,0.3926,0.5236,0.5024,-0.0102,0.4889
repgrid,epr_triviaqa_mistral24b,hurst_exponent,0.2883,0.5401,0.5024,-0.0092,0.4469
repgrid,epr_triviaqa_mistral24b,cusum_max,0.6564,0.4411,0.5024,0.007,0.6746
repgrid,epr_triviaqa_mistral24b,cusum_shift_idx,0.3865,0.4741,0.5024,-0.0011,0.4238
repgrid,inside_coqa_llama7b,epr,0.6972,0.3598,0.5014,0.0306,0.5728
repgrid,inside_coqa_llama7b,spectral_entropy,0.8012,0.4253,0.5014,0.0209,0.3592
repgrid,inside_coqa_llama7b,low_band_power,0.1468,0.6462,0.5014,-0.0283,0.6075
repgrid,inside_coqa_llama7b,high_band_power,0.3976,0.4434,0.5014,0.0117,0.538
repgrid,inside_coqa_llama7b,hl_ratio,0.4343,0.5037,0.5014,-0.0032,0.4763
repgrid,inside_coqa_llama7b,dominant_freq,0.1865,0.547,0.5014,-0.008,0.433
repgrid,inside_coqa_llama7b,spectral_centroid,0.2202,0.5756,0.5014,-0.0125,0.448
repgrid,inside_coqa_llama7b,stft_max_high_power,0.3639,0.4294,0.5014,0.0148,0.5366
repgrid,inside_coqa_llama7b,stft_spectral_entropy,0.1682,0.5652,0.5014,-0.0206,0.4212
repgrid,inside_coqa_llama7b,rpdi,0.0948,0.583,0.5014,-0.0222,0.438
repgrid,inside_coqa_llama7b,sw_var_peak,0.789,0.3159,0.5014,0.0422,0.6152
repgrid,inside_coqa_llama7b,pe_mean,0.3425,0.4697,0.5014,0.0056,0.5221
repgrid,inside_coqa_llama7b,hurst_exponent,0.1162,0.5884,0.5014,-0.0204,0.4064
repgrid,inside_coqa_llama7b,cusum_max,0.6055,0.5017,0.5014,0.0041,0.5363
repgrid,inside_coqa_llama7b,cusum_shift_idx,0.0795,0.5458,0.5014,-0.0146,0.597
repgrid,internalstates_gsm8k_qwen25_7b,epr,0.9331,0.3656,0.5008,0.0108,0.6451
repgrid,internalstates_gsm8k_qwen25_7b,trace_length,0.9878,0.3039,0.5008,0.0231,0.3033
repgrid,internalstates_gsm8k_qwen25_7b,spectral_entropy,0.8936,0.3738,0.5008,0.0073,0.6679
repgrid,internalstates_gsm8k_qwen25_7b,low_band_power,0.2401,0.5227,0.5008,-0.0016,0.6361
repgrid,internalstates_gsm8k_qwen25_7b,high_band_power,0.1018,0.5939,0.5008,-0.009,0.4002
repgrid,internalstates_gsm8k_qwen25_7b,hl_ratio,0.1839,0.5593,0.5008,-0.0055,0.3772
repgrid,internalstates_gsm8k_qwen25_7b,dominant_freq,0.1884,0.506,0.5008,-0.0038,0.3896
repgrid,internalstates_gsm8k_qwen25_7b,spectral_centroid,0.1307,0.5538,0.5008,-0.0048,0.3709
repgrid,internalstates_gsm8k_qwen25_7b,stft_max_high_power,0.5471,0.4734,0.5008,-0.0046,0.5451
repgrid,internalstates_gsm8k_qwen25_7b,stft_spectral_entropy,0.1581,0.6404,0.5008,-0.0219,0.4666
repgrid,internalstates_gsm8k_qwen25_7b,rpdi,0.7082,0.4601,0.5008,0.0017,0.5619
repgrid,internalstates_gsm8k_qwen25_7b,sw_var_peak,0.696,0.3664,0.5008,0.0151,0.6754
repgrid,internalstates_gsm8k_qwen25_7b,pe_mean,0.6216,0.4824,0.5008,-0.0032,0.4537
repgrid,internalstates_gsm8k_qwen25_7b,hurst_exponent,0.4377,0.5738,0.5008,-0.0099,0.4198
repgrid,internalstates_gsm8k_qwen25_7b,cusum_max,0.4802,0.4683,0.5008,0.0043,0.6649
repgrid,internalstates_gsm8k_qwen25_7b,cusum_shift_idx,0.5851,0.4426,0.5008,0.0022,0.4315
repgrid,lapeigvals_gsm8k_llama3b,epr,1.0,0.2344,0.5008,0.0258,0.7077
repgrid,lapeigvals_gsm8k_llama3b,trace_length,0.4052,0.4597,0.5008,0.0039,0.3842
repgrid,lapeigvals_gsm8k_llama3b,spectral_entropy,0.3394,0.4789,0.5008,-0.0012,0.5561
repgrid,lapeigvals_gsm8k_llama3b,low_band_power,0.3058,0.4967,0.5008,0.001,0.6259
repgrid,lapeigvals_gsm8k_llama3b,high_band_power,0.055,0.5813,0.5008,-0.0093,0.4082
repgrid,lapeigvals_gsm8k_llama3b,hl_ratio,0.0994,0.517,0.5008,-0.002,0.3817
repgrid,lapeigvals_gsm8k_llama3b,dominant_freq,0.3899,0.4987,0.5008,-0.0009,0.4224
repgrid,lapeigvals_gsm8k_llama3b,spectral_centroid,0.1651,0.5168,0.5008,-0.0021,0.3824
repgrid,lapeigvals_gsm8k_llama3b,stft_max_high_power,0.4541,0.5317,0.5008,-0.0083,0.5317
repgrid,lapeigvals_gsm8k_llama3b,stft_spectral_entropy,0.0566,0.6719,0.5008,-0.0209,0.4846
repgrid,lapeigvals_gsm8k_llama3b,rpdi,0.5076,0.4759,0.5008,0.0017,0.5881
repgrid,lapeigvals_gsm8k_llama3b,sw_var_peak,0.9067,0.3286,0.5008,0.0188,0.6796
repgrid,lapeigvals_gsm8k_llama3b,pe_mean,0.5031,0.497,0.5008,-0.003,0.4652
repgrid,lapeigvals_gsm8k_llama3b,hurst_exponent,0.0887,0.584,0.5008,-0.0109,0.4295
repgrid,lapeigvals_gsm8k_llama3b,cusum_max,0.5657,0.4815,0.5008,0.0027,0.6443
repgrid,lapeigvals_gsm8k_llama3b,cusum_shift_idx,0.6636,0.418,0.5008,0.0048,0.4124
repgrid,lapeigvals_gsm8k_llama8b,epr,0.9681,0.2265,0.5008,0.0238,0.7844
repgrid,lapeigvals_gsm8k_llama8b,trace_length,0.7249,0.437,0.5008,0.0065,0.2663
repgrid,lapeigvals_gsm8k_llama8b,spectral_entropy,0.5213,0.4746,0.5008,-0.0042,0.5952
repgrid,lapeigvals_gsm8k_llama8b,low_band_power,0.4757,0.4868,0.5008,0.0023,0.7504
repgrid,lapeigvals_gsm8k_llama8b,high_band_power,0.0714,0.5404,0.5008,-0.0035,0.2829
