method,name,cell,benchmark,pb_f1,answers,valid_answers,clean_accuracy,error_exact_accuracy,within_auc,pooled_auc,fold_mean_auc,prmscore
reference__var50__old,Varentropy50: Top10,prmbench_qwen3_8b,PRMBench,,6969,6969,,,0.742464548435578,0.7157833866814454,0.7162015945577326,0.6327768738968429
shared,Time fusion: other answers,pb_gsm8k_q4,ProcessBench,0.38008737640836976,400.0,400.0,0.5906735751295337,0.28019323671497587,,,,
shared,Time fusion: other answers,pb_gsm8k_q8,ProcessBench,0.3325410544511668,400.0,400.0,0.41968911917098445,0.2753623188405797,,,,
shared,Time fusion: other answers,pb_math_q4,ProcessBench,0.2674956945718056,1000.0,1000.0,0.5665024630541872,0.1750841750841751,,,,
shared,Time fusion: other answers,pb_math_q8,ProcessBench,0.27471530787060366,1000.0,1000.0,0.4630541871921182,0.19528619528619529,,,,
shared,Time fusion: other answers,pb_olympiadbench_q4,ProcessBench,0.2918319954652673,1000.0,1000.0,0.5309734513274337,0.20121028744326777,,,,
shared,Time fusion: other answers,pb_olympiadbench_q8,ProcessBench,0.28893673336362025,1000.0,1000.0,0.4690265486725664,0.2087745839636914,,,,
shared,Time fusion: other answers,pb_omnimath_q4,ProcessBench,0.27038579049850403,1000.0,1000.0,0.5062240663900415,0.1844532279314888,,,,
shared,Time fusion: other answers,pb_omnimath_q8,ProcessBench,0.27224603404996495,1000.0,1000.0,0.44398340248962653,0.1963109354413702,,,,
shared,Time fusion: other answers,prmbench_qwen3_8b,PRMBench,,6969,6969,,,0.6699099042585208,0.6487025487082057,0.6490932521017561,0.571335231341743
shuffled,Time fusion: shuffled tokens,pb_gsm8k_q4,ProcessBench,0.38008737640836976,400.0,400.0,0.5906735751295337,0.28019323671497587,,,,
shuffled,Time fusion: shuffled tokens,pb_gsm8k_q8,ProcessBench,0.3142931761369996,400.0,400.0,0.41968911917098445,0.25120772946859904,,,,
shuffled,Time fusion: shuffled tokens,pb_math_q4,ProcessBench,0.2714075789286191,1000.0,1000.0,0.5665024630541872,0.17845117845117844,,,,
shuffled,Time fusion: shuffled tokens,pb_math_q8,ProcessBench,0.2796744715162577,1000.0,1000.0,0.4630541871921182,0.20033670033670034,,,,
shuffled,Time fusion: shuffled tokens,pb_olympiadbench_q4,ProcessBench,0.28379277215283427,1000.0,1000.0,0.5309734513274337,0.19364599092284418,,,,
shuffled,Time fusion: shuffled tokens,pb_olympiadbench_q8,ProcessBench,0.2830891878425511,1000.0,1000.0,0.4690265486725664,0.2027231467473525,,,,
shuffled,Time fusion: shuffled tokens,pb_omnimath_q4,ProcessBench,0.26754385964912275,1000.0,1000.0,0.5062240663900415,0.18181818181818182,,,,
shuffled,Time fusion: shuffled tokens,pb_omnimath_q8,ProcessBench,0.2553228820324768,1000.0,1000.0,0.44398340248962653,0.17918313570487485,,,,
shuffled,Time fusion: shuffled tokens,prmbench_qwen3_8b,PRMBench,,6969,6969,,,0.6598491654818607,0.6396807251547334,0.6400011368981255,0.5628458219735776
supervised,Supervised time weights,pb_gsm8k_q4,ProcessBench,0.3845076461340574,400.0,400.0,0.5906735751295337,0.28502415458937197,,,,
supervised,Supervised time weights,pb_gsm8k_q8,ProcessBench,0.3462508759635599,400.0,400.0,0.41968911917098445,0.2946859903381642,,,,
supervised,Supervised time weights,pb_math_q4,ProcessBench,0.25956438325245457,1000.0,1000.0,0.5665024630541872,0.16835016835016836,,,,
supervised,Supervised time weights,pb_math_q8,ProcessBench,0.2558618812458685,1000.0,1000.0,0.4630541871921182,0.17676767676767677,,,,
supervised,Supervised time weights,pb_olympiadbench_q4,ProcessBench,0.3104648050673566,1000.0,1000.0,0.5309734513274337,0.21936459909228442,,,,
supervised,Supervised time weights,pb_olympiadbench_q8,ProcessBench,0.30449199922884135,1000.0,1000.0,0.4690265486725664,0.2254160363086233,,,,
supervised,Supervised time weights,pb_omnimath_q4,ProcessBench,0.2760050902578121,1000.0,1000.0,0.5062240663900415,0.18972332015810275,,,,
supervised,Supervised time weights,pb_omnimath_q8,ProcessBench,0.282217555648887,1000.0,1000.0,0.44398340248962653,0.20685111989459815,,,,
supervised,Supervised time weights,prmbench_qwen3_8b,PRMBench,,6969,6969,,,0.6810056661970925,0.667539875333597,0.6679293046201343,0.5948304311147783
top10,Frozen RBM12: Top10 mean,pb_gsm8k_q4,ProcessBench,0.45648612808445355,400.0,400.0,0.5906735751295337,0.3719806763285024,,,,
top10,Frozen RBM12: Top10 mean,pb_gsm8k_q8,ProcessBench,0.4075721780750468,400.0,400.0,0.41968911917098445,0.3961352657004831,,,,
top10,Frozen RBM12: Top10 mean,pb_math_q4,ProcessBench,0.3328853509769461,1000.0,1000.0,0.5665024630541872,0.2356902356902357,,,,
top10,Frozen RBM12: Top10 mean,pb_math_q8,ProcessBench,0.3268201098671859,1000.0,1000.0,0.4630541871921182,0.25252525252525254,,,,
top10,Frozen RBM12: Top10 mean,pb_olympiadbench_q4,ProcessBench,0.34789685163521694,1000.0,1000.0,0.5309734513274337,0.2586989409984871,,,,
top10,Frozen RBM12: Top10 mean,pb_olympiadbench_q8,ProcessBench,0.33346824637574507,1000.0,1000.0,0.4690265486725664,0.2586989409984871,,,,
top10,Frozen RBM12: Top10 mean,pb_omnimath_q4,ProcessBench,0.3420055208318435,1000.0,1000.0,0.5062240663900415,0.25823451910408435,,,,
top10,Frozen RBM12: Top10 mean,pb_omnimath_q8,ProcessBench,0.3545640805639178,1000.0,1000.0,0.44398340248962653,0.2951251646903821,,,,
top10,Frozen RBM12: Top10 mean,prmbench_qwen3_8b,PRMBench,,6969,6969,,,0.7452044991713739,0.7058494397346221,0.7062049842083509,0.622215135338216
