bank,question,cell,category,feature,n,mean,median,p10,p90,total,stratum,exact,early,late,gate_miss,ci_low,ci_high,ci_level,draws
6,reliability_regime_interaction,,,selected_surprisal,2632,0.02788611538399791,0.0,-0.5,0.5,,long_minus_short,,,,,0.010248718005940748,0.04529357315876077,0.95,10000
6,reliability_regime_interaction,,,selected_squared,2632,0.012194248482323852,0.0,-0.5,0.5,,long_minus_short,,,,,-0.008789230866367086,0.033301357923566643,0.95,10000
6,reliability_regime_interaction,,,selected_cubed,2632,0.008462448241599715,0.0,-0.5392857142857143,0.5833333333333333,,long_minus_short,,,,,-0.013669964768026895,0.030819668879536743,0.95,10000
6,reliability_regime_interaction,,,entropy15,1672,-0.04556844420588406,0.0,-0.5,0.5,,late_minus_early,,,,,-0.06558459128094513,-0.02609431934618224,0.95,10000
6,reliability_regime_interaction,,,varentropy15,1672,-0.03171487437790346,0.0,-0.5,0.5,,late_minus_early,,,,,-0.0528804327974266,-0.011430176522285802,0.95,10000
6,reliability_regime_interaction,,,moment3_15,1672,-0.04959554619478983,0.0,-0.5,0.4494444444444449,,late_minus_early,,,,,-0.06928993662291255,-0.030788216344990762,0.95,10000
6,reliability_regime_interaction,,,selected_surprisal,1672,0.10288901323401967,0.03333333333333327,-0.5,0.6666666666666666,,late_minus_early,,,,,0.07801252643749523,0.12781204445792962,0.95,10000
6,reliability_regime_interaction,,,selected_squared,1672,0.16773970556154202,0.16666666666666663,-0.45,0.75,,late_minus_early,,,,,0.14340949269788342,0.19215719149964286,0.95,10000
6,reliability_regime_interaction,,,selected_cubed,1672,0.18017157630951994,0.16666666666666669,-0.45033088235294116,0.8333333333333333,,late_minus_early,,,,,0.1555335754154199,0.2050835269529389,0.95,10000
12,residual_model_excess,,,mean_abs_correlation,13769,0.3898517050228833,0.402046622100944,0.29135655122817417,0.46589256726853806,,all,,,,,0.3877476249677161,0.39197360867392217,0.95,10000
12,residual_model_excess,,,largest_eigenvalue,13769,4.810868900989678,4.824810151517622,4.111185289655509,5.50669716515333,,all,,,,,4.794105308683667,4.8280261114031084,0.95,10000
12,residual_model_excess,,,top_eigen_share,13769,0.4009057417491398,0.40206751262646845,0.34259877413795925,0.4588914304294442,,all,,,,,0.39950877572363885,0.4023355092835924,0.95,10000
12,residual_model_excess,,,mean_variance,13769,-0.3710411071113986,-0.37195812577452003,-0.398912042023184,-0.3421872458973526,,all,,,,,-0.3717940651327869,-0.3703122405861594,0.95,10000
12,residual_model_excess,,,mean_squared_residual_mean,13769,-0.0030556611708314352,-0.0024250482876808765,-0.006020864064856383,-0.000936256347362822,,all,,,,,-0.0031462562099071525,-0.0029646721450890304,0.95,10000
12,class_log_variance_ratio,,,entropy15,4030,-0.8045958092433455,-0.5070440906431569,-3.4140865330146677,1.544358006621812,,all,,,,,-0.8802331450898294,-0.7290008646333357,0.95,10000
12,class_log_variance_ratio,,,varentropy15,4030,-0.9179622604178552,-0.6098616410865147,-3.574731705936872,1.3856090749038672,,all,,,,,-0.992582766737431,-0.8443232634277781,0.95,10000
12,class_log_variance_ratio,,,moment3_15,4030,-0.7928744050722883,-0.5127618342070657,-3.5486892877466003,1.6785517701077508,,all,,,,,-0.8697043974374036,-0.7160381580746756,0.95,10000
12,class_log_variance_ratio,,,selected_surprisal,4030,-1.2126650467817972,-0.8796473581508877,-3.9751408816667055,1.1811905409452543,,all,,,,,-1.2954941156768198,-1.1318893046948557,0.95,10000
12,class_log_variance_ratio,,,selected_squared,4029,-2.440528143075206,-2.216300018020317,-5.337952547621748,0.11207881396523231,,all,,,,,-2.5345695727793918,-2.3471756802110284,0.95,10000
12,class_log_variance_ratio,,,selected_cubed,4029,-4.0434292748730725,-3.9398080386766026,-7.283935964776234,-1.2740478016139525,,all,,,,,-4.157813541701159,-3.9311106621067036,0.95,10000
12,class_log_variance_ratio,,,moment4_15,4030,-0.8424889916817232,-0.5567381198848307,-3.5478736078567987,1.5302563906406348,,all,,,,,-0.9155763840089415,-0.7677158058289024,0.95,10000
12,class_log_variance_ratio,,,selected_power4,4027,-5.730471129394366,-5.719438390375908,-9.439215542609928,-2.6624580709809735,,all,,,,,-5.862816646000204,-5.595915957583627,0.95,10000
12,class_log_variance_ratio,,,moment5_15,4030,-0.9204027547968141,-0.659028208224782,-3.567473546411637,1.3304813211349653,,all,,,,,-0.9922000229168572,-0.8460917395353773,0.95,10000
12,class_log_variance_ratio,,,selected_power5,4022,-7.420968553128123,-7.440724821567224,-11.696203969080589,-3.8571379987545233,,all,,,,,-7.578716323928333,-7.264799416584092,0.95,10000
12,class_log_variance_ratio,,,moment6_15,4030,-1.0378122437912554,-0.7671759029473244,-3.5235501449422624,1.1597467084730022,,all,,,,,-1.107759343360274,-0.9671273662846966,0.95,10000
12,class_log_variance_ratio,,,selected_power6,4016,-9.078119765046324,-9.200365271897276,-13.938831923865976,-5.109209379297484,,all,,,,,-9.257942725508522,-8.89886112692423,0.95,10000
12,lag_excess,,,lag1,13364,0.13655649713623472,0.12920233222970529,-0.18132961137213213,0.45693009993950606,,all,,,,,0.1299139129182641,0.14334998147445324,0.95,10000
12,lag_excess,,,lag2,12388,0.05503916390711627,0.05960855619325517,-0.28968962568520273,0.3928633069169723,,all,,,,,0.0474870619983084,0.06253769357058306,0.95,10000
12,lag_excess,,,lag3,11032,0.016738490749462976,0.02377818121556747,-0.3596383772694859,0.38170407277511187,,all,,,,,0.0083530281466692,0.02518935940605443,0.95,10000
12,class_log_variance_ratio,,,entropy15,972,-0.8551119191927875,-0.5369746704980596,-3.8854486121777088,1.6740655292421303,,entropy_low,,,,,-1.008358250729116,-0.7004669772649997,0.95,10000
12,class_log_variance_ratio,,,varentropy15,972,-0.8345061293367889,-0.5999101745031464,-3.7314519484451,1.6339728922555485,,entropy_low,,,,,-1.0009295094906654,-0.6676257586924789,0.95,10000
12,class_log_variance_ratio,,,moment3_15,972,-0.74966707120658,-0.5040534320474304,-3.754287302872065,1.6582277588703274,,entropy_low,,,,,-0.9059551883045946,-0.5958237548064467,0.95,10000
12,class_log_variance_ratio,,,selected_surprisal,972,-1.3638996947321753,-1.1030753745799666,-5.0204225956765764,1.9178890819355117,,entropy_low,,,,,-1.579929631886414,-1.153230236525726,0.95,10000
12,class_log_variance_ratio,,,selected_squared,970,-2.0974975743980804,-2.2741963668531344,-6.682583332571609,2.6547969128650024,,entropy_low,,,,,-2.383778887936994,-1.8096901907568188,0.95,10000
12,class_log_variance_ratio,,,selected_cubed,969,-3.1290053075609974,-3.5958217831650265,-9.284914074213601,3.7891883875994385,,entropy_low,,,,,-3.5283711277574454,-2.7206184220892062,0.95,10000
12,class_log_variance_ratio,,,moment4_15,972,-0.8086979592846253,-0.5524243726637661,-3.7203737717019654,1.7471711151709115,,entropy_low,,,,,-0.9688913206704765,-0.6475111825430108,0.95,10000
12,class_log_variance_ratio,,,selected_power4,964,-4.012458758635534,-4.894060196723805,-11.780461213202141,4.703676640465505,,entropy_low,,,,,-4.524371518405575,-3.4978194034321004,0.95,10000
12,class_log_variance_ratio,,,moment5_15,972,-0.8689980913382526,-0.6514507797366177,-3.8280381290396677,1.7937790297169778,,entropy_low,,,,,-1.0307590534126245,-0.7062187851105158,0.95,10000
12,class_log_variance_ratio,,,selected_power5,949,-5.023227931182498,-6.201305165789544,-14.271971752368364,5.528756013048559,,entropy_low,,,,,-5.630953038907116,-4.422171628166343,0.95,10000
12,class_log_variance_ratio,,,moment6_15,972,-0.9499822116721544,-0.6508987393662136,-4.011881307509368,1.7485395441803595,,entropy_low,,,,,-1.1051626161277779,-0.7922691391440382,0.95,10000
12,class_log_variance_ratio,,,selected_power6,928,-5.9486744626767685,-7.395198867525396,-16.697883309554815,6.504625120340564,,entropy_low,,,,,-6.675851429329571,-5.244749686357534,0.95,10000
12,lag_excess,,,lag1,5728,0.11313861551886648,0.10460802005166994,-0.32615319487335764,0.5561111036888974,,entropy_low,,,,,0.09909695511127428,0.12695798299702696,0.95,10000
12,lag_excess,,,lag2,4490,0.07416824794813207,0.0750056826975697,-0.3746629337452448,0.5251591777135518,,entropy_low,,,,,0.059189916202719205,0.08916368986116224,0.95,10000
12,lag_excess,,,lag3,3589,0.030516320143032096,0.030140401609564493,-0.4348389811932552,0.4885010662131077,,entropy_low,,,,,0.011853889229910762,0.04891296575312083,0.95,10000
12,class_log_variance_ratio,,,entropy15,1778,-0.6584682465270187,-0.3782700822890112,-4.095538158742872,2.3059795290304064,,entropy_high,,,,,-0.7931186151519624,-0.5242014391609088,0.95,10000
12,class_log_variance_ratio,,,varentropy15,1778,-0.7841731356869583,-0.5225356432355641,-4.05296685994115,2.0344801208596626,,entropy_high,,,,,-0.9102400948981444,-0.6592704060641169,0.95,10000
12,class_log_variance_ratio,,,moment3_15,1778,-0.6529757830448685,-0.45657252015631006,-3.7840402165819005,2.2694690366035646,,entropy_high,,,,,-0.7850199396274121,-0.5215957109933803,0.95,10000
12,class_log_variance_ratio,,,selected_surprisal,1778,-0.9743050938313543,-0.7949250915101282,-4.145907440361874,1.9082754512015871,,entropy_high,,,,,-1.112642480358866,-0.8390505518769177,0.95,10000
12,class_log_variance_ratio,,,selected_squared,1778,-1.4282440399217124,-1.3065040419602962,-5.26502675235415,2.2246144323416024,,entropy_high,,,,,-1.6109726048787785,-1.2497329520010039,0.95,10000
12,class_log_variance_ratio,,,selected_cubed,1778,-1.8304852531977773,-1.5898857686147863,-6.801926358565938,2.909077858524932,,entropy_high,,,,,-2.0754710847655686,-1.5863688455345881,0.95,10000
12,class_log_variance_ratio,,,moment4_15,1778,-0.7126387403354193,-0.5125317523191735,-3.9583609150297687,2.0879713044077897,,entropy_high,,,,,-0.8422572697531516,-0.5843446854303616,0.95,10000
12,class_log_variance_ratio,,,selected_power4,1778,-2.2919671733299904,-1.8820478487226535,-8.589644324670056,3.484687640479325,,entropy_high,,,,,-2.6124069620663333,-1.9767721444572948,0.95,10000
12,class_log_variance_ratio,,,moment5_15,1778,-0.7333037190805937,-0.5248061196122487,-3.7660335266504172,2.0553206175551555,,entropy_high,,,,,-0.8599949887609167,-0.6088809679183658,0.95,10000
12,class_log_variance_ratio,,,selected_power5,1775,-2.6947436140125594,-2.004992476716492,-10.459223082490723,4.321279679891781,,entropy_high,,,,,-3.0934737406235517,-2.3041651895011466,0.95,10000
12,class_log_variance_ratio,,,moment6_15,1778,-0.8046271530602687,-0.5661255524315856,-3.7053534599102025,1.7694126862492958,,entropy_high,,,,,-0.9199208124852286,-0.6914221409257181,0.95,10000
12,class_log_variance_ratio,,,selected_power6,1774,-3.106826025492705,-2.151911613221266,-12.420444679660989,5.1807870497740085,,entropy_high,,,,,-3.5825452747005935,-2.642390329443858,0.95,10000
12,lag_excess,,,lag1,4099,0.10894857152054221,0.09883631225572552,-0.2950848473386036,0.5316584830883073,,entropy_high,,,,,0.0953497252886193,0.12281194536491999,0.95,10000
12,lag_excess,,,lag2,3119,0.05825185331876833,0.045940691390114995,-0.34714042155763913,0.4777501579726037,,entropy_high,,,,,0.04262704857489154,0.07390106304652246,0.95,10000
12,lag_excess,,,lag3,2487,0.04104991661672325,0.030863972883854406,-0.3618335156279948,0.45123845684202885,,entropy_high,,,,,0.024648943178733312,0.057209426446736975,0.95,10000
12,class_log_variance_ratio,,,entropy15,1214,-0.7394181248438285,-0.5421326682134131,-3.65782582439849,2.018744964225356,,short,,,,,-0.8900149761089555,-0.5944049648239853,0.95,10000
12,class_log_variance_ratio,,,varentropy15,1214,-0.8701589442659594,-0.5188453610740734,-3.8712311134041513,1.7239345498197636,,short,,,,,-1.0264595986608862,-0.7153477749242368,0.95,10000
12,class_log_variance_ratio,,,moment3_15,1214,-0.6394387627619568,-0.49584921508662816,-3.6290621447139486,2.1823249666380304,,short,,,,,-0.7898395738672425,-0.49231228047947667,0.95,10000
12,class_log_variance_ratio,,,selected_surprisal,1214,-1.1500475782346007,-0.9265402914211711,-4.533083752110498,1.996589669673386,,short,,,,,-1.3207296157980861,-0.9791363752586457,0.95,10000
12,class_log_variance_ratio,,,selected_squared,1213,-1.9646373569069462,-2.028689338121573,-5.857252784133733,2.5106108020060693,,short,,,,,-2.192656681928014,-1.7324703117623288,0.95,10000
12,class_log_variance_ratio,,,selected_cubed,1212,-2.957822697232774,-3.3614902040509795,-8.086299151529447,3.024803958012409,,short,,,,,-3.2651388876068763,-2.6463747862216507,0.95,10000
12,class_log_variance_ratio,,,moment4_15,1214,-0.7352199589556933,-0.5537723010863611,-3.6808289767304134,2.000113038875946,,short,,,,,-0.8836985270344563,-0.5914432846909652,0.95,10000
12,class_log_variance_ratio,,,selected_power4,1209,-3.8975872128594995,-4.6869328023309125,-10.287124718293,3.724674042404216,,short,,,,,-4.292981589130866,-3.488674870504087,0.95,10000
12,class_log_variance_ratio,,,moment5_15,1214,-0.9072816427656961,-0.7259089895444695,-3.826678171075801,1.7226816334495962,,short,,,,,-1.0526164556127207,-0.7675939653893632,0.95,10000
12,class_log_variance_ratio,,,selected_power5,1203,-4.8805697794265,-6.080905059293859,-12.822958073834466,4.4336052928684255,,short,,,,,-5.36850327425184,-4.377159699165846,0.95,10000
12,class_log_variance_ratio,,,moment6_15,1214,-1.0460345175812644,-0.8464707529351301,-3.9398645136060937,1.533480874954131,,short,,,,,-1.1861406218089074,-0.9079749929279591,0.95,10000
12,class_log_variance_ratio,,,selected_power6,1194,-5.777125821535026,-7.347197802320403,-15.352259790536678,5.5129128480759295,,short,,,,,-6.369299756237946,-5.176100533956279,0.95,10000
12,lag_excess,,,lag1,5163,0.16161349029995437,0.14849970095043633,-0.2933626908076227,0.6471636737871131,,short,,,,,0.14613960413035437,0.1770520016755735,0.95,10000
12,lag_excess,,,lag2,4313,0.07526620638251369,0.06184323679191509,-0.3734805730565718,0.5397086248882036,,short,,,,,0.0591456814800333,0.09108093690338383,0.95,10000
12,lag_excess,,,lag3,3455,0.04637169140704475,0.044319075553317565,-0.4006876847682088,0.4970022817739301,,short,,,,,0.028916645267089695,0.06372212417160474,0.95,10000
12,class_log_variance_ratio,,,entropy15,1491,-0.4120307269104555,-0.23341022791333196,-3.8382609589290353,2.697538938588706,,long,,,,,-0.5598859373838936,-0.26314718133281173,0.95,10000
12,class_log_variance_ratio,,,varentropy15,1491,-0.5409333998750834,-0.27575741125743963,-3.8074709677771232,2.2683423372649005,,long,,,,,-0.6890764446268461,-0.39284824428939025,0.95,10000
12,class_log_variance_ratio,,,moment3_15,1491,-0.3348386994577731,-0.1359396198725309,-3.5891963739946458,2.750122661027312,,long,,,,,-0.4885468126412559,-0.17903576535168528,0.95,10000
12,class_log_variance_ratio,,,selected_surprisal,1491,-0.3344832106559626,-0.20944581815799523,-3.567934548880825,2.538820245423749,,long,,,,,-0.47265557251496837,-0.19345430549076256,0.95,10000
12,class_log_variance_ratio,,,selected_squared,1491,-0.7288295537958774,-0.7756068685593841,-4.408966959981255,3.028722076642886,,long,,,,,-0.9263045804141967,-0.5384891327002755,0.95,10000
12,class_log_variance_ratio,,,selected_cubed,1491,-1.1443079090806891,-1.1074438142818461,-6.36776035260118,3.7809592271569996,,long,,,,,-1.4226948646745345,-0.8716953347211553,0.95,10000
12,class_log_variance_ratio,,,moment4_15,1491,-0.38720650535015805,-0.17505069001242765,-3.5677778609984467,2.593388561553107,,long,,,,,-0.5346641244559606,-0.23779061238646992,0.95,10000
12,class_log_variance_ratio,,,selected_power4,1489,-1.5147108768173994,-1.1631835983725531,-7.972358530063509,4.9806086217536265,,long,,,,,-1.885562584204559,-1.1547409570520832,0.95,10000
12,class_log_variance_ratio,,,moment5_15,1491,-0.5094858842148655,-0.3568067286918111,-3.7448829694089683,2.3653139292780594,,long,,,,,-0.6501278741453804,-0.36308882334630976,0.95,10000
12,class_log_variance_ratio,,,selected_power5,1487,-1.9347645805095364,-1.4532020743199232,-10.05942756084065,6.173992787127387,,long,,,,,-2.3855254826684185,-1.4971418213867727,0.95,10000
12,class_log_variance_ratio,,,moment6_15,1491,-0.6666196769696295,-0.4697569422717413,-3.644367145585599,2.0366868143635797,,long,,,,,-0.8067635232496245,-0.5257381590228641,0.95,10000
12,class_log_variance_ratio,,,selected_power6,1478,-2.3538760156167053,-1.622897653700232,-11.876268033365594,7.210626600088367,,long,,,,,-2.8937346428080493,-1.8347023880796811,0.95,10000
12,lag_excess,,,lag1,3834,0.13994925481947892,0.1349739977813415,-0.3579022878738579,0.6396315647189356,,long,,,,,0.12090093043582094,0.1589755775063518,0.95,10000
12,lag_excess,,,lag2,3135,0.10627721280768934,0.1045329386583963,-0.3772720054813901,0.5904982284832132,,long,,,,,0.08640879227572071,0.12577783722510272,0.95,10000
12,lag_excess,,,lag3,2439,0.07519951022860002,0.0747051700012009,-0.4248115937919477,0.5750218936462684,,long,,,,,0.05152076858873863,0.09831959109829456,0.95,10000
12,class_log_variance_ratio,,,entropy15,865,-0.5668272368716761,-0.43979391095384324,-3.8624801337958194,2.5628213574581045,,early,,,,,-0.763163471819927,-0.3691140777163808,0.95,10000
12,class_log_variance_ratio,,,varentropy15,865,-0.6856322998272482,-0.552147968049058,-3.8313677930718355,2.353337148284194,,early,,,,,-0.8970391077213155,-0.46980224360920975,0.95,10000
12,class_log_variance_ratio,,,moment3_15,865,-0.4937335770376047,-0.36922007965532155,-3.7214599226327487,2.511711601694254,,early,,,,,-0.7095868197363373,-0.2744149119225283,0.95,10000
12,class_log_variance_ratio,,,selected_surprisal,865,-1.3156364923645842,-1.0210540393541898,-4.540919307547685,1.4229577246545022,,early,,,,,-1.5154892362231387,-1.1169126947393548,0.95,10000
12,class_log_variance_ratio,,,selected_squared,865,-2.860409446352885,-2.7478489986808774,-6.0791098252270235,-0.08842513735868124,,early,,,,,-3.0737714815430763,-2.6371217772469757,0.95,10000
12,class_log_variance_ratio,,,selected_cubed,865,-4.625041876072672,-4.644484295907352,-8.530174225562355,-1.7393147025698639,,early,,,,,-4.879625116945786,-4.358585234435084,0.95,10000
12,class_log_variance_ratio,,,moment4_15,865,-0.5430117748654579,-0.5071303085810571,-3.589097234339282,2.5273240411094586,,early,,,,,-0.7449242965590819,-0.33935544623266944,0.95,10000
12,class_log_variance_ratio,,,selected_power4,865,-6.325088252462195,-6.5744274541963685,-10.64379846404447,-3.1968193315781854,,early,,,,,-6.636583570508608,-5.9975597358643356,0.95,10000
12,class_log_variance_ratio,,,moment5_15,865,-0.6957727536213713,-0.7044907259221551,-3.536168581720191,2.3428940168362704,,early,,,,,-0.8940424595129408,-0.49906476032710434,0.95,10000
12,class_log_variance_ratio,,,selected_power5,864,-8.029864077558907,-8.383841548136438,-13.121915783415115,-4.437243437075502,,early,,,,,-8.410798040978683,-7.624040885924449,0.95,10000
12,class_log_variance_ratio,,,moment6_15,865,-0.842415414942707,-0.7540944785722035,-3.7210501201786665,1.961588637665699,,early,,,,,-1.0183575979675552,-0.6622901531856704,0.95,10000
12,class_log_variance_ratio,,,selected_power6,861,-9.613316000864938,-10.199591230747624,-15.33645334507225,-5.600488173148854,,early,,,,,-10.05887569917967,-9.136311286141513,0.95,10000
12,lag_excess,,,lag1,9497,0.14829605108636404,0.13405206033981584,-0.2486655007271838,0.5549373531551938,,early,,,,,0.13722957167109484,0.1596300212148248,0.95,10000
12,lag_excess,,,lag2,6709,0.06653529352217168,0.0689546168894465,-0.3600677506202039,0.4870160381287428,,early,,,,,0.05260694383652666,0.08067338354656292,0.95,10000
12,lag_excess,,,lag3,4738,0.022683319698345857,0.029822944807422952,-0.4363226421518352,0.4839276228889352,,early,,,,,0.003832210346978296,0.04158627428463129,0.95,10000
12,class_log_variance_ratio,,,entropy15,1937,-0.7437593592982931,-0.593025393118209,-3.643690037919026,1.9674594885019472,,late,,,,,-0.8574376487001958,-0.6316071740065968,0.95,10000
12,class_log_variance_ratio,,,varentropy15,1937,-0.893204505656078,-0.6458111718982091,-4.022038042049063,1.8289897224695022,,late,,,,,-1.004116068736426,-0.7785743928507155,0.95,10000
12,class_log_variance_ratio,,,moment3_15,1937,-0.7668810404305337,-0.6040596720009503,-3.8180546707306573,2.2149223833270395,,late,,,,,-0.8824383323198609,-0.6495773251782955,0.95,10000
12,class_log_variance_ratio,,,selected_surprisal,1937,-0.49945509530304566,-0.27433283960295723,-4.080196623493323,2.6032304432904763,,late,,,,,-0.6240907575413545,-0.37423123256373386,0.95,10000
12,class_log_variance_ratio,,,selected_squared,1936,-0.1709227309087631,-0.022333668059197072,-4.065869826263169,3.4598324992159197,,late,,,,,-0.32022757408360863,-0.020208374536058588,0.95,10000
12,class_log_variance_ratio,,,selected_cubed,1935,0.1262620825477813,0.11287911935985077,-4.3390614870867505,4.3635424781939856,,late,,,,,-0.05823234495216731,0.3118264132227245,0.95,10000
12,class_log_variance_ratio,,,moment4_15,1937,-0.801030235470731,-0.6401101482075682,-3.875602319391703,2.0386415102944575,,late,,,,,-0.9153107856187706,-0.6851092172556053,0.95,10000
12,class_log_variance_ratio,,,selected_power4,1927,0.424659076665253,0.2973802493328071,-4.658002971610168,5.559703969495521,,late,,,,,0.211810775261993,0.6403742346878533,0.95,10000
12,class_log_variance_ratio,,,moment5_15,1937,-0.859055605300542,-0.6402623748132928,-3.9400049511219013,1.8291180361848132,,late,,,,,-0.965458666655643,-0.7480630481103158,0.95,10000
12,class_log_variance_ratio,,,selected_power5,1919,0.6707749883219738,0.552044226073755,-5.114463049736276,6.82251318898179,,late,,,,,0.42536928771470556,0.917261368634002,0.95,10000
12,class_log_variance_ratio,,,moment6_15,1937,-0.9094871991062419,-0.6557423084284115,-3.7381611315438077,1.7207394852509106,,late,,,,,-1.014980164778435,-0.8014320151297142,0.95,10000
12,class_log_variance_ratio,,,selected_power6,1897,0.8552881813925711,0.7491474136952515,-5.663815080273676,8.04447711648313,,late,,,,,0.5789819156970489,1.134572436745891,0.95,10000
12,lag_excess,,,lag1,7958,0.10062476526639316,0.082758895874574,-0.28041716097243297,0.5070510396298274,,late,,,,,0.09071963123944778,0.11079161732334503,0.95,10000
12,lag_excess,,,lag2,5585,0.02620858614544207,0.02073517926253687,-0.4049858061770336,0.4567021894508785,,late,,,,,0.013413043713798575,0.03904415428447936,0.95,10000
12,lag_excess,,,lag3,4006,-0.0011491318718328334,0.0006062874928151497,-0.4437919649087142,0.440520868613962,,late,,,,,-0.01741319013869909,0.014730870705459633,0.95,10000
12,reliability_regime_interaction,,,entropy15,2401,-0.0865725537572947,-0.013071895424836555,-0.7142857142857143,0.5,,high_minus_low_entropy,,,,,-0.10901274047458247,-0.06491619879331116,0.95,10000
12,reliability_regime_interaction,,,varentropy15,2401,-0.07844348131168706,0.0,-0.6666666666666666,0.5,,high_minus_low_entropy,,,,,-0.09965196539262366,-0.05711544345334024,0.95,10000
12,reliability_regime_interaction,,,moment3_15,2401,-0.08997431415470664,0.0,-0.6666666666666667,0.5,,high_minus_low_entropy,,,,,-0.11088209713931134,-0.0692648579543652,0.95,10000
12,reliability_regime_interaction,,,selected_surprisal,2401,0.03109947515508162,0.0,-0.5833333333333334,0.6761904761904762,,high_minus_low_entropy,,,,,0.007919972307691737,0.05432982569255375,0.95,10000
12,reliability_regime_interaction,,,selected_squared,2401,0.04741764943573998,0.0,-0.5833333333333334,0.75,,high_minus_low_entropy,,,,,0.023058162857602038,0.07188266480126071,0.95,10000
12,reliability_regime_interaction,,,selected_cubed,2401,0.05289621585003079,0.0,-0.5833333333333334,0.7589285714285714,,high_minus_low_entropy,,,,,0.02885204738306477,0.07686064271955245,0.95,10000
12,reliability_regime_interaction,,,moment4_15,2401,-0.09511869556738803,-0.03333333333333327,-0.6666666666666666,0.5,,high_minus_low_entropy,,,,,-0.11570688593042011,-0.074883623777373,0.95,10000
12,reliability_regime_interaction,,,selected_power4,2401,0.06019045608976348,0.0,-0.5833333333333334,0.7586206896551724,,high_minus_low_entropy,,,,,0.03549380024700624,0.08463428574743459,0.95,10000
12,reliability_regime_interaction,,,moment5_15,2401,-0.09293381058854372,-0.037037037037037035,-0.6666666666666667,0.5,,high_minus_low_entropy,,,,,-0.11423301182307359,-0.07214524681191818,0.95,10000
12,reliability_regime_interaction,,,selected_power5,2401,0.06181124903901171,0.0,-0.5892857142857144,0.7888888888888889,,high_minus_low_entropy,,,,,0.03749121154477589,0.08640591412233199,0.95,10000
12,reliability_regime_interaction,,,moment6_15,2401,-0.09059377953906456,-0.02380952380952378,-0.7,0.5,,high_minus_low_entropy,,,,,-0.11327565917306988,-0.06817687446850407,0.95,10000
12,reliability_regime_interaction,,,selected_power6,2401,0.064618200867788,0.0,-0.5916666666666667,0.7916666666666666,,high_minus_low_entropy,,,,,0.04025557389705816,0.08910469993062982,0.95,10000
12,reliability_regime_interaction,,,entropy15,2632,0.020359530887290405,0.0,-0.3666666666666667,0.42061403508771966,,long_minus_short,,,,,0.006855609321081121,0.03415394990236461,0.95,10000
12,reliability_regime_interaction,,,varentropy15,2632,0.01670101998819847,0.0,-0.3534722222222221,0.3999999999999999,,long_minus_short,,,,,0.004313261545408945,0.02944294737365416,0.95,10000
12,reliability_regime_interaction,,,moment3_15,2632,0.02278533862877308,0.0,-0.3333333333333333,0.36000000000000104,,long_minus_short,,,,,0.01027681933897917,0.035575301750882984,0.95,10000
12,reliability_regime_interaction,,,selected_surprisal,2632,0.026644774788599546,0.0,-0.5,0.5,,long_minus_short,,,,,0.008005897133285096,0.04552223990254466,0.95,10000
12,reliability_regime_interaction,,,selected_squared,2632,0.010952907886925482,0.0,-0.5311904761904757,0.5666666666666667,,long_minus_short,,,,,-0.011271444061810187,0.03299197645245774,0.95,10000
12,reliability_regime_interaction,,,selected_cubed,2632,0.007221107646201342,0.0,-0.5833333333333334,0.5975649350649358,,long_minus_short,,,,,-0.015986190740924833,0.030463462762919103,0.95,10000
12,reliability_regime_interaction,,,moment4_15,2632,0.020768142443187212,0.0,-0.3333333333333333,0.33869047619047676,,long_minus_short,,,,,0.008882121108180282,0.033324961990112374,0.95,10000
12,reliability_regime_interaction,,,selected_power4,2632,-0.0001448446551006071,0.0,-0.5995238095238093,0.5833333333333334,,long_minus_short,,,,,-0.023622437778651254,0.02342365403292409,0.95,10000
12,reliability_regime_interaction,,,moment5_15,2632,0.016327603201138328,0.0,-0.33333333333333337,0.3683921341816079,,long_minus_short,,,,,0.003934437204352628,0.029532992358589753,0.95,10000
12,reliability_regime_interaction,,,selected_power5,2632,-0.00209367030471844,0.0,-0.625,0.6,,long_minus_short,,,,,-0.026007036703721134,0.02170019049158493,0.95,10000
12,reliability_regime_interaction,,,moment6_15,2632,0.020312435497899947,0.0,-0.3666666666666666,0.46583333333333404,,long_minus_short,,,,,0.006770890268614055,0.034546839633048804,0.95,10000
12,reliability_regime_interaction,,,selected_power6,2632,-0.005948135162354762,0.0,-0.6492857142857141,0.6,,long_minus_short,,,,,-0.029919455947409416,0.01779667785535192,0.95,10000
12,reliability_regime_interaction,,,entropy15,1672,-0.05121265499967934,0.0,-0.5,0.5,,late_minus_early,,,,,-0.07165951285995424,-0.03143075722004215,0.95,10000
12,reliability_regime_interaction,,,varentropy15,1672,-0.03735908517169874,0.0,-0.5,0.5,,late_minus_early,,,,,-0.057789455376167975,-0.017665969922533248,0.95,10000
12,reliability_regime_interaction,,,moment3_15,1672,-0.0552397569885851,0.0,-0.5,0.45833333333333337,,late_minus_early,,,,,-0.07490874952338361,-0.03628570699617086,0.95,10000
12,reliability_regime_interaction,,,selected_surprisal,1672,0.0972448024402244,0.03161881977671446,-0.5,0.6666666666666667,,late_minus_early,,,,,0.07188832560134449,0.12264663525478903,0.95,10000
12,reliability_regime_interaction,,,selected_squared,1672,0.16209549476774676,0.16666666666666663,-0.5,0.8287254901960796,,late_minus_early,,,,,0.13702461631507734,0.18707411300357515,0.95,10000
