lane,representation,graph,tie_seed,cells,mean_liu_delta_auroc,median_liu_delta_auroc,ci_low,ci_high,positive_cells_fraction
ragtruth,original,adaptive_knn_mean7_k3_25,101,1,0.002374760706510659,0.002374760706510659,nan,nan,1.0
ragtruth,original,adaptive_knn_mean7_k3_25,211,1,0.002374760706510659,0.002374760706510659,nan,nan,1.0
ragtruth,original,adaptive_knn_mean7_k3_25,307,1,0.002374760706510659,0.002374760706510659,nan,nan,1.0
ragtruth,original,diffusion_edge_matched_base25_t2,101,1,0.002498472730426471,0.002498472730426471,nan,nan,1.0
ragtruth,original,diffusion_edge_matched_base25_t2,211,1,0.002498472730426471,0.002498472730426471,nan,nan,1.0
ragtruth,original,diffusion_edge_matched_base25_t2,307,1,0.002498472730426471,0.002498472730426471,nan,nan,1.0
ragtruth,original,diffusion_edge_matched_base25_t4,101,1,0.0023926160501684945,0.0023926160501684945,nan,nan,1.0
ragtruth,original,diffusion_edge_matched_base25_t4,211,1,0.0023926160501684945,0.0023926160501684945,nan,nan,1.0
ragtruth,original,diffusion_edge_matched_base25_t4,307,1,0.0023926160501684945,0.0023926160501684945,nan,nan,1.0
ragtruth,original,deployed_union_knn_k7,101,1,0.00235945612623234,0.00235945612623234,nan,nan,1.0
ragtruth,original,deployed_union_knn_k7,211,1,0.00235945612623234,0.00235945612623234,nan,nan,1.0
ragtruth,original,deployed_union_knn_k7,307,1,0.00235945612623234,0.00235945612623234,nan,nan,1.0
ragtruth,original,mutual_knn_k7,101,1,0.00136210764476552,0.00136210764476552,nan,nan,1.0
ragtruth,original,mutual_knn_k7,211,1,0.00136210764476552,0.00136210764476552,nan,nan,1.0
ragtruth,original,mutual_knn_k7,307,1,0.00136210764476552,0.00136210764476552,nan,nan,1.0
ragtruth,original,length_only_knn_k7,101,1,-0.0023301223473654042,-0.0023301223473654042,nan,nan,0.0
ragtruth,original,length_only_knn_k7,211,1,-0.0024474574628320367,-0.0024474574628320367,nan,nan,0.0
ragtruth,original,length_only_knn_k7,307,1,-0.0022217149037275785,-0.0022217149037275785,nan,nan,0.0
ragtruth,original,permuted_self_safe_union_knn_k7,101,1,-2.8058397176677907e-05,-2.8058397176677907e-05,nan,nan,0.0
ragtruth,original,permuted_self_safe_union_knn_k7,211,1,-4.0812214075369724e-05,-4.0812214075369724e-05,nan,nan,0.0
ragtruth,original,permuted_self_safe_union_knn_k7,307,1,2.6783015487197304e-05,2.6783015487197304e-05,nan,nan,1.0
ragtruth,drop_length,union_knn_k7_self_safe,101,1,0.002002349253072744,0.002002349253072744,nan,nan,1.0
