series,population,stratum,bin,centre,mean,n
chosen_surprisal__jump,gate_closed,steps_2_to_5,8,0.85,nan,0
chosen_surprisal__jump,gate_closed,steps_2_to_5,9,0.95,0.12364545475108868,947
chosen_surprisal__jump,gate_closed,steps_6_to_10,0,0.05,1.9389804123772374,1009
chosen_surprisal__jump,gate_closed,steps_6_to_10,1,0.15,-1.272578953177347,655
chosen_surprisal__jump,gate_closed,steps_6_to_10,2,0.25,-0.7059798506309561,779
chosen_surprisal__jump,gate_closed,steps_6_to_10,3,0.35,-0.3237364747659166,459
chosen_surprisal__jump,gate_closed,steps_6_to_10,4,0.45,-0.27645138149721477,639
chosen_surprisal__jump,gate_closed,steps_6_to_10,5,0.55,-0.1507914178435284,655
chosen_surprisal__jump,gate_closed,steps_6_to_10,6,0.65,-0.17676671893275267,813
chosen_surprisal__jump,gate_closed,steps_6_to_10,7,0.75,-0.21098891780642362,425
chosen_surprisal__jump,gate_closed,steps_6_to_10,8,0.85,-0.12421807324744392,1009
chosen_surprisal__jump,gate_closed,steps_6_to_10,9,0.95,0.20792844770323093,1009
chosen_surprisal__jump,gate_closed,steps_11_plus,0,0.05,0.7118589948649509,516
chosen_surprisal__jump,gate_closed,steps_11_plus,1,0.15,-0.6107819599687406,345
chosen_surprisal__jump,gate_closed,steps_11_plus,2,0.25,-0.1461339596687608,371
chosen_surprisal__jump,gate_closed,steps_11_plus,3,0.35,-0.13436692134896727,354
chosen_surprisal__jump,gate_closed,steps_11_plus,4,0.45,-0.1283492466707038,349
chosen_surprisal__jump,gate_closed,steps_11_plus,5,0.55,-0.09043479774513906,392
chosen_surprisal__jump,gate_closed,steps_11_plus,6,0.65,-0.13938348121629685,379
chosen_surprisal__jump,gate_closed,steps_11_plus,7,0.75,-0.02606766527080978,346
chosen_surprisal__jump,gate_closed,steps_11_plus,8,0.85,-0.09857869133431477,370
chosen_surprisal__jump,gate_closed,steps_11_plus,9,0.95,0.21045292380287156,588
chosen_surprisal__jump,label_clean,all,0,0.05,1.4932485818261323,2594
chosen_surprisal__jump,label_clean,all,1,0.15,-0.9629384429609119,1028
chosen_surprisal__jump,label_clean,all,2,0.25,-0.6896663275638267,1676
chosen_surprisal__jump,label_clean,all,3,0.35,-0.5101906130717282,1206
chosen_surprisal__jump,label_clean,all,4,0.45,-0.2464281817930226,1098
chosen_surprisal__jump,label_clean,all,5,0.55,-0.31518500349850653,1626
chosen_surprisal__jump,label_clean,all,6,0.65,-0.2341096822976988,1670
chosen_surprisal__jump,label_clean,all,7,0.75,-0.1816986156098674,1212
chosen_surprisal__jump,label_clean,all,8,0.85,-0.13260639515883482,1492
chosen_surprisal__jump,label_clean,all,9,0.95,0.17979165475971348,2668
chosen_surprisal__jump,label_clean,steps_2_to_5,0,0.05,1.4028635602091097,950
chosen_surprisal__jump,label_clean,steps_2_to_5,1,0.15,nan,0
chosen_surprisal__jump,label_clean,steps_2_to_5,2,0.25,-1.0677648616909494,406
chosen_surprisal__jump,label_clean,steps_2_to_5,3,0.35,-1.0660881963934794,388
chosen_surprisal__jump,label_clean,steps_2_to_5,4,0.45,nan,0
chosen_surprisal__jump,label_clean,steps_2_to_5,5,0.55,-0.6547307749241288,532
chosen_surprisal__jump,label_clean,steps_2_to_5,6,0.65,-0.4835521747481731,388
chosen_surprisal__jump,label_clean,steps_2_to_5,7,0.75,-0.2711975281496132,406
chosen_surprisal__jump,label_clean,steps_2_to_5,8,0.85,nan,0
chosen_surprisal__jump,label_clean,steps_2_to_5,9,0.95,0.16892166772548511,950
chosen_surprisal__jump,label_clean,steps_6_to_10,0,0.05,1.9291693999983786,1124
chosen_surprisal__jump,label_clean,steps_6_to_10,1,0.15,-1.1900240551732035,686
chosen_surprisal__jump,label_clean,steps_6_to_10,2,0.25,-0.7352798066348432,886
chosen_surprisal__jump,label_clean,steps_6_to_10,3,0.35,-0.3293232687002621,462
chosen_surprisal__jump,label_clean,steps_6_to_10,4,0.45,-0.3190451845466193,744
chosen_surprisal__jump,label_clean,steps_6_to_10,5,0.55,-0.16682855195788193,686
chosen_surprisal__jump,label_clean,steps_6_to_10,6,0.65,-0.17905705050607235,900
chosen_surprisal__jump,label_clean,steps_6_to_10,7,0.75,-0.20538406344451782,448
chosen_surprisal__jump,label_clean,steps_6_to_10,8,0.85,-0.13473953493395255,1124
chosen_surprisal__jump,label_clean,steps_6_to_10,9,0.95,0.18505338270355476,1124
chosen_surprisal__jump,label_clean,steps_11_plus,0,0.05,0.7161154489618393,520
chosen_surprisal__jump,label_clean,steps_11_plus,1,0.15,-0.5074392324999996,342
chosen_surprisal__jump,label_clean,steps_11_plus,2,0.25,-0.18466229810411475,384
chosen_surprisal__jump,label_clean,steps_11_plus,3,0.35,-0.13904581186605064,356
chosen_surprisal__jump,label_clean,steps_11_plus,4,0.45,-0.09380939634478558,354
chosen_surprisal__jump,label_clean,steps_11_plus,5,0.55,-0.12188641369075585,408
chosen_surprisal__jump,label_clean,steps_11_plus,6,0.65,-0.11045439837539227,382
chosen_surprisal__jump,label_clean,steps_11_plus,7,0.75,-0.05055995884712964,358
chosen_surprisal__jump,label_clean,steps_11_plus,8,0.85,-0.12609104432396406,368
chosen_surprisal__jump,label_clean,steps_11_plus,9,0.95,0.18721977845271168,594
chosen_surprisal__jump,pre_error,all,0,0.05,1.4959717040003444,4454
chosen_surprisal__jump,pre_error,all,1,0.15,-0.8311463267648413,1918
chosen_surprisal__jump,pre_error,all,2,0.25,-0.5210657426723255,1964
chosen_surprisal__jump,pre_error,all,3,0.35,-0.2920552696986991,1184
chosen_surprisal__jump,pre_error,all,4,0.45,-0.23841421737266769,878
chosen_surprisal__jump,pre_error,all,5,0.55,-0.17878564016791712,946
chosen_surprisal__jump,pre_error,all,6,0.65,-0.22184201592661248,602
chosen_surprisal__jump,pre_error,all,7,0.75,-0.07905354972504354,270
chosen_surprisal__jump,pre_error,all,8,0.85,-0.08708319206686095,146
chosen_surprisal__jump,pre_error,all,9,0.95,-0.17630401827583977,22
chosen_surprisal__jump,pre_error,steps_2_to_5,0,0.05,1.4840916428321536,1016
chosen_surprisal__jump,pre_error,steps_2_to_5,1,0.15,nan,0
chosen_surprisal__jump,pre_error,steps_2_to_5,2,0.25,-0.9847547494963422,320
chosen_surprisal__jump,pre_error,steps_2_to_5,3,0.35,-1.0556564089144,168
chosen_surprisal__jump,pre_error,steps_2_to_5,4,0.45,nan,0
chosen_surprisal__jump,pre_error,steps_2_to_5,5,0.55,-0.5142311349156269,164
chosen_surprisal__jump,pre_error,steps_2_to_5,6,0.65,-0.41207580237919234,44
chosen_surprisal__jump,pre_error,steps_2_to_5,7,0.75,-0.28182474934886026,28
chosen_surprisal__jump,pre_error,steps_2_to_5,8,0.85,nan,0
chosen_surprisal__jump,pre_error,steps_2_to_5,9,0.95,nan,0
chosen_surprisal__jump,pre_error,steps_6_to_10,0,0.05,1.9084399213529764,2108
chosen_surprisal__jump,pre_error,steps_6_to_10,1,0.15,-1.0123482006391205,1218
chosen_surprisal__jump,pre_error,steps_6_to_10,2,0.25,-0.5742684359439129,1044
chosen_surprisal__jump,pre_error,steps_6_to_10,3,0.35,-0.1899820393999755,560
chosen_surprisal__jump,pre_error,steps_6_to_10,4,0.45,-0.3236633554240566,500
chosen_surprisal__jump,pre_error,steps_6_to_10,5,0.55,-0.15094640078998212,440
chosen_surprisal__jump,pre_error,steps_6_to_10,6,0.65,-0.26383101640566503,312
chosen_surprisal__jump,pre_error,steps_6_to_10,7,0.75,-0.13359331669946817,88
chosen_surprisal__jump,pre_error,steps_6_to_10,8,0.85,-0.08285586274457907,58
chosen_surprisal__jump,pre_error,steps_6_to_10,9,0.95,nan,0
chosen_surprisal__jump,pre_error,steps_11_plus,0,0.05,0.851300380667641,1330
chosen_surprisal__jump,pre_error,steps_11_plus,1,0.15,-0.5158550662235987,700
chosen_surprisal__jump,pre_error,steps_11_plus,2,0.25,-0.18119225274029058,600
chosen_surprisal__jump,pre_error,steps_11_plus,3,0.35,-0.13608162403871704,456
chosen_surprisal__jump,pre_error,steps_11_plus,4,0.45,-0.12565080725178274,378
chosen_surprisal__jump,pre_error,steps_11_plus,5,0.55,-0.0537453015353655,342
chosen_surprisal__jump,pre_error,steps_11_plus,6,0.65,-0.13456211855515765,246
chosen_surprisal__jump,pre_error,steps_11_plus,7,0.75,-0.011020477756106949,154
chosen_surprisal__jump,pre_error,steps_11_plus,8,0.85,-0.08986938639291045,88
chosen_surprisal__jump,pre_error,steps_11_plus,9,0.95,-0.17630401827583977,22
chosen_surprisal__q90,gate_closed,all,0,0.05,1.0499381745868346,2472
chosen_surprisal__q90,gate_closed,all,1,0.15,0.1517165707162237,1000
chosen_surprisal__q90,gate_closed,all,2,0.25,0.00880590035963939,1550
chosen_surprisal__q90,gate_closed,all,3,0.35,-0.21141037380490224,1208
chosen_surprisal__q90,gate_closed,all,4,0.45,-0.3036073415170007,988
chosen_surprisal__q90,gate_closed,all,5,0.55,-0.40353218372733585,1571
chosen_surprisal__q90,gate_closed,all,6,0.65,-0.47276561113342724,1587
chosen_surprisal__q90,gate_closed,all,7,0.75,-0.42664119654151406,1171
chosen_surprisal__q90,gate_closed,all,8,0.85,-0.405694693890949,1379
chosen_surprisal__q90,gate_closed,all,9,0.95,0.0934798784013053,2544
chosen_surprisal__q90,gate_closed,steps_2_to_5,0,0.05,0.810597979633143,947
chosen_surprisal__q90,gate_closed,steps_2_to_5,1,0.15,nan,0
chosen_surprisal__q90,gate_closed,steps_2_to_5,2,0.25,0.14718704974901653,400
chosen_surprisal__q90,gate_closed,steps_2_to_5,3,0.35,-0.14215194562039896,395
chosen_surprisal__q90,gate_closed,steps_2_to_5,4,0.45,nan,0
chosen_surprisal__q90,gate_closed,steps_2_to_5,5,0.55,-0.5591452302104662,524
chosen_surprisal__q90,gate_closed,steps_2_to_5,6,0.65,-0.7673645105800506,395
chosen_surprisal__q90,gate_closed,steps_2_to_5,7,0.75,-0.6066728857674187,400
chosen_surprisal__q90,gate_closed,steps_2_to_5,8,0.85,nan,0
chosen_surprisal__q90,gate_closed,steps_2_to_5,9,0.95,0.07223774923361695,947
chosen_surprisal__q90,gate_closed,steps_6_to_10,0,0.05,1.270320369660188,1009
chosen_surprisal__q90,gate_closed,steps_6_to_10,1,0.15,0.23747979807242808,655
chosen_surprisal__q90,gate_closed,steps_6_to_10,2,0.25,-0.008026303881646803,779
chosen_surprisal__q90,gate_closed,steps_6_to_10,3,0.35,-0.2844733681249307,459
chosen_surprisal__q90,gate_closed,steps_6_to_10,4,0.45,-0.32636538220831207,639
chosen_surprisal__q90,gate_closed,steps_6_to_10,5,0.55,-0.35259292626103267,655
chosen_surprisal__q90,gate_closed,steps_6_to_10,6,0.65,-0.39206589922128976,813
chosen_surprisal__q90,gate_closed,steps_6_to_10,7,0.75,-0.40863983359121914,425
chosen_surprisal__q90,gate_closed,steps_6_to_10,8,0.85,-0.4634727413546819,1009
chosen_surprisal__q90,gate_closed,steps_6_to_10,9,0.95,0.09820078619495923,1009
chosen_surprisal__q90,gate_closed,steps_11_plus,0,0.05,1.0582512168196525,516
chosen_surprisal__q90,gate_closed,steps_11_plus,1,0.15,-0.011109266728164237,345
chosen_surprisal__q90,gate_closed,steps_11_plus,2,0.25,-0.10504901244841697,371
chosen_surprisal__q90,gate_closed,steps_11_plus,3,0.35,-0.19395603691220745,354
chosen_surprisal__q90,gate_closed,steps_11_plus,4,0.45,-0.2619386079876379,349
chosen_surprisal__q90,gate_closed,steps_11_plus,5,0.55,-0.2806341665928171,392
chosen_surprisal__q90,gate_closed,steps_11_plus,6,0.65,-0.33884028264569854,379
chosen_surprisal__q90,gate_closed,steps_11_plus,7,0.75,-0.2406235767828837,346
chosen_surprisal__q90,gate_closed,steps_11_plus,8,0.85,-0.24813239688849725,370
chosen_surprisal__q90,gate_closed,steps_11_plus,9,0.95,0.1195902531598143,588
chosen_surprisal__q90,label_clean,all,0,0.05,1.0864420346924466,2594
chosen_surprisal__q90,label_clean,all,1,0.15,0.23580086559345037,1028
chosen_surprisal__q90,label_clean,all,2,0.25,0.03393980834262521,1676
chosen_surprisal__q90,label_clean,all,3,0.35,-0.21878025249298147,1206
chosen_surprisal__q90,label_clean,all,4,0.45,-0.2724306066595503,1098
chosen_surprisal__q90,label_clean,all,5,0.55,-0.3858841609171753,1626
chosen_surprisal__q90,label_clean,all,6,0.65,-0.46622207995281284,1670
chosen_surprisal__q90,label_clean,all,7,0.75,-0.4590278335097002,1212
chosen_surprisal__q90,label_clean,all,8,0.85,-0.45473810149377686,1492
chosen_surprisal__q90,label_clean,all,9,0.95,0.03235016672758796,2668
chosen_surprisal__q90,label_clean,steps_2_to_5,0,0.05,0.8901124271181104,950
chosen_surprisal__q90,label_clean,steps_2_to_5,1,0.15,nan,0
chosen_surprisal__q90,label_clean,steps_2_to_5,2,0.25,0.13727385079845686,406
chosen_surprisal__q90,label_clean,steps_2_to_5,3,0.35,-0.16559101215272756,388
chosen_surprisal__q90,label_clean,steps_2_to_5,4,0.45,nan,0
chosen_surprisal__q90,label_clean,steps_2_to_5,5,0.55,-0.6116628435044719,532
chosen_surprisal__q90,label_clean,steps_2_to_5,6,0.65,-0.7674201776892454,388
chosen_surprisal__q90,label_clean,steps_2_to_5,7,0.75,-0.6735831565455322,406
chosen_surprisal__q90,label_clean,steps_2_to_5,8,0.85,nan,0
chosen_surprisal__q90,label_clean,steps_2_to_5,9,0.95,0.06268183870965381,950
chosen_surprisal__q90,label_clean,steps_6_to_10,0,0.05,1.294996808091472,1124
chosen_surprisal__q90,label_clean,steps_6_to_10,1,0.15,0.2847085721817091,686
chosen_surprisal__q90,label_clean,steps_6_to_10,2,0.25,0.02346405083514923,886
chosen_surprisal__q90,label_clean,steps_6_to_10,3,0.35,-0.28710234018452596,462
chosen_surprisal__q90,label_clean,steps_6_to_10,4,0.45,-0.3096344306838606,744
chosen_surprisal__q90,label_clean,steps_6_to_10,5,0.55,-0.332450483445792,686
chosen_surprisal__q90,label_clean,steps_6_to_10,6,0.65,-0.39681536730171907,900
chosen_surprisal__q90,label_clean,steps_6_to_10,7,0.75,-0.44590768274652515,448
chosen_surprisal__q90,label_clean,steps_6_to_10,8,0.85,-0.48611729753895605,1124
chosen_surprisal__q90,label_clean,steps_6_to_10,9,0.95,0.020187724432583955,1124
chosen_surprisal__q90,label_clean,steps_11_plus,0,0.05,0.9943219614138159,520
chosen_surprisal__q90,label_clean,steps_11_plus,1,0.15,0.13769944243688495,342
chosen_surprisal__q90,label_clean,steps_11_plus,2,0.25,-0.051143785629884926,384
chosen_surprisal__q90,label_clean,steps_11_plus,3,0.35,-0.18808536692704073,356
chosen_surprisal__q90,label_clean,steps_11_plus,4,0.45,-0.1942395188796446,354
chosen_surprisal__q90,label_clean,steps_11_plus,5,0.55,-0.18132838544885713,408
chosen_surprisal__q90,label_clean,steps_11_plus,6,0.65,-0.3238167905922052,382
chosen_surprisal__q90,label_clean,steps_11_plus,7,0.75,-0.2321238290106924,358
chosen_surprisal__q90,label_clean,steps_11_plus,8,0.85,-0.35889512226882564,368
chosen_surprisal__q90,label_clean,steps_11_plus,9,0.95,0.006854370021564482,594
chosen_surprisal__q90,pre_error,all,0,0.05,0.7381210084076084,4454
chosen_surprisal__q90,pre_error,all,1,0.15,0.1243438285017856,1918
chosen_surprisal__q90,pre_error,all,2,0.25,-0.06236986792414775,1964
chosen_surprisal__q90,pre_error,all,3,0.35,-0.19127810245476426,1184
chosen_surprisal__q90,pre_error,all,4,0.45,-0.31845747762923754,878
chosen_surprisal__q90,pre_error,all,5,0.55,-0.2950640422509116,946
chosen_surprisal__q90,pre_error,all,6,0.65,-0.46190642511924723,602
chosen_surprisal__q90,pre_error,all,7,0.75,-0.4088428562935236,270
chosen_surprisal__q90,pre_error,all,8,0.85,-0.42680246817566425,146
chosen_surprisal__q90,pre_error,all,9,0.95,-0.1407801411835241,22
chosen_surprisal__q90,pre_error,steps_2_to_5,0,0.05,0.6631295702044379,1016
chosen_surprisal__q90,pre_error,steps_2_to_5,1,0.15,nan,0
chosen_surprisal__q90,pre_error,steps_2_to_5,2,0.25,-0.034317442474909074,320
chosen_surprisal__q90,pre_error,steps_2_to_5,3,0.35,-0.3079109949906874,168
chosen_surprisal__q90,pre_error,steps_2_to_5,4,0.45,nan,0
chosen_surprisal__q90,pre_error,steps_2_to_5,5,0.55,-0.45315538024329666,164
chosen_surprisal__q90,pre_error,steps_2_to_5,6,0.65,-0.9215329756734326,44
chosen_surprisal__q90,pre_error,steps_2_to_5,7,0.75,-0.5325383491776923,28
chosen_surprisal__q90,pre_error,steps_2_to_5,8,0.85,nan,0
chosen_surprisal__q90,pre_error,steps_2_to_5,9,0.95,nan,0
chosen_surprisal__q90,pre_error,steps_6_to_10,0,0.05,0.7886397845080656,2108
chosen_surprisal__q90,pre_error,steps_6_to_10,1,0.15,0.1717836794997847,1218
chosen_surprisal__q90,pre_error,steps_6_to_10,2,0.25,-0.040727537121092054,1044
chosen_surprisal__q90,pre_error,steps_6_to_10,3,0.35,-0.10229531573254606,560
chosen_surprisal__q90,pre_error,steps_6_to_10,4,0.45,-0.35657382316269515,500
chosen_surprisal__q90,pre_error,steps_6_to_10,5,0.55,-0.28850239778032993,440
chosen_surprisal__q90,pre_error,steps_6_to_10,6,0.65,-0.5075572947359654,312
chosen_surprisal__q90,pre_error,steps_6_to_10,7,0.75,-0.3541199910606593,88
chosen_surprisal__q90,pre_error,steps_6_to_10,8,0.85,-0.3558462253765029,58
chosen_surprisal__q90,pre_error,steps_6_to_10,9,0.95,nan,0
chosen_surprisal__q90,pre_error,steps_11_plus,0,0.05,0.7153373401329153,1330
chosen_surprisal__q90,pre_error,steps_11_plus,1,0.15,0.041798487765267366,700
chosen_surprisal__q90,pre_error,steps_11_plus,2,0.25,-0.11498881709439182,600
chosen_surprisal__q90,pre_error,steps_11_plus,3,0.35,-0.25758519591618256,456
chosen_surprisal__q90,pre_error,steps_11_plus,4,0.45,-0.26803903115640954,378
chosen_surprisal__q90,pre_error,steps_11_plus,5,0.55,-0.22769604264946477,342
chosen_surprisal__q90,pre_error,steps_11_plus,6,0.65,-0.3217981342867263,246
chosen_surprisal__q90,pre_error,steps_11_plus,7,0.75,-0.4176229753827148,154
chosen_surprisal__q90,pre_error,steps_11_plus,8,0.85,-0.47356908274783843,88
chosen_surprisal__q90,pre_error,steps_11_plus,9,0.95,-0.1407801411835241,22
chosen_surprisal__first_token,gate_closed,all,0,0.05,2.077003069088654,2472
chosen_surprisal__first_token,gate_closed,all,1,0.15,-0.24796397675569778,1000
chosen_surprisal__first_token,gate_closed,all,2,0.25,-0.34574844244453484,1550
chosen_surprisal__first_token,gate_closed,all,3,0.35,-0.3830231166282649,1208
chosen_surprisal__first_token,gate_closed,all,4,0.45,-0.3482717906049427,988
chosen_surprisal__first_token,gate_closed,all,5,0.55,-0.4033926301251859,1571
chosen_surprisal__first_token,gate_closed,all,6,0.65,-0.4362570293420578,1587
chosen_surprisal__first_token,gate_closed,all,7,0.75,-0.4116435707947952,1171
chosen_surprisal__first_token,gate_closed,all,8,0.85,-0.39969679741504854,1379
chosen_surprisal__first_token,gate_closed,all,9,0.95,-0.4655687255146352,2544
chosen_surprisal__first_token,gate_closed,steps_2_to_5,0,0.05,1.7626098889584294,947
chosen_surprisal__first_token,gate_closed,steps_2_to_5,1,0.15,nan,0
chosen_surprisal__first_token,gate_closed,steps_2_to_5,2,0.25,-0.41069000251750976,400
chosen_surprisal__first_token,gate_closed,steps_2_to_5,3,0.35,-0.4868578010304906,395
chosen_surprisal__first_token,gate_closed,steps_2_to_5,4,0.45,nan,0
chosen_surprisal__first_token,gate_closed,steps_2_to_5,5,0.55,-0.5304155082425687,524
chosen_surprisal__first_token,gate_closed,steps_2_to_5,6,0.65,-0.5955867088759025,395
chosen_surprisal__first_token,gate_closed,steps_2_to_5,7,0.75,-0.5339004376114476,400
chosen_surprisal__first_token,gate_closed,steps_2_to_5,8,0.85,nan,0
chosen_surprisal__first_token,gate_closed,steps_2_to_5,9,0.95,-0.6186400011192376,947
chosen_surprisal__first_token,gate_closed,steps_6_to_10,0,0.05,2.4697986134106427,1009
chosen_surprisal__first_token,gate_closed,steps_6_to_10,1,0.15,-0.26685028808551714,655
chosen_surprisal__first_token,gate_closed,steps_6_to_10,2,0.25,-0.3546896641912176,779
chosen_surprisal__first_token,gate_closed,steps_6_to_10,3,0.35,-0.36947381291954284,459
chosen_surprisal__first_token,gate_closed,steps_6_to_10,4,0.45,-0.3878505443118482,639
chosen_surprisal__first_token,gate_closed,steps_6_to_10,5,0.55,-0.3733990223492757,655
chosen_surprisal__first_token,gate_closed,steps_6_to_10,6,0.65,-0.41645966291662606,813
chosen_surprisal__first_token,gate_closed,steps_6_to_10,7,0.75,-0.39762296741648034,425
chosen_surprisal__first_token,gate_closed,steps_6_to_10,8,0.85,-0.42696463795877554,1009
chosen_surprisal__first_token,gate_closed,steps_6_to_10,9,0.95,-0.43662684781231187,1009
chosen_surprisal__first_token,gate_closed,steps_11_plus,0,0.05,1.8859170949848547,516
chosen_surprisal__first_token,gate_closed,steps_11_plus,1,0.15,-0.21210735669473596,345
chosen_surprisal__first_token,gate_closed,steps_11_plus,2,0.25,-0.25695643228319764,371
chosen_surprisal__first_token,gate_closed,steps_11_plus,3,0.35,-0.2847305461859609,354
chosen_surprisal__first_token,gate_closed,steps_11_plus,4,0.45,-0.2758052472848477,349
chosen_surprisal__first_token,gate_closed,steps_11_plus,5,0.55,-0.2837136121652708,392
chosen_surprisal__first_token,gate_closed,steps_11_plus,6,0.65,-0.3126687324766405,379
chosen_surprisal__first_token,gate_closed,steps_11_plus,7,0.75,-0.28752799191942785,346
chosen_surprisal__first_token,gate_closed,steps_11_plus,8,0.85,-0.3253366592836402,370
chosen_surprisal__first_token,gate_closed,steps_11_plus,9,0.95,-0.2687045360658019,588
chosen_surprisal__first_token,label_clean,all,0,0.05,2.0766851435032874,2594
chosen_surprisal__first_token,label_clean,all,1,0.15,-0.2315202757065376,1028
chosen_surprisal__first_token,label_clean,all,2,0.25,-0.338905787689963,1676
chosen_surprisal__first_token,label_clean,all,3,0.35,-0.37916683769176746,1206
chosen_surprisal__first_token,label_clean,all,4,0.45,-0.34735091486556663,1098
chosen_surprisal__first_token,label_clean,all,5,0.55,-0.41027098793722605,1626
chosen_surprisal__first_token,label_clean,all,6,0.65,-0.4379636509104468,1670
chosen_surprisal__first_token,label_clean,all,7,0.75,-0.41294458120869293,1212
chosen_surprisal__first_token,label_clean,all,8,0.85,-0.3999928430853675,1492
chosen_surprisal__first_token,label_clean,all,9,0.95,-0.4671918029083516,2668
chosen_surprisal__first_token,label_clean,steps_2_to_5,0,0.05,1.7621188165666994,950
chosen_surprisal__first_token,label_clean,steps_2_to_5,1,0.15,nan,0
chosen_surprisal__first_token,label_clean,steps_2_to_5,2,0.25,-0.40631339951017714,406
chosen_surprisal__first_token,label_clean,steps_2_to_5,3,0.35,-0.46611624462084833,388
chosen_surprisal__first_token,label_clean,steps_2_to_5,4,0.45,nan,0
chosen_surprisal__first_token,label_clean,steps_2_to_5,5,0.55,-0.5277784392112622,532
chosen_surprisal__first_token,label_clean,steps_2_to_5,6,0.65,-0.6141447610850156,388
chosen_surprisal__first_token,label_clean,steps_2_to_5,7,0.75,-0.5492157536164815,406
chosen_surprisal__first_token,label_clean,steps_2_to_5,8,0.85,nan,0
chosen_surprisal__first_token,label_clean,steps_2_to_5,9,0.95,-0.6169985680996571,950
chosen_surprisal__first_token,label_clean,steps_6_to_10,0,0.05,2.4448399979857753,1124
chosen_surprisal__first_token,label_clean,steps_6_to_10,1,0.15,-0.25640511253757536,686
chosen_surprisal__first_token,label_clean,steps_6_to_10,2,0.25,-0.34464604180845293,886
chosen_surprisal__first_token,label_clean,steps_6_to_10,3,0.35,-0.3713126552270201,462
chosen_surprisal__first_token,label_clean,steps_6_to_10,4,0.45,-0.39091279181350497,744
chosen_surprisal__first_token,label_clean,steps_6_to_10,5,0.55,-0.391804368998413,686
chosen_surprisal__first_token,label_clean,steps_6_to_10,6,0.65,-0.41838726569237156,900
chosen_surprisal__first_token,label_clean,steps_6_to_10,7,0.75,-0.3878374553112523,448
chosen_surprisal__first_token,label_clean,steps_6_to_10,8,0.85,-0.429173290035961,1124
chosen_surprisal__first_token,label_clean,steps_6_to_10,9,0.95,-0.44741636960223347,1124
chosen_surprisal__first_token,label_clean,steps_11_plus,0,0.05,1.8555927476406615,520
chosen_surprisal__first_token,label_clean,steps_11_plus,1,0.15,-0.18160507668287731,342
chosen_surprisal__first_token,label_clean,steps_11_plus,2,0.25,-0.25439184095040845,384
chosen_surprisal__first_token,label_clean,steps_11_plus,3,0.35,-0.2945945410912896,356
chosen_surprisal__first_token,label_clean,steps_11_plus,4,0.45,-0.2557971395851538,354
chosen_surprisal__first_token,label_clean,steps_11_plus,5,0.55,-0.28809975390349707,408
chosen_surprisal__first_token,label_clean,steps_11_plus,6,0.65,-0.30513767171813,382
chosen_surprisal__first_token,label_clean,steps_11_plus,7,0.75,-0.2898213868078306,358
chosen_surprisal__first_token,label_clean,steps_11_plus,8,0.85,-0.31086560837757454,368
chosen_surprisal__first_token,label_clean,steps_11_plus,9,0.95,-0.26502203877423663,594
chosen_surprisal__first_token,pre_error,all,0,0.05,2.195157357669205,4454
chosen_surprisal__first_token,pre_error,all,1,0.15,-0.19527273223644512,1918
chosen_surprisal__first_token,pre_error,all,2,0.25,-0.320202102876867,1964
chosen_surprisal__first_token,pre_error,all,3,0.35,-0.3691829442954129,1184
chosen_surprisal__first_token,pre_error,all,4,0.45,-0.3592653820381078,878
chosen_surprisal__first_token,pre_error,all,5,0.55,-0.40030379744649963,946
chosen_surprisal__first_token,pre_error,all,6,0.65,-0.38512075972516896,602
chosen_surprisal__first_token,pre_error,all,7,0.75,-0.38426504798783284,270
chosen_surprisal__first_token,pre_error,all,8,0.85,-0.38265955360374676,146
chosen_surprisal__first_token,pre_error,all,9,0.95,-0.42280837743221955,22
chosen_surprisal__first_token,pre_error,steps_2_to_5,0,0.05,1.8099584295235813,1016
chosen_surprisal__first_token,pre_error,steps_2_to_5,1,0.15,nan,0
chosen_surprisal__first_token,pre_error,steps_2_to_5,2,0.25,-0.40323869477510604,320
chosen_surprisal__first_token,pre_error,steps_2_to_5,3,0.35,-0.5339146160105409,168
chosen_surprisal__first_token,pre_error,steps_2_to_5,4,0.45,nan,0
chosen_surprisal__first_token,pre_error,steps_2_to_5,5,0.55,-0.5803788583354261,164
chosen_surprisal__first_token,pre_error,steps_2_to_5,6,0.65,-0.5586925667590068,44
chosen_surprisal__first_token,pre_error,steps_2_to_5,7,0.75,-0.55843863082759,28
chosen_surprisal__first_token,pre_error,steps_2_to_5,8,0.85,nan,0
chosen_surprisal__first_token,pre_error,steps_2_to_5,9,0.95,nan,0
chosen_surprisal__first_token,pre_error,steps_6_to_10,0,0.05,2.50351466842016,2108
chosen_surprisal__first_token,pre_error,steps_6_to_10,1,0.15,-0.1977831430188348,1218
chosen_surprisal__first_token,pre_error,steps_6_to_10,2,0.25,-0.33885032504364343,1044
chosen_surprisal__first_token,pre_error,steps_6_to_10,3,0.35,-0.38341773487883657,560
chosen_surprisal__first_token,pre_error,steps_6_to_10,4,0.45,-0.4185296775152244,500
chosen_surprisal__first_token,pre_error,steps_6_to_10,5,0.55,-0.3906905896013665,440
chosen_surprisal__first_token,pre_error,steps_6_to_10,6,0.65,-0.4226476939685648,312
chosen_surprisal__first_token,pre_error,steps_6_to_10,7,0.75,-0.42726527890330585,88
chosen_surprisal__first_token,pre_error,steps_6_to_10,8,0.85,-0.4070919596251639,58
chosen_surprisal__first_token,pre_error,steps_6_to_10,9,0.95,nan,0
