series,population,step_index,mean,n
q15_H1__q90,gate_closed,13,0.04623237710249609,116
q15_H1__q90,gate_closed,14,-0.2024565844226961,91
q15_H1__q90,gate_closed,15,-0.21877454536261648,77
q15_H1__q90,gate_closed,16,-0.1429914726170991,53
q15_H1__q90,gate_closed,17,0.05284155451264779,41
q15_H1__q90,gate_closed,18,0.23240299745141066,27
q15_H1__q90,gate_closed,19,-0.13623018089926875,19
q15_H1__q90,gate_closed,20+,0.08210386708842674,52
q15_H1__q90,label_clean,0,0.41528035331052543,2358
q15_H1__q90,label_clean,1,0.262215338904621,2358
q15_H1__q90,label_clean,2,-0.11708894755832634,2328
q15_H1__q90,label_clean,3,-0.16063057072311532,2202
q15_H1__q90,label_clean,4,-0.15367972361872487,1814
q15_H1__q90,label_clean,5,-0.09629106280978514,1408
q15_H1__q90,label_clean,6,-0.21229375614890814,970
q15_H1__q90,label_clean,7,-0.143853851306384,732
q15_H1__q90,label_clean,8,-0.21415100028133072,508
q15_H1__q90,label_clean,9,-0.04147598848595834,366
q15_H1__q90,label_clean,10,-0.16317972310108958,284
q15_H1__q90,label_clean,11,0.0004822382643865184,216
q15_H1__q90,label_clean,12,0.0985456495643493,160
q15_H1__q90,label_clean,13,0.001964365724056422,122
q15_H1__q90,label_clean,14,-0.3735599841422241,96
q15_H1__q90,label_clean,15,-0.21754775063108137,76
q15_H1__q90,label_clean,16,-0.25344951113674746,54
q15_H1__q90,label_clean,17,-0.12579582405464354,48
q15_H1__q90,label_clean,18,-0.2933497588834557,36
q15_H1__q90,label_clean,19,-0.6274275704542764,28
q15_H1__q90,label_clean,20+,0.08287554109360966,106
q15_H1__q90,pre_error,0,-0.11833566760538644,3898
q15_H1__q90,pre_error,1,0.024116869306429662,2844
q15_H1__q90,pre_error,2,-0.07607056935658135,1860
q15_H1__q90,pre_error,3,-0.12651211929140688,1214
q15_H1__q90,pre_error,4,-0.15323576455264948,818
q15_H1__q90,pre_error,5,-0.10853833804775774,520
q15_H1__q90,pre_error,6,-0.16897553086107234,356
q15_H1__q90,pre_error,7,-0.2243966372465103,238
q15_H1__q90,pre_error,8,-0.26755424077804757,174
q15_H1__q90,pre_error,9,-0.27174210643744406,128
q15_H1__q90,pre_error,10,-0.2867703078158264,84
q15_H1__q90,pre_error,11,-0.3040681198156377,60
q15_H1__q90,pre_error,12,-0.2403994364276561,52
q15_H1__q90,pre_error,13,-0.40411068293960417,34
q15_H1__q90,pre_error,14,-0.317982017616094,26
q15_H1__q90,pre_error,15,0.043436095277677875,20
q15_H1__q90,pre_error,16,-0.13182299745737747,14
q15_H1__q90,pre_error,17,-0.635912790665897,12
q15_H1__q90,pre_error,18,-0.8387498280157679,8
q15_H1__q90,pre_error,19,-0.14599109854613312,8
q15_H1__q90,pre_error,20+,-0.73266426087582,16
q15_H1__first_token,gate_closed,0,-1.501698496292371,2244
q15_H1__first_token,gate_closed,1,0.4238820308378576,2244
q15_H1__first_token,gate_closed,2,0.20975857390760308,2216
q15_H1__first_token,gate_closed,3,0.2622094167967998,2092
q15_H1__first_token,gate_closed,4,0.29009004506631336,1697
q15_H1__first_token,gate_closed,5,0.245878929507118,1297
q15_H1__first_token,gate_closed,6,0.17396514484149575,943
q15_H1__first_token,gate_closed,7,0.24572112397561066,713
q15_H1__first_token,gate_closed,8,0.10367739406225064,517
q15_H1__first_token,gate_closed,9,0.09731646867915991,377
q15_H1__first_token,gate_closed,10,0.19066904970433843,288
q15_H1__first_token,gate_closed,11,0.05172684515502411,220
q15_H1__first_token,gate_closed,12,0.15987581624970962,146
q15_H1__first_token,gate_closed,13,0.20181695388394463,116
q15_H1__first_token,gate_closed,14,0.029420508815068,91
q15_H1__first_token,gate_closed,15,0.24505070108057614,77
q15_H1__first_token,gate_closed,16,0.17290239774752883,53
q15_H1__first_token,gate_closed,17,-0.05700427588781481,41
q15_H1__first_token,gate_closed,18,0.28174426755965093,27
q15_H1__first_token,gate_closed,19,0.04351195884643189,19
q15_H1__first_token,gate_closed,20+,0.2822227642770673,52
q15_H1__first_token,label_clean,0,-1.5140541939452,2358
q15_H1__first_token,label_clean,1,0.4586341352642798,2358
q15_H1__first_token,label_clean,2,0.21623886092344588,2328
q15_H1__first_token,label_clean,3,0.2690706256295052,2202
q15_H1__first_token,label_clean,4,0.2634985687207964,1814
q15_H1__first_token,label_clean,5,0.2763355271451424,1408
q15_H1__first_token,label_clean,6,0.1382665532907907,970
q15_H1__first_token,label_clean,7,0.2798702302968121,732
q15_H1__first_token,label_clean,8,0.051373142062624146,508
q15_H1__first_token,label_clean,9,0.12112245991296607,366
q15_H1__first_token,label_clean,10,0.20454203611424032,284
q15_H1__first_token,label_clean,11,0.01424248747862045,216
q15_H1__first_token,label_clean,12,0.052633046722339746,160
q15_H1__first_token,label_clean,13,0.14346235132826515,122
q15_H1__first_token,label_clean,14,0.07017410958510296,96
q15_H1__first_token,label_clean,15,0.3063826604642724,76
q15_H1__first_token,label_clean,16,-0.1358012824876181,54
q15_H1__first_token,label_clean,17,-0.10216465949596859,48
q15_H1__first_token,label_clean,18,0.06688643393033371,36
q15_H1__first_token,label_clean,19,-0.4936945413888835,28
q15_H1__first_token,label_clean,20+,0.2155193085010022,106
q15_H1__first_token,pre_error,0,-1.7377695699396254,3898
q15_H1__first_token,pre_error,1,0.027767487575423005,2844
q15_H1__first_token,pre_error,2,0.17019079942674992,1860
q15_H1__first_token,pre_error,3,0.18150329925784056,1214
q15_H1__first_token,pre_error,4,0.13298822341756086,818
q15_H1__first_token,pre_error,5,0.09278502817208052,520
q15_H1__first_token,pre_error,6,0.14842393772898266,356
q15_H1__first_token,pre_error,7,0.08428211311114807,238
q15_H1__first_token,pre_error,8,-0.07239227370696966,174
q15_H1__first_token,pre_error,9,-0.2188240435418453,128
q15_H1__first_token,pre_error,10,-0.03430542975789859,84
q15_H1__first_token,pre_error,11,-0.015246006767516777,60
q15_H1__first_token,pre_error,12,-0.15857116593025425,52
q15_H1__first_token,pre_error,13,-0.10539909956593929,34
q15_H1__first_token,pre_error,14,-0.25848051711113085,26
q15_H1__first_token,pre_error,15,-0.283057862036559,20
q15_H1__first_token,pre_error,16,0.005744766896790067,14
q15_H1__first_token,pre_error,17,-0.5797221541791712,12
q15_H1__first_token,pre_error,18,-1.026142948735001,8
q15_H1__first_token,pre_error,19,-0.633740378882662,8
q15_H1__first_token,pre_error,20+,-0.3667296062712363,16
q15_H1__boxcar8_max,gate_closed,0,0.6763866897541756,2244
q15_H1__boxcar8_max,gate_closed,1,0.35868778346459057,2244
q15_H1__boxcar8_max,gate_closed,2,0.015387534647681236,2216
q15_H1__boxcar8_max,gate_closed,3,-0.17675526991809107,2092
q15_H1__boxcar8_max,gate_closed,4,-0.2527271740296372,1697
q15_H1__boxcar8_max,gate_closed,5,-0.30678426874722015,1297
q15_H1__boxcar8_max,gate_closed,6,-0.3815284900377214,943
q15_H1__boxcar8_max,gate_closed,7,-0.31946206585507847,713
q15_H1__boxcar8_max,gate_closed,8,-0.41694777494249813,517
q15_H1__boxcar8_max,gate_closed,9,-0.30342842769363165,377
q15_H1__boxcar8_max,gate_closed,10,-0.2446147993538468,288
q15_H1__boxcar8_max,gate_closed,11,-0.2984347136827509,220
q15_H1__boxcar8_max,gate_closed,12,-0.12777450950549557,146
q15_H1__boxcar8_max,gate_closed,13,-0.05018210118622471,116
q15_H1__boxcar8_max,gate_closed,14,-0.27220618013080855,91
q15_H1__boxcar8_max,gate_closed,15,-0.5105838220865961,77
q15_H1__boxcar8_max,gate_closed,16,-0.12919655275791844,53
q15_H1__boxcar8_max,gate_closed,17,0.009079517504639322,41
q15_H1__boxcar8_max,gate_closed,18,-0.2331865919328122,27
q15_H1__boxcar8_max,gate_closed,19,-0.14719081346861373,19
q15_H1__boxcar8_max,gate_closed,20+,-0.048267011834874,52
q15_H1__boxcar8_max,label_clean,0,0.6545753168364136,2358
q15_H1__boxcar8_max,label_clean,1,0.3304763406858515,2358
q15_H1__boxcar8_max,label_clean,2,0.04345857346126559,2328
q15_H1__boxcar8_max,label_clean,3,-0.1588091565706549,2202
q15_H1__boxcar8_max,label_clean,4,-0.21019356260674707,1814
q15_H1__boxcar8_max,label_clean,5,-0.3074074313774678,1408
q15_H1__boxcar8_max,label_clean,6,-0.36780676882690755,970
q15_H1__boxcar8_max,label_clean,7,-0.3505430535111985,732
q15_H1__boxcar8_max,label_clean,8,-0.4120429833923553,508
q15_H1__boxcar8_max,label_clean,9,-0.28881822868038026,366
q15_H1__boxcar8_max,label_clean,10,-0.33728200769607874,284
q15_H1__boxcar8_max,label_clean,11,-0.2853011162051157,216
q15_H1__boxcar8_max,label_clean,12,-0.09900528390631427,160
q15_H1__boxcar8_max,label_clean,13,-0.1686690023575242,122
q15_H1__boxcar8_max,label_clean,14,-0.4721725298434649,96
q15_H1__boxcar8_max,label_clean,15,-0.4455754853465995,76
q15_H1__boxcar8_max,label_clean,16,-0.2718249795128677,54
q15_H1__boxcar8_max,label_clean,17,-0.2568142641842277,48
q15_H1__boxcar8_max,label_clean,18,-0.5216931841772826,36
q15_H1__boxcar8_max,label_clean,19,-0.5586947565807453,28
q15_H1__boxcar8_max,label_clean,20+,0.02589156219922865,106
q15_H1__boxcar8_max,pre_error,0,0.09266563234026366,3898
q15_H1__boxcar8_max,pre_error,1,0.047033484842912233,2844
q15_H1__boxcar8_max,pre_error,2,-0.04731061087623257,1860
q15_H1__boxcar8_max,pre_error,3,-0.1036042314770845,1214
q15_H1__boxcar8_max,pre_error,4,-0.07516204940539965,818
q15_H1__boxcar8_max,pre_error,5,-0.09774851047692105,520
q15_H1__boxcar8_max,pre_error,6,-0.13170951146388726,356
q15_H1__boxcar8_max,pre_error,7,-0.17415752735710766,238
q15_H1__boxcar8_max,pre_error,8,-0.20299141569452606,174
q15_H1__boxcar8_max,pre_error,9,-0.26480814500878763,128
q15_H1__boxcar8_max,pre_error,10,-0.16758950172997822,84
q15_H1__boxcar8_max,pre_error,11,-0.1477583751165292,60
q15_H1__boxcar8_max,pre_error,12,-0.4342953255717343,52
q15_H1__boxcar8_max,pre_error,13,-0.27974068173221095,34
q15_H1__boxcar8_max,pre_error,14,-0.37351026771772183,26
q15_H1__boxcar8_max,pre_error,15,-0.1054855392546894,20
q15_H1__boxcar8_max,pre_error,16,-0.3819140132802012,14
q15_H1__boxcar8_max,pre_error,17,-0.6537679131166536,12
q15_H1__boxcar8_max,pre_error,18,-0.8790926416447802,8
q15_H1__boxcar8_max,pre_error,19,-0.15460972539287737,8
q15_H1__boxcar8_max,pre_error,20+,-0.4750818219872571,16
q15_H1__page_wmax,gate_closed,0,0.5355288448324809,2244
q15_H1__page_wmax,gate_closed,1,0.5243489387403831,2244
q15_H1__page_wmax,gate_closed,2,0.000978716366166995,2216
q15_H1__page_wmax,gate_closed,3,-0.1905873630489329,2092
q15_H1__page_wmax,gate_closed,4,-0.27052818972081866,1697
q15_H1__page_wmax,gate_closed,5,-0.3020044756463911,1297
q15_H1__page_wmax,gate_closed,6,-0.3524895439173503,943
q15_H1__page_wmax,gate_closed,7,-0.3354049739179697,713
q15_H1__page_wmax,gate_closed,8,-0.33454215427840206,517
q15_H1__page_wmax,gate_closed,9,-0.262911855469156,377
q15_H1__page_wmax,gate_closed,10,-0.3081877361700324,288
q15_H1__page_wmax,gate_closed,11,-0.3758029737038517,220
q15_H1__page_wmax,gate_closed,12,-0.18970457668613272,146
q15_H1__page_wmax,gate_closed,13,-0.06600745424320732,116
q15_H1__page_wmax,gate_closed,14,-0.1285224379456432,91
q15_H1__page_wmax,gate_closed,15,-0.4166158415983741,77
q15_H1__page_wmax,gate_closed,16,-0.13995019892211663,53
q15_H1__page_wmax,gate_closed,17,-0.12812904901847944,41
q15_H1__page_wmax,gate_closed,18,-0.3580844544277851,27
q15_H1__page_wmax,gate_closed,19,-0.39676074578005754,19
q15_H1__page_wmax,gate_closed,20+,-0.13425813610102846,52
q15_H1__page_wmax,label_clean,0,0.5052621753975324,2358
q15_H1__page_wmax,label_clean,1,0.463535974352497,2358
q15_H1__page_wmax,label_clean,2,0.0428950694998734,2328
q15_H1__page_wmax,label_clean,3,-0.176723572799883,2202
q15_H1__page_wmax,label_clean,4,-0.2228394416969148,1814
q15_H1__page_wmax,label_clean,5,-0.2997499540011784,1408
q15_H1__page_wmax,label_clean,6,-0.32467357582504536,970
q15_H1__page_wmax,label_clean,7,-0.35075551704979224,732
q15_H1__page_wmax,label_clean,8,-0.27508497754877126,508
q15_H1__page_wmax,label_clean,9,-0.21389401029168026,366
q15_H1__page_wmax,label_clean,10,-0.3518306745523383,284
q15_H1__page_wmax,label_clean,11,-0.36612633478001516,216
q15_H1__page_wmax,label_clean,12,-0.12318442251970421,160
q15_H1__page_wmax,label_clean,13,-0.22367259210593507,122
q15_H1__page_wmax,label_clean,14,-0.4271750152375098,96
q15_H1__page_wmax,label_clean,15,-0.46326117002866185,76
q15_H1__page_wmax,label_clean,16,-0.19707880710913622,54
q15_H1__page_wmax,label_clean,17,-0.26892552247570517,48
q15_H1__page_wmax,label_clean,18,-0.4372818375736711,36
q15_H1__page_wmax,label_clean,19,-0.6659600030709117,28
q15_H1__page_wmax,label_clean,20+,-0.17914966721728012,106
q15_H1__page_wmax,pre_error,0,-0.1538795560504227,3898
q15_H1__page_wmax,pre_error,1,0.02027089069251571,2844
q15_H1__page_wmax,pre_error,2,-0.10420125218041397,1860
q15_H1__page_wmax,pre_error,3,-0.0977435863158677,1214
q15_H1__page_wmax,pre_error,4,-0.12067663508797348,818
q15_H1__page_wmax,pre_error,5,-0.08049159956151389,520
q15_H1__page_wmax,pre_error,6,-0.16367334578590734,356
q15_H1__page_wmax,pre_error,7,-0.12460635239263973,238
q15_H1__page_wmax,pre_error,8,-0.2747404385979599,174
q15_H1__page_wmax,pre_error,9,-0.24681401273050807,128
q15_H1__page_wmax,pre_error,10,-0.16689354283100385,84
q15_H1__page_wmax,pre_error,11,-0.26432421942457485,60
q15_H1__page_wmax,pre_error,12,-0.4170926090759521,52
q15_H1__page_wmax,pre_error,13,-0.21689102477819155,34
q15_H1__page_wmax,pre_error,14,-0.3047873990569392,26
q15_H1__page_wmax,pre_error,15,-0.34354443854583533,20
q15_H1__page_wmax,pre_error,16,-0.2719282219416746,14
q15_H1__page_wmax,pre_error,17,-0.589978080371617,12
q15_H1__page_wmax,pre_error,18,-0.7669133046317372,8
q15_H1__page_wmax,pre_error,19,-0.2496612139799815,8
q15_H1__page_wmax,pre_error,20+,-0.3363604893535679,16
q15_VE1__top5,gate_closed,0,0.6776510119821988,2244
q15_VE1__top5,gate_closed,1,0.38478548167667903,2244
q15_VE1__top5,gate_closed,2,0.02184903807850526,2216
q15_VE1__top5,gate_closed,3,-0.17505121060110082,2092
q15_VE1__top5,gate_closed,4,-0.2870802566589687,1697
q15_VE1__top5,gate_closed,5,-0.32580860653311877,1297
q15_VE1__top5,gate_closed,6,-0.39907268867153295,943
q15_VE1__top5,gate_closed,7,-0.3390970109833,713
q15_VE1__top5,gate_closed,8,-0.4232396381134269,517
q15_VE1__top5,gate_closed,9,-0.3209401504139973,377
q15_VE1__top5,gate_closed,10,-0.2652684431737466,288
q15_VE1__top5,gate_closed,11,-0.23792834509723795,220
q15_VE1__top5,gate_closed,12,-0.0342338467545348,146
q15_VE1__top5,gate_closed,13,-0.12133364962487099,116
q15_VE1__top5,gate_closed,14,-0.057264663635541835,91
q15_VE1__top5,gate_closed,15,-0.5765385165304452,77
q15_VE1__top5,gate_closed,16,-0.07394984859579813,53
q15_VE1__top5,gate_closed,17,0.07437104064192851,41
q15_VE1__top5,gate_closed,18,0.08111865704854866,27
q15_VE1__top5,gate_closed,19,-0.0875866588178658,19
q15_VE1__top5,gate_closed,20+,-0.017207898152904987,52
q15_VE1__top5,label_clean,0,0.6602290056234115,2358
q15_VE1__top5,label_clean,1,0.3592731406863075,2358
q15_VE1__top5,label_clean,2,0.06131777188748545,2328
q15_VE1__top5,label_clean,3,-0.1660948269999297,2202
q15_VE1__top5,label_clean,4,-0.23155391183620228,1814
q15_VE1__top5,label_clean,5,-0.3481345108251743,1408
q15_VE1__top5,label_clean,6,-0.40178010291421556,970
q15_VE1__top5,label_clean,7,-0.3787739502466476,732
q15_VE1__top5,label_clean,8,-0.3582804314447428,508
q15_VE1__top5,label_clean,9,-0.27521692750073146,366
q15_VE1__top5,label_clean,10,-0.3635616079463515,284
q15_VE1__top5,label_clean,11,-0.31841499702684345,216
q15_VE1__top5,label_clean,12,-0.02355521563571658,160
q15_VE1__top5,label_clean,13,-0.22943153431319877,122
q15_VE1__top5,label_clean,14,-0.396908473828775,96
q15_VE1__top5,label_clean,15,-0.40790968209350603,76
q15_VE1__top5,label_clean,16,-0.24862684304166283,54
q15_VE1__top5,label_clean,17,-0.229146542669196,48
q15_VE1__top5,label_clean,18,-0.2820496071489621,36
q15_VE1__top5,label_clean,19,-0.5009488549560212,28
q15_VE1__top5,label_clean,20+,0.004174083569494495,106
q15_VE1__top5,pre_error,0,0.03040608029494624,3898
q15_VE1__top5,pre_error,1,0.047044575176409066,2844
q15_VE1__top5,pre_error,2,-0.07393454706514722,1860
q15_VE1__top5,pre_error,3,-0.06307371033386114,1214
q15_VE1__top5,pre_error,4,-0.11247407954797584,818
q15_VE1__top5,pre_error,5,-0.07055864583808721,520
q15_VE1__top5,pre_error,6,-0.13002045954383465,356
q15_VE1__top5,pre_error,7,-0.08531736962732996,238
q15_VE1__top5,pre_error,8,-0.3382747469221271,174
q15_VE1__top5,pre_error,9,-0.34147404180915547,128
q15_VE1__top5,pre_error,10,-0.21292166999405526,84
q15_VE1__top5,pre_error,11,-0.1545499449507429,60
q15_VE1__top5,pre_error,12,-0.3784621438677501,52
q15_VE1__top5,pre_error,13,-0.288586170539173,34
q15_VE1__top5,pre_error,14,-0.33644369905036264,26
q15_VE1__top5,pre_error,15,-0.23566837234938803,20
q15_VE1__top5,pre_error,16,-0.45898004724194646,14
q15_VE1__top5,pre_error,17,-0.9956046068285306,12
q15_VE1__top5,pre_error,18,-1.208893024987565,8
q15_VE1__top5,pre_error,19,-0.5371509720387073,8
q15_VE1__top5,pre_error,20+,-0.4382004737588058,16
q15_VE1__top10,gate_closed,0,0.7469727526033068,2244
q15_VE1__top10,gate_closed,1,0.3879339095750291,2244
q15_VE1__top10,gate_closed,2,0.024621911674354128,2216
q15_VE1__top10,gate_closed,3,-0.19081618690511115,2092
q15_VE1__top10,gate_closed,4,-0.2980830987246053,1697
q15_VE1__top10,gate_closed,5,-0.35449294190026936,1297
q15_VE1__top10,gate_closed,6,-0.4102559388678406,943
q15_VE1__top10,gate_closed,7,-0.385351430225708,713
q15_VE1__top10,gate_closed,8,-0.4323571381833744,517
q15_VE1__top10,gate_closed,9,-0.31659669294593307,377
q15_VE1__top10,gate_closed,10,-0.283659767258901,288
q15_VE1__top10,gate_closed,11,-0.24885172648646686,220
q15_VE1__top10,gate_closed,12,-0.08350529530703332,146
q15_VE1__top10,gate_closed,13,-0.15671617639826435,116
q15_VE1__top10,gate_closed,14,-0.10882078131382626,91
q15_VE1__top10,gate_closed,15,-0.644884348725764,77
q15_VE1__top10,gate_closed,16,-0.035164688013369534,53
q15_VE1__top10,gate_closed,17,0.07060471587839608,41
q15_VE1__top10,gate_closed,18,-0.0685158040369303,27
q15_VE1__top10,gate_closed,19,-0.024373744149979896,19
q15_VE1__top10,gate_closed,20+,-0.08298796039301842,52
q15_VE1__top10,label_clean,0,0.7344557256940346,2358
q15_VE1__top10,label_clean,1,0.35698546817910837,2358
q15_VE1__top10,label_clean,2,0.056166040221658275,2328
q15_VE1__top10,label_clean,3,-0.17645488966423648,2202
q15_VE1__top10,label_clean,4,-0.25067449187545177,1814
q15_VE1__top10,label_clean,5,-0.36636515841636025,1408
q15_VE1__top10,label_clean,6,-0.4169800002664981,970
q15_VE1__top10,label_clean,7,-0.41711984534641966,732
q15_VE1__top10,label_clean,8,-0.38175328205300846,508
q15_VE1__top10,label_clean,9,-0.27668296173443646,366
q15_VE1__top10,label_clean,10,-0.39118155246186226,284
q15_VE1__top10,label_clean,11,-0.32095818790827874,216
q15_VE1__top10,label_clean,12,-0.06263525747817406,160
q15_VE1__top10,label_clean,13,-0.250410422924858,122
q15_VE1__top10,label_clean,14,-0.4228209221451997,96
q15_VE1__top10,label_clean,15,-0.4671230665755592,76
q15_VE1__top10,label_clean,16,-0.21354801263654985,54
q15_VE1__top10,label_clean,17,-0.22297928879078774,48
q15_VE1__top10,label_clean,18,-0.31218834544735263,36
q15_VE1__top10,label_clean,19,-0.39537620108262556,28
q15_VE1__top10,label_clean,20+,0.012978645009509295,106
q15_VE1__top10,pre_error,0,0.04261354623325968,3898
q15_VE1__top10,pre_error,1,0.03901613162403014,2844
q15_VE1__top10,pre_error,2,-0.0830207719988757,1860
q15_VE1__top10,pre_error,3,-0.06654371741341396,1214
q15_VE1__top10,pre_error,4,-0.12251004367666082,818
q15_VE1__top10,pre_error,5,-0.07082658291968753,520
q15_VE1__top10,pre_error,6,-0.12089340507308913,356
q15_VE1__top10,pre_error,7,-0.10440816999239488,238
q15_VE1__top10,pre_error,8,-0.3329421378782761,174
q15_VE1__top10,pre_error,9,-0.3408800995599453,128
q15_VE1__top10,pre_error,10,-0.23113831840521268,84
q15_VE1__top10,pre_error,11,-0.1262423881509619,60
q15_VE1__top10,pre_error,12,-0.44098948022579776,52
q15_VE1__top10,pre_error,13,-0.25498722563762477,34
q15_VE1__top10,pre_error,14,-0.3129372488308416,26
q15_VE1__top10,pre_error,15,-0.2145223969461237,20
q15_VE1__top10,pre_error,16,-0.4636992796283566,14
q15_VE1__top10,pre_error,17,-0.988578458236825,12
q15_VE1__top10,pre_error,18,-1.1254210132702398,8
q15_VE1__top10,pre_error,19,-0.3849105011206359,8
q15_VE1__top10,pre_error,20+,-0.4622138198637513,16
q15_VE1__max,gate_closed,0,0.4899706270227429,2244
q15_VE1__max,gate_closed,1,0.2918309491597799,2244
q15_VE1__max,gate_closed,2,-0.0016223853772298746,2216
q15_VE1__max,gate_closed,3,-0.11313590610142929,2092
q15_VE1__max,gate_closed,4,-0.21788705599516328,1697
q15_VE1__max,gate_closed,5,-0.2664590209080047,1297
q15_VE1__max,gate_closed,6,-0.2820026129611414,943
q15_VE1__max,gate_closed,7,-0.18298413416471485,713
q15_VE1__max,gate_closed,8,-0.31030862103275997,517
q15_VE1__max,gate_closed,9,-0.3064602077441646,377
q15_VE1__max,gate_closed,10,-0.1757651973684835,288
q15_VE1__max,gate_closed,11,-0.19688569534271377,220
q15_VE1__max,gate_closed,12,0.0724644445075464,146
q15_VE1__max,gate_closed,13,-0.037414226056397645,116
q15_VE1__max,gate_closed,14,-0.06588052834798987,91
q15_VE1__max,gate_closed,15,-0.5088214890947624,77
q15_VE1__max,gate_closed,16,-0.05880062198081652,53
q15_VE1__max,gate_closed,17,0.06296938132431132,41
q15_VE1__max,gate_closed,18,0.4514972954866809,27
q15_VE1__max,gate_closed,19,-0.22240936761978033,19
q15_VE1__max,gate_closed,20+,-0.01796982610467775,52
q15_VE1__max,label_clean,0,0.4729296834751078,2358
q15_VE1__max,label_clean,1,0.28798438373561763,2358
q15_VE1__max,label_clean,2,0.06032684613719127,2328
q15_VE1__max,label_clean,3,-0.1177850668104146,2202
q15_VE1__max,label_clean,4,-0.18102549719051148,1814
q15_VE1__max,label_clean,5,-0.3003953507835035,1408
q15_VE1__max,label_clean,6,-0.30443695348809485,970
q15_VE1__max,label_clean,7,-0.2530786842670131,732
q15_VE1__max,label_clean,8,-0.23282916033084317,508
q15_VE1__max,label_clean,9,-0.22979813301186755,366
q15_VE1__max,label_clean,10,-0.25069396503409674,284
q15_VE1__max,label_clean,11,-0.2443481678783988,216
q15_VE1__max,label_clean,12,0.00279060753096938,160
q15_VE1__max,label_clean,13,-0.09432914268231173,122
q15_VE1__max,label_clean,14,-0.38803642271590816,96
q15_VE1__max,label_clean,15,-0.3297074822385224,76
q15_VE1__max,label_clean,16,-0.2838141229988698,54
q15_VE1__max,label_clean,17,-0.23414352071657266,48
q15_VE1__max,label_clean,18,-0.07741829361487367,36
q15_VE1__max,label_clean,19,-0.46789721878892454,28
q15_VE1__max,label_clean,20+,-0.011656862005092979,106
q15_VE1__max,pre_error,0,-0.00027046662802102003,3898
q15_VE1__max,pre_error,1,0.021793165371354676,2844
q15_VE1__max,pre_error,2,-0.06765737933549387,1860
q15_VE1__max,pre_error,3,-0.06366474195261271,1214
q15_VE1__max,pre_error,4,-0.07523516254786909,818
q15_VE1__max,pre_error,5,-0.09655355428358796,520
q15_VE1__max,pre_error,6,-0.12966521382264745,356
q15_VE1__max,pre_error,7,-0.083162186336613,238
q15_VE1__max,pre_error,8,-0.24939870123559993,174
q15_VE1__max,pre_error,9,-0.236935017420432,128
q15_VE1__max,pre_error,10,-0.2396351543923401,84
q15_VE1__max,pre_error,11,-0.26149919247331826,60
q15_VE1__max,pre_error,12,-0.1820619354945706,52
q15_VE1__max,pre_error,13,-0.3910151614112144,34
q15_VE1__max,pre_error,14,-0.46980688482179833,26
q15_VE1__max,pre_error,15,-0.18482726216049666,20
q15_VE1__max,pre_error,16,-0.4123448084426985,14
q15_VE1__max,pre_error,17,-1.0446748247734092,12
q15_VE1__max,pre_error,18,-1.1624130416540999,8
q15_VE1__max,pre_error,19,-0.7192263121898737,8
q15_VE1__max,pre_error,20+,-0.13049606873977204,16
q15_VE1__mean,gate_closed,0,0.5505597130131122,2244
q15_VE1__mean,gate_closed,1,0.25570470462936185,2244
q15_VE1__mean,gate_closed,2,-0.12187033046617664,2216
q15_VE1__mean,gate_closed,3,-0.18500627498944183,2092
q15_VE1__mean,gate_closed,4,-0.23660296526032704,1697
q15_VE1__mean,gate_closed,5,-0.21178625132751064,1297
q15_VE1__mean,gate_closed,6,-0.22667061046362452,943
q15_VE1__mean,gate_closed,7,-0.13776143556752382,713
q15_VE1__mean,gate_closed,8,-0.23521441312125302,517
q15_VE1__mean,gate_closed,9,-0.12170582769309486,377
q15_VE1__mean,gate_closed,10,-0.09170381875168998,288
q15_VE1__mean,gate_closed,11,0.1099623768237356,220
q15_VE1__mean,gate_closed,12,0.09808957935199614,146
q15_VE1__mean,gate_closed,13,0.07791719686532497,116
q15_VE1__mean,gate_closed,14,-0.1640813281407826,91
q15_VE1__mean,gate_closed,15,-0.15904647871318664,77
q15_VE1__mean,gate_closed,16,-0.0675980384123662,53
q15_VE1__mean,gate_closed,17,0.04841081476283033,41
q15_VE1__mean,gate_closed,18,0.42630181481124974,27
q15_VE1__mean,gate_closed,19,-0.18731490827900427,19
q15_VE1__mean,gate_closed,20+,0.061342968419778585,52
q15_VE1__mean,label_clean,0,0.5269664540520111,2358
q15_VE1__mean,label_clean,1,0.2757761510382372,2358
q15_VE1__mean,label_clean,2,-0.097720530343251,2328
q15_VE1__mean,label_clean,3,-0.199178728236618,2202
q15_VE1__mean,label_clean,4,-0.20041735722158674,1814
q15_VE1__mean,label_clean,5,-0.18314691831173002,1408
q15_VE1__mean,label_clean,6,-0.25717228102472267,970
q15_VE1__mean,label_clean,7,-0.1153656844738537,732
q15_VE1__mean,label_clean,8,-0.23805628265362447,508
q15_VE1__mean,label_clean,9,-0.09673897755959697,366
q15_VE1__mean,label_clean,10,-0.19680473581540317,284
q15_VE1__mean,label_clean,11,0.06723216822882011,216
q15_VE1__mean,label_clean,12,0.11837407979025871,160
q15_VE1__mean,label_clean,13,-0.1099322976671921,122
q15_VE1__mean,label_clean,14,-0.3427484284843331,96
q15_VE1__mean,label_clean,15,-0.19022004166474654,76
q15_VE1__mean,label_clean,16,-0.23804791508753093,54
q15_VE1__mean,label_clean,17,-0.0470031656368565,48
