version,cell,group,representation,prior_strength,n_splits,n_coordinates,mean_iu_auroc,mean_head_auroc,mean_delta_pp
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_gsm8k_llama8b_k10,gsm8k,atomic,10.0,30,29,0.8170364051520642,0.8178128516825868,0.07764465305226342
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_gsm8k_llama8b_k10,gsm8k,family,0.3,30,6,0.8170364051520642,0.818591828612209,0.155542346014493
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_gsm8k_llama8b_k10,gsm8k,family,1.0,30,6,0.8170364051520642,0.8181583583799955,0.1121953227931453
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_gsm8k_llama8b_k10,gsm8k,family,3.0,30,6,0.8170364051520642,0.8175330066974087,0.04966015453447178
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_gsm8k_llama8b_k10,gsm8k,family,10.0,30,6,0.8170364051520642,0.8172020819609135,0.016567680884933916
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_math500_qwenmath15b_k10,math500,atomic,0.3,30,30,0.6878682555445217,0.7097301262954191,2.1861870750897583
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_math500_qwenmath15b_k10,math500,atomic,1.0,30,30,0.6878682555445217,0.7002667226847963,1.2398467140274494
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_math500_qwenmath15b_k10,math500,atomic,3.0,30,30,0.6878682555445217,0.6937749853588978,0.5906729814376288
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_math500_qwenmath15b_k10,math500,atomic,10.0,30,30,0.6878682555445217,0.6900558271586077,0.2187571614086022
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_math500_qwenmath15b_k10,math500,family,0.3,30,6,0.6878682555445217,0.6992077890662797,1.133953352175799
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_math500_qwenmath15b_k10,math500,family,1.0,30,6,0.6878682555445217,0.6937433160186387,0.5875060474117111
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_math500_qwenmath15b_k10,math500,family,3.0,30,6,0.6878682555445217,0.6904487497772006,0.25804942326789393
atomic-contribution-supervised-ceiling-v1-2026-08-13,trace_math500_qwenmath15b_k10,math500,family,10.0,30,6,0.6878682555445217,0.6887627950500345,0.08945395055126999
atomic-contribution-supervised-ceiling-v1-2026-08-13,truthfulqa_llama8b,truthfulqa,atomic,0.3,30,29,0.6655847239180571,0.6868917981880944,2.130707427003722
atomic-contribution-supervised-ceiling-v1-2026-08-13,truthfulqa_llama8b,truthfulqa,atomic,1.0,30,29,0.6655847239180571,0.6785100393433727,1.2925315425315422
atomic-contribution-supervised-ceiling-v1-2026-08-13,truthfulqa_llama8b,truthfulqa,atomic,3.0,30,29,0.6655847239180571,0.6723637302341007,0.6779006316043342
atomic-contribution-supervised-ceiling-v1-2026-08-13,truthfulqa_llama8b,truthfulqa,atomic,10.0,30,29,0.6655847239180571,0.6682307164714572,0.26459925533999673
atomic-contribution-supervised-ceiling-v1-2026-08-13,truthfulqa_llama8b,truthfulqa,family,0.3,30,6,0.6655847239180571,0.6792778380741346,1.3693114156077122
atomic-contribution-supervised-ceiling-v1-2026-08-13,truthfulqa_llama8b,truthfulqa,family,1.0,30,6,0.6655847239180571,0.6733353683353683,0.7750644417311048
atomic-contribution-supervised-ceiling-v1-2026-08-13,truthfulqa_llama8b,truthfulqa,family,3.0,30,6,0.6655847239180571,0.6692331810850332,0.36484571669756827
atomic-contribution-supervised-ceiling-v1-2026-08-13,truthfulqa_llama8b,truthfulqa,family,10.0,30,6,0.6655847239180571,0.6668486486079079,0.12639246898506187
