held_group,geometry_id,selector,trust_class,full_selected_lambda,common_trust_factor,full_delta_auroc_pp,cross_delta_auroc_pp,full_minus_cross_pp,cross_lambda,actuator_was_selected
hotpotqa,residual_mutual_k7,max_mean,v1,3.0,0.5,-0.18055381755126554,-0.050054523677578455,-0.13049929387368708,,False
math500,residual_mutual_k7,max_mean,v1,3.0,0.5,-0.005316506688939349,-0.16689798559683,0.16158147890789065,,False
nq_open,residual_mutual_k7,max_mean,v1,1.0,0.5,-0.4479485827677876,-0.5168964509412066,0.06894786817341902,,False
sciq,residual_mutual_k7,max_mean,v1,3.0,0.5,0.5696707303178727,0.47852341346701355,0.0911473168508592,,False
squad_v2,residual_mutual_k7,max_mean,v1,30.0,0.5,0.3283390855678636,0.3489432433368522,-0.020604157768988607,,False
triviaqa,residual_mutual_k7,max_mean,v1,1.0,0.5,-0.15435749498408463,-0.20516216319994193,0.050804668215857315,,False
truthfulqa,residual_mutual_k7,max_mean,v1,3.0,0.25,0.21921466734872164,0.24457415621734757,-0.025359488868625935,,False
gsm8k,residual_mutual_k7,max_mean,expanded,10.0,1.0,0.38884761896420983,0.0025501087749513207,0.3862975101892585,,False
hotpotqa,residual_mutual_k7,max_mean,expanded,3.0,0.5,-0.18055381755126554,-0.050054523677578455,-0.13049929387368708,,False
math500,residual_mutual_k7,max_mean,expanded,3.0,0.5,-0.005316506688939349,-0.16689798559683,0.16158147890789065,,False
nq_open,residual_mutual_k7,max_mean,expanded,1.0,0.5,-0.4479485827677876,-0.5168964509412066,0.06894786817341902,,False
sciq,residual_mutual_k7,max_mean,expanded,3.0,0.5,0.5696707303178727,0.47852341346701355,0.0911473168508592,,False
squad_v2,residual_mutual_k7,max_mean,expanded,30.0,0.5,0.3283390855678636,0.3489432433368522,-0.020604157768988607,,False
triviaqa,residual_mutual_k7,max_mean,expanded,1.0,0.5,-0.15435749498408463,-0.20516216319994193,0.050804668215857315,,False
truthfulqa,residual_mutual_k7,max_mean,expanded,3.0,0.25,0.21921466734872164,0.24457415621734757,-0.025359488868625935,,False
gsm8k,contribution_union_k7,one_se,canonical,0.03,1.0,0.561888383988447,0.5530751581349191,0.008813225853527857,,False
hotpotqa,contribution_union_k7,one_se,canonical,0.3,1.0,0.27529988022667595,0.29496415738572423,-0.019664277159048282,,False
math500,contribution_union_k7,one_se,canonical,0.03,1.0,0.7811688014728113,0.7793490923499147,0.00181970912289664,,False
nq_open,contribution_union_k7,one_se,canonical,0.3,1.0,0.7673484913109041,0.8490891369070441,-0.08174064559614003,,False
sciq,contribution_union_k7,one_se,canonical,0.03,1.0,0.3076221943716484,0.35319585279707244,-0.045573658425424046,,False
squad_v2,contribution_union_k7,one_se,canonical,0.03,1.0,0.7755127953551266,0.7285907217803977,0.046922073574728884,,False
triviaqa,contribution_union_k7,one_se,canonical,1.0,1.0,-0.12897714170550706,0.0022270157629566967,-0.13120415746846376,,False
truthfulqa,contribution_union_k7,one_se,canonical,0.03,1.0,-0.07448444159130485,-0.10870163764333807,0.034217196052033216,,False
gsm8k,contribution_union_k7,one_se,v1,0.03,1.0,0.561888383988447,0.5530751581349191,0.008813225853527857,,False
hotpotqa,contribution_union_k7,one_se,v1,0.3,1.0,0.27529988022667595,0.29496415738572423,-0.019664277159048282,,False
math500,contribution_union_k7,one_se,v1,0.03,1.0,0.7811688014728113,0.7793490923499147,0.00181970912289664,,False
nq_open,contribution_union_k7,one_se,v1,0.3,1.0,0.7673484913109041,0.8490891369070441,-0.08174064559614003,,False
sciq,contribution_union_k7,one_se,v1,0.03,1.0,0.3076221943716484,0.35319585279707244,-0.045573658425424046,,False
squad_v2,contribution_union_k7,one_se,v1,0.03,1.0,0.7755127953551266,0.7285907217803977,0.046922073574728884,,False
triviaqa,contribution_union_k7,one_se,v1,1.0,1.0,-0.12897714170550706,0.0022270157629566967,-0.13120415746846376,,False
truthfulqa,contribution_union_k7,one_se,v1,0.03,1.0,-0.07448444159130485,-0.10870163764333807,0.034217196052033216,,False
gsm8k,contribution_union_k7,one_se,expanded,0.03,1.0,0.561888383988447,0.5530751581349191,0.008813225853527857,,False
hotpotqa,contribution_union_k7,one_se,expanded,0.3,1.0,0.27529988022667595,0.29496415738572423,-0.019664277159048282,,False
math500,contribution_union_k7,one_se,expanded,0.03,1.0,0.7811688014728113,0.7793490923499147,0.00181970912289664,,False
nq_open,contribution_union_k7,one_se,expanded,0.3,1.0,0.7673484913109041,0.8490891369070441,-0.08174064559614003,,False
sciq,contribution_union_k7,one_se,expanded,0.03,1.0,0.3076221943716484,0.35319585279707244,-0.045573658425424046,,False
squad_v2,contribution_union_k7,one_se,expanded,0.03,1.0,0.7755127953551266,0.7285907217803977,0.046922073574728884,,False
triviaqa,contribution_union_k7,one_se,expanded,1.0,1.0,-0.12897714170550706,0.0022270157629566967,-0.13120415746846376,,False
truthfulqa,contribution_union_k7,one_se,expanded,0.03,1.0,-0.07448444159130485,-0.10870163764333807,0.034217196052033216,,False
gsm8k,contribution_union_k7,max_mean,canonical,1.0,1.0,0.6636171189116113,0.5530751581349191,0.11054196077669218,,False
hotpotqa,contribution_union_k7,max_mean,canonical,3.0,1.0,0.28245052646632685,0.29496415738572423,-0.01251363091939739,,False
math500,contribution_union_k7,max_mean,canonical,1.0,1.0,0.808947507743496,0.7793490923499147,0.02959841539358129,,False
nq_open,contribution_union_k7,max_mean,canonical,3.0,1.0,0.5107769500664938,0.8490891369070441,-0.3383121868405503,,False
sciq,contribution_union_k7,max_mean,canonical,1.0,1.0,0.8317192662641082,0.35319585279707244,0.47852341346703575,,False
squad_v2,contribution_union_k7,max_mean,canonical,3.0,1.0,1.0613738413768559,0.7285907217803977,0.3327831195964581,,False
triviaqa,contribution_union_k7,max_mean,canonical,3.0,2.0,-0.9189690425520572,-0.8204455152505452,-0.09852352730151201,,False
truthfulqa,contribution_union_k7,max_mean,canonical,1.0,1.0,0.4501852691800923,-0.10870163764333807,0.5588869068234303,,False
gsm8k,contribution_union_k7,max_mean,v1,1.0,1.0,0.6636171189116113,0.5530751581349191,0.11054196077669218,,False
hotpotqa,contribution_union_k7,max_mean,v1,3.0,1.0,0.28245052646632685,0.29496415738572423,-0.01251363091939739,,False
math500,contribution_union_k7,max_mean,v1,1.0,1.0,0.808947507743496,0.7793490923499147,0.02959841539358129,,False
nq_open,contribution_union_k7,max_mean,v1,3.0,1.0,0.5107769500664938,0.8490891369070441,-0.3383121868405503,,False
sciq,contribution_union_k7,max_mean,v1,1.0,1.0,0.8317192662641082,0.35319585279707244,0.47852341346703575,,False
squad_v2,contribution_union_k7,max_mean,v1,3.0,1.0,1.0613738413768559,0.7285907217803977,0.3327831195964581,,False
triviaqa,contribution_union_k7,max_mean,v1,3.0,1.0,-0.19929979813948875,0.0022270157629566967,-0.20152681390244545,,False
truthfulqa,contribution_union_k7,max_mean,v1,1.0,1.0,0.4501852691800923,-0.10870163764333807,0.5588869068234303,,False
gsm8k,contribution_union_k7,max_mean,expanded,1.0,1.0,0.6636171189116113,0.5530751581349191,0.11054196077669218,,False
hotpotqa,contribution_union_k7,max_mean,expanded,3.0,1.0,0.28245052646632685,0.29496415738572423,-0.01251363091939739,,False
math500,contribution_union_k7,max_mean,expanded,1.0,1.0,0.808947507743496,0.7793490923499147,0.02959841539358129,,False
nq_open,contribution_union_k7,max_mean,expanded,3.0,1.0,0.5107769500664938,0.8490891369070441,-0.3383121868405503,,False
sciq,contribution_union_k7,max_mean,expanded,1.0,1.0,0.8317192662641082,0.35319585279707244,0.47852341346703575,,False
squad_v2,contribution_union_k7,max_mean,expanded,3.0,1.0,1.0613738413768559,0.7285907217803977,0.3327831195964581,,False
triviaqa,contribution_union_k7,max_mean,expanded,3.0,2.0,-0.9189690425520572,-0.8204455152505452,-0.09852352730151201,,False
truthfulqa,contribution_union_k7,max_mean,expanded,1.0,1.0,0.4501852691800923,-0.10870163764333807,0.5588869068234303,,False
gsm8k,dufs_union_k7,one_se,canonical,0.03,0.5,0.09102581027670698,0.08801536471480076,0.003010445561906221,,False
hotpotqa,dufs_union_k7,one_se,canonical,0.03,0.5,0.039328554318096565,0.04469153899784306,-0.005362984679746496,,False
math500,dufs_union_k7,one_se,canonical,0.03,0.5,0.11355158713544979,0.11476602083882793,-0.0012144337033781483,,False
nq_open,dufs_union_k7,one_se,canonical,0.03,0.5,0.5283411481895262,0.5274741256707238,0.0008670225188023295,,False
sciq,dufs_union_k7,one_se,canonical,30.0,0.5,0.06836048763814162,-0.022786829212717574,0.0911473168508592,,False
squad_v2,dufs_union_k7,one_se,canonical,0.03,0.5,-0.26467974097628133,-0.267103759537346,0.002424018561064667,,False
triviaqa,dufs_union_k7,one_se,canonical,10.0,0.5,0.12058634865306968,0.10246862702921744,0.018117721623852234,,False
truthfulqa,dufs_union_k7,one_se,canonical,0.03,0.5,-0.5047987398507758,-0.5049979929775961,0.00019925312682023133,,False
gsm8k,dufs_union_k7,one_se,v1,0.03,0.25,0.07181712384451089,0.07022847954805678,0.0015886442964541136,,False
hotpotqa,dufs_union_k7,one_se,v1,0.03,0.25,0.014301292479301786,0.014301292479312888,-1.1102230246251565e-14,,False
math500,dufs_union_k7,one_se,v1,0.03,0.25,0.09579542159842136,0.09512554714111499,0.0006698744573063764,,False
nq_open,dufs_union_k7,one_se,v1,0.03,0.25,0.2841596384236422,0.28411488887427616,4.4749549366063235e-05,,False
sciq,dufs_union_k7,one_se,v1,0.03,0.25,-0.011393414606364338,-0.011393414606364338,0.0,,False
squad_v2,dufs_union_k7,one_se,v1,0.03,0.25,-0.06562164533143733,-0.06504449805501133,-0.0005771472764259933,,False
triviaqa,dufs_union_k7,one_se,v1,0.03,0.25,0.0468611450226845,0.04460883444721657,0.0022523105754679307,,False
truthfulqa,dufs_union_k7,one_se,v1,0.03,0.25,-0.24057097976023512,-0.24058909368084302,1.8113920607909506e-05,,False
gsm8k,dufs_union_k7,one_se,expanded,0.03,0.25,0.07181712384451089,0.07022847954805678,0.0015886442964541136,,False
hotpotqa,dufs_union_k7,one_se,expanded,0.03,0.25,0.014301292479301786,0.014301292479312888,-1.1102230246251565e-14,,False
math500,dufs_union_k7,one_se,expanded,0.03,0.25,0.09579542159842136,0.09512554714111499,0.0006698744573063764,,False
nq_open,dufs_union_k7,one_se,expanded,0.03,0.25,0.2841596384236422,0.28411488887427616,4.4749549366063235e-05,,False
sciq,dufs_union_k7,one_se,expanded,0.03,0.25,-0.011393414606364338,-0.011393414606364338,0.0,,False
squad_v2,dufs_union_k7,one_se,expanded,0.03,0.25,-0.06562164533143733,-0.06504449805501133,-0.0005771472764259933,,False
triviaqa,dufs_union_k7,one_se,expanded,0.03,0.25,0.0468611450226845,0.04460883444721657,0.0022523105754679307,,False
truthfulqa,dufs_union_k7,one_se,expanded,0.03,0.25,-0.24057097976023512,-0.24058909368084302,1.8113920607909506e-05,,False
gsm8k,dufs_union_k7,max_mean,canonical,10.0,0.5,0.1920263850161108,0.08801536471480076,0.10401102030131004,,False
hotpotqa,dufs_union_k7,max_mean,canonical,100.0,0.5,0.05005452367756735,0.04469153899784306,0.005362984679724292,,False
math500,dufs_union_k7,max_mean,canonical,3.0,0.5,0.1398794069236442,0.11476602083882793,0.025113386084816267,,False
nq_open,dufs_union_k7,max_mean,canonical,10.0,0.5,0.5264392923418182,0.5274741256707238,-0.0010348333289056377,,False
sciq,dufs_union_k7,max_mean,canonical,10.0,0.5,0.07975390224451706,-0.022786829212717574,0.10254073145723464,,False
squad_v2,dufs_union_k7,max_mean,canonical,10.0,0.5,-0.20529128623040238,-0.267103759537346,0.061812473306943616,,False
triviaqa,dufs_union_k7,max_mean,canonical,10.0,0.5,0.12058634865306968,0.10246862702921744,0.018117721623852234,,False
truthfulqa,dufs_union_k7,max_mean,canonical,10.0,1.0,-1.0375653731395262,-1.08674466762404,0.04917929448451375,,False
gsm8k,dufs_union_k7,max_mean,v1,10.0,0.5,0.1920263850161108,0.08801536471480076,0.10401102030131004,,False
hotpotqa,dufs_union_k7,max_mean,v1,100.0,0.5,0.05005452367756735,0.04469153899784306,0.005362984679724292,,False
math500,dufs_union_k7,max_mean,v1,30.0,0.25,0.09788979139448983,0.09512554714111499,0.00276424425337485,,False
nq_open,dufs_union_k7,max_mean,v1,10.0,0.25,0.28236406275565784,0.28411488887427616,-0.0017508261186183205,,False
sciq,dufs_union_k7,max_mean,v1,10.0,0.25,0.05696707303176618,-0.011393414606364338,0.06836048763813052,,False
squad_v2,dufs_union_k7,max_mean,v1,10.0,0.5,-0.20529128623040238,-0.267103759537346,0.061812473306943616,,False
triviaqa,dufs_union_k7,max_mean,v1,10.0,0.25,0.05678208241627347,0.04460883444721657,0.012173247969056906,,False
truthfulqa,dufs_union_k7,max_mean,v1,10.0,1.0,-1.0375653731395262,-1.08674466762404,0.04917929448451375,,False
gsm8k,dufs_union_k7,max_mean,expanded,10.0,0.5,0.1920263850161108,0.08801536471480076,0.10401102030131004,,False
hotpotqa,dufs_union_k7,max_mean,expanded,100.0,0.5,0.05005452367756735,0.04469153899784306,0.005362984679724292,,False
math500,dufs_union_k7,max_mean,expanded,30.0,0.25,0.09788979139448983,0.09512554714111499,0.00276424425337485,,False
nq_open,dufs_union_k7,max_mean,expanded,10.0,0.25,0.28236406275565784,0.28411488887427616,-0.0017508261186183205,,False
sciq,dufs_union_k7,max_mean,expanded,10.0,0.25,0.05696707303176618,-0.011393414606364338,0.06836048763813052,,False
squad_v2,dufs_union_k7,max_mean,expanded,10.0,0.5,-0.20529128623040238,-0.267103759537346,0.061812473306943616,,False
triviaqa,dufs_union_k7,max_mean,expanded,10.0,0.25,0.05678208241627347,0.04460883444721657,0.012173247969056906,,False
truthfulqa,dufs_union_k7,max_mean,expanded,10.0,1.0,-1.0375653731395262,-1.08674466762404,0.04917929448451375,,False
gsm8k,residual_cosine_union_k7,one_se,canonical,1.0,0.5,-0.02459792972444363,-0.05914113810738031,0.034543208382936674,,False
hotpotqa,residual_cosine_union_k7,one_se,canonical,0.03,0.5,-0.17340317131160354,-0.17340317131160354,0.0,,False
math500,residual_cosine_union_k7,one_se,canonical,0.03,0.5,-0.3026971807478307,-0.32696782889536147,0.024270648147530764,,False
nq_open,residual_cosine_union_k7,one_se,canonical,0.03,0.5,-0.5767265984329195,-0.5811735849003963,0.004446986467476766,,False
sciq,residual_cosine_union_k7,one_se,canonical,0.03,0.5,0.19368804830806052,0.17090121909535405,0.022786829212706472,,False
squad_v2,residual_cosine_union_k7,one_se,canonical,1.0,0.5,0.16719956598525432,0.19986610183188036,-0.032666535846626044,,False
triviaqa,residual_cosine_union_k7,one_se,canonical,0.03,0.5,-0.19938668705190934,-0.20624883508458444,0.006862148032675108,,False
truthfulqa,residual_cosine_union_k7,one_se,canonical,0.03,0.5,0.21591793379579505,0.22702176713612632,-0.01110383334033127,,False
gsm8k,residual_cosine_union_k7,one_se,v1,0.03,0.25,0.0061000235805031,0.0020395519604388124,0.004060471620064288,,False
hotpotqa,residual_cosine_union_k7,one_se,v1,0.03,0.25,-0.09474606267541041,-0.09117073955557942,-0.0035753231198309976,,False
math500,residual_cosine_union_k7,one_se,v1,0.03,0.25,-0.08389808074642291,-0.0843705252008875,0.0004724444544645999,,False
nq_open,residual_cosine_union_k7,one_se,v1,0.03,0.25,-0.27215557180834127,-0.2742699880155075,0.0021144162071662365,,False
sciq,residual_cosine_union_k7,one_se,v1,0.03,0.25,0.13672097527628324,0.14811438988264758,-0.011393414606364338,,False
squad_v2,residual_cosine_union_k7,one_se,v1,0.03,0.25,0.16362125287131546,0.16142809322085006,0.002193159650465404,,False
triviaqa,residual_cosine_union_k7,one_se,v1,0.03,0.25,-0.07616173991585132,-0.0802942886480936,0.004132548732242269,,False
truthfulqa,residual_cosine_union_k7,one_se,v1,0.03,0.25,0.12326522982218924,0.1293696210712736,-0.006104391249084351,,False
gsm8k,residual_cosine_union_k7,one_se,expanded,0.03,0.25,0.0061000235805031,0.0020395519604388124,0.004060471620064288,,False
hotpotqa,residual_cosine_union_k7,one_se,expanded,0.03,0.25,-0.09474606267541041,-0.09117073955557942,-0.0035753231198309976,,False
math500,residual_cosine_union_k7,one_se,expanded,0.03,0.25,-0.08389808074642291,-0.0843705252008875,0.0004724444544645999,,False
nq_open,residual_cosine_union_k7,one_se,expanded,0.03,0.25,-0.27215557180834127,-0.2742699880155075,0.0021144162071662365,,False
sciq,residual_cosine_union_k7,one_se,expanded,0.03,0.25,0.13672097527628324,0.14811438988264758,-0.011393414606364338,,False
squad_v2,residual_cosine_union_k7,one_se,expanded,0.03,0.25,0.16362125287131546,0.16142809322085006,0.002193159650465404,,False
triviaqa,residual_cosine_union_k7,one_se,expanded,0.03,0.25,-0.07616173991585132,-0.0802942886480936,0.004132548732242269,,False
truthfulqa,residual_cosine_union_k7,one_se,expanded,0.03,0.25,0.12326522982218924,0.1293696210712736,-0.006104391249084351,,False
gsm8k,residual_cosine_union_k7,max_mean,canonical,1.0,0.5,-0.02459792972444363,-0.05914113810738031,0.034543208382936674,,False
hotpotqa,residual_cosine_union_k7,max_mean,canonical,3.0,0.5,-0.30211480362537513,-0.17340317131160354,-0.12871163231377158,,False
math500,residual_cosine_union_k7,max_mean,canonical,0.03,0.5,-0.3026971807478307,-0.32696782889536147,0.024270648147530764,,False
nq_open,residual_cosine_union_k7,max_mean,canonical,0.3,0.5,-0.5454019138822819,-0.5811735849003963,0.035771671018114404,,False
sciq,residual_cosine_union_k7,max_mean,canonical,0.03,0.5,0.19368804830806052,0.17090121909535405,0.022786829212706472,,False
squad_v2,residual_cosine_union_k7,max_mean,canonical,3.0,0.5,0.13811134325258934,0.19986610183188036,-0.061754758579291025,,False
triviaqa,residual_cosine_union_k7,max_mean,canonical,1.0,0.5,-0.15090943500553805,-0.20624883508458444,0.055339400079046384,,False
truthfulqa,residual_cosine_union_k7,max_mean,canonical,0.1,0.5,0.1937102671151214,0.22702176713612632,-0.033311500021004914,,False
gsm8k,residual_cosine_union_k7,max_mean,v1,3.0,0.25,0.022267918453877655,0.0020395519604388124,0.020228366493438843,,False
hotpotqa,residual_cosine_union_k7,max_mean,v1,0.1,0.25,-0.1108350167146277,-0.09117073955557942,-0.019664277159048282,,False
math500,residual_cosine_union_k7,max_mean,v1,0.3,0.25,-0.08953301444954764,-0.0843705252008875,-0.005162489248660133,,False
nq_open,residual_cosine_union_k7,max_mean,v1,1.0,0.25,-0.23643983772694277,-0.2742699880155075,0.037830150288564734,,False
sciq,residual_cosine_union_k7,max_mean,v1,0.03,0.25,0.13672097527628324,0.14811438988264758,-0.011393414606364338,,False
squad_v2,residual_cosine_union_k7,max_mean,v1,1.0,0.25,0.13643761615089733,0.16142809322085006,-0.02499047706995272,,False
triviaqa,residual_cosine_union_k7,max_mean,v1,1.0,0.25,-0.050165091600303434,-0.0802942886480936,0.030129197047790157,,False
truthfulqa,residual_cosine_union_k7,max_mean,v1,0.3,0.25,0.0899175019599241,0.1293696210712736,-0.03945211911134949,,False
gsm8k,residual_cosine_union_k7,max_mean,expanded,3.0,0.25,0.022267918453877655,0.0020395519604388124,0.020228366493438843,,False
hotpotqa,residual_cosine_union_k7,max_mean,expanded,0.1,0.25,-0.1108350167146277,-0.09117073955557942,-0.019664277159048282,,False
math500,residual_cosine_union_k7,max_mean,expanded,0.3,0.25,-0.08953301444954764,-0.0843705252008875,-0.005162489248660133,,False
nq_open,residual_cosine_union_k7,max_mean,expanded,1.0,0.25,-0.23643983772694277,-0.2742699880155075,0.037830150288564734,,False
sciq,residual_cosine_union_k7,max_mean,expanded,0.03,0.25,0.13672097527628324,0.14811438988264758,-0.011393414606364338,,False
squad_v2,residual_cosine_union_k7,max_mean,expanded,1.0,0.25,0.13643761615089733,0.16142809322085006,-0.02499047706995272,,False
triviaqa,residual_cosine_union_k7,max_mean,expanded,1.0,0.25,-0.050165091600303434,-0.0802942886480936,0.030129197047790157,,False
truthfulqa,residual_cosine_union_k7,max_mean,expanded,0.3,0.25,0.0899175019599241,0.1293696210712736,-0.03945211911134949,,False
gsm8k,residual_shrinkage_mahalanobis_union_k7,one_se,canonical,1.0,0.5,0.08233041239629757,-0.0464405840132065,0.12877099640950407,,False
hotpotqa,residual_shrinkage_mahalanobis_union_k7,one_se,canonical,0.3,0.5,0.012513630919386287,-0.03217790807844567,0.04469153899783196,,False
math500,residual_shrinkage_mahalanobis_union_k7,one_se,canonical,0.03,0.5,-0.30587189341870324,-0.29664637433849617,-0.009225519080207105,,False
nq_open,residual_shrinkage_mahalanobis_union_k7,one_se,canonical,0.03,0.5,-0.5636709174077104,-0.5692590173838052,0.005588099976094885,,False
sciq,residual_shrinkage_mahalanobis_union_k7,one_se,canonical,0.3,0.5,0.4329497550415784,0.26204853594622435,0.17090121909535405,,False
squad_v2,residual_shrinkage_mahalanobis_union_k7,one_se,canonical,1.0,0.5,0.2937679637089907,0.2715477935659738,0.022220170143016915,,False
triviaqa,residual_shrinkage_mahalanobis_union_k7,one_se,canonical,3.0,0.5,-0.20174685604525955,-0.24114006665238996,0.03939321060713041,,False
truthfulqa,residual_shrinkage_mahalanobis_union_k7,one_se,canonical,0.03,0.5,0.4425230807576619,0.4461820927229909,-0.0036590119653290287,,False
gsm8k,residual_shrinkage_mahalanobis_union_k7,one_se,v1,0.03,0.25,0.012312816051234242,0.009205728399919177,0.003107087651315065,,False
hotpotqa,residual_shrinkage_mahalanobis_union_k7,one_se,v1,0.03,0.25,-0.01072596935948189,-0.02145193871896378,0.01072596935948189,,False
math500,residual_shrinkage_mahalanobis_union_k7,one_se,v1,0.03,0.25,-0.08652808778679688,-0.090258263068137,0.0037301752813401244,,False
nq_open,residual_shrinkage_mahalanobis_union_k7,one_se,v1,0.03,0.25,-0.2680330195737324,-0.2711710817224655,0.003138062148733134,,False
sciq,residual_shrinkage_mahalanobis_union_k7,one_se,v1,0.03,0.25,0.22786829212714244,0.2164748775207892,0.011393414606353236,,False
squad_v2,residual_shrinkage_mahalanobis_union_k7,one_se,v1,0.03,0.25,0.19657636235616005,0.1935174817910279,0.0030588805651321493,,False
triviaqa,residual_shrinkage_mahalanobis_union_k7,one_se,v1,0.03,0.25,-0.10428239350275999,-0.10531228890089395,0.0010298953981339619,,False
truthfulqa,residual_shrinkage_mahalanobis_union_k7,one_se,v1,0.03,0.25,0.23374203168632368,0.23716556268358335,-0.0034235309972596717,,False
gsm8k,residual_shrinkage_mahalanobis_union_k7,one_se,expanded,0.03,0.25,0.012312816051234242,0.009205728399919177,0.003107087651315065,,False
hotpotqa,residual_shrinkage_mahalanobis_union_k7,one_se,expanded,0.03,0.25,-0.01072596935948189,-0.02145193871896378,0.01072596935948189,,False
math500,residual_shrinkage_mahalanobis_union_k7,one_se,expanded,0.03,0.25,-0.08652808778679688,-0.090258263068137,0.0037301752813401244,,False
nq_open,residual_shrinkage_mahalanobis_union_k7,one_se,expanded,0.03,0.25,-0.2680330195737324,-0.2711710817224655,0.003138062148733134,,False
sciq,residual_shrinkage_mahalanobis_union_k7,one_se,expanded,0.03,0.25,0.22786829212714244,0.2164748775207892,0.011393414606353236,,False
squad_v2,residual_shrinkage_mahalanobis_union_k7,one_se,expanded,0.03,0.25,0.19657636235616005,0.1935174817910279,0.0030588805651321493,,False
triviaqa,residual_shrinkage_mahalanobis_union_k7,one_se,expanded,0.03,0.25,-0.10428239350275999,-0.10531228890089395,0.0010298953981339619,,False
truthfulqa,residual_shrinkage_mahalanobis_union_k7,one_se,expanded,0.03,0.25,0.23374203168632368,0.23716556268358335,-0.0034235309972596717,,False
gsm8k,residual_shrinkage_mahalanobis_union_k7,max_mean,canonical,3.0,0.5,0.1447323964654612,-0.0464405840132065,0.1911729804786677,,False
hotpotqa,residual_shrinkage_mahalanobis_union_k7,max_mean,canonical,10.0,0.5,-0.11977332451420519,-0.03217790807844567,-0.08759541643575952,,False
math500,residual_shrinkage_mahalanobis_union_k7,max_mean,canonical,3.0,0.5,-0.23910852943766378,-0.29664637433849617,0.057537844900832365,,False
nq_open,residual_shrinkage_mahalanobis_union_k7,max_mean,canonical,1.0,0.5,-0.47233149347425396,-0.5692590173838052,0.09692752390955128,,False
sciq,residual_shrinkage_mahalanobis_union_k7,max_mean,canonical,3.0,0.5,0.7063917055941671,0.26204853594622435,0.44434316964794274,,False
squad_v2,residual_shrinkage_mahalanobis_union_k7,max_mean,canonical,30.0,0.5,0.16529497997299636,0.2715477935659738,-0.10625281359297745,,False
triviaqa,residual_shrinkage_mahalanobis_union_k7,max_mean,canonical,10.0,0.5,-0.20901862639967442,-0.24114006665238996,0.03212144025271555,,False
truthfulqa,residual_shrinkage_mahalanobis_union_k7,max_mean,canonical,3.0,0.5,0.34548680799389997,0.4461820927229909,-0.10069528472909095,,False
gsm8k,residual_shrinkage_mahalanobis_union_k7,max_mean,v1,3.0,0.5,0.1447323964654612,-0.0464405840132065,0.1911729804786677,,False
hotpotqa,residual_shrinkage_mahalanobis_union_k7,max_mean,v1,10.0,0.5,-0.11977332451420519,-0.03217790807844567,-0.08759541643575952,,False
math500,residual_shrinkage_mahalanobis_union_k7,max_mean,v1,3.0,0.5,-0.23910852943766378,-0.29664637433849617,0.057537844900832365,,False
nq_open,residual_shrinkage_mahalanobis_union_k7,max_mean,v1,3.0,0.25,-0.20291123787041787,-0.2711710817224655,0.06825984385204764,,False
sciq,residual_shrinkage_mahalanobis_union_k7,max_mean,v1,3.0,0.5,0.7063917055941671,0.26204853594622435,0.44434316964794274,,False
squad_v2,residual_shrinkage_mahalanobis_union_k7,max_mean,v1,3.0,0.25,0.19288261978693821,0.1935174817910279,-0.0006348620040896868,,False
triviaqa,residual_shrinkage_mahalanobis_union_k7,max_mean,v1,10.0,0.5,-0.20901862639967442,-0.24114006665238996,0.03212144025271555,,False
truthfulqa,residual_shrinkage_mahalanobis_union_k7,max_mean,v1,3.0,0.25,0.18762398978665606,0.23716556268358335,-0.04954157289692729,,False
gsm8k,residual_shrinkage_mahalanobis_union_k7,max_mean,expanded,3.0,0.5,0.1447323964654612,-0.0464405840132065,0.1911729804786677,,False
hotpotqa,residual_shrinkage_mahalanobis_union_k7,max_mean,expanded,10.0,0.5,-0.11977332451420519,-0.03217790807844567,-0.08759541643575952,,False
math500,residual_shrinkage_mahalanobis_union_k7,max_mean,expanded,3.0,0.5,-0.23910852943766378,-0.29664637433849617,0.057537844900832365,,False
nq_open,residual_shrinkage_mahalanobis_union_k7,max_mean,expanded,3.0,0.25,-0.20291123787041787,-0.2711710817224655,0.06825984385204764,,False
sciq,residual_shrinkage_mahalanobis_union_k7,max_mean,expanded,3.0,0.5,0.7063917055941671,0.26204853594622435,0.44434316964794274,,False
squad_v2,residual_shrinkage_mahalanobis_union_k7,max_mean,expanded,3.0,0.25,0.19288261978693821,0.1935174817910279,-0.0006348620040896868,,False
triviaqa,residual_shrinkage_mahalanobis_union_k7,max_mean,expanded,10.0,0.5,-0.20901862639967442,-0.24114006665238996,0.03212144025271555,,False
truthfulqa,residual_shrinkage_mahalanobis_union_k7,max_mean,expanded,3.0,0.25,0.18762398978665606,0.23716556268358335,-0.04954157289692729,,False
