cell,domain,family,method,auroc,auprc,delta_pp,feature
lapeigvals_gsm8k_mistral24b,math,gsm8k,top_proxy_atomic,0.8334900295700963,0.9791883193917061,-1.3541587686708545,epr_energy
lapeigvals_gsm8k_mistral24b,math,gsm8k,oracle_atomic,0.8471605125483357,0.9823661615016306,0.012889529153081725,min_energy
lapeigvals_gsm8k_nemo,math,gsm8k,uniform_atomic_k7_lambda0.3,0.7974121470647979,0.9393494249712843,0.09100142189721883,
lapeigvals_gsm8k_nemo,math,gsm8k,uniform_atomic_k7_lambda1,0.7979159049360146,0.9405238519418986,0.14137720901888917,
lapeigvals_gsm8k_nemo,math,gsm8k,uniform_atomic_k7_lambda3,0.7976193378021532,0.9412372890698167,0.11172049563275,
lapeigvals_gsm8k_nemo,math,gsm8k,uniform_atomic_k15_lambda0.3,0.7973796465569775,0.9393088400114677,0.0877513711151745,
lapeigvals_gsm8k_nemo,math,gsm8k,uniform_atomic_k15_lambda1,0.7978630916108064,0.9404489077242091,0.13609587649806576,
lapeigvals_gsm8k_nemo,math,gsm8k,uniform_atomic_k15_lambda3,0.797611212675198,0.9411885713902304,0.11090798293722504,
lapeigvals_gsm8k_nemo,math,gsm8k,uniform_atomic_k30_lambda0.3,0.7972862075969936,0.9392063389255898,0.07840747511679291,
lapeigvals_gsm8k_nemo,math,gsm8k,uniform_atomic_k30_lambda1,0.7977777777777778,0.9402897493608121,0.12756449319520913,
lapeigvals_gsm8k_nemo,math,gsm8k,uniform_atomic_k30_lambda3,0.7976315254925859,0.9410575539043395,0.11293926467601523,
lapeigvals_gsm8k_nemo,math,gsm8k,projected_ridge_lambda0.3,0.7967986999796872,0.9383972838153132,0.02965671338615028,
lapeigvals_gsm8k_nemo,math,gsm8k,projected_ridge_lambda1,0.7970952671135487,0.9388538884496653,0.05931342677230056,
lapeigvals_gsm8k_nemo,math,gsm8k,projected_ridge_lambda3,0.7972943327239488,0.9391955205359563,0.07921998781230677,
lapeigvals_gsm8k_nemo,math,gsm8k,iu_pcr,0.7965021328458257,0.9379572302040322,0.0,
lapeigvals_gsm8k_nemo,math,gsm8k,top_proxy_atomic,0.7972537070891732,0.9426740832220063,0.07515742433474859,topk_tail_mass
lapeigvals_gsm8k_nemo,math,gsm8k,oracle_atomic,0.7972537070891732,0.9426740832220063,0.07515742433474859,topk_tail_mass
lapeigvals_gsm8k_phi35,math,gsm8k,uniform_atomic_k7_lambda0.3,0.8122491300207371,0.9557882570397477,0.01424006977633896,
lapeigvals_gsm8k_phi35,math,gsm8k,uniform_atomic_k7_lambda1,0.8119376284943796,0.9558136142758827,-0.016910082859411535,
lapeigvals_gsm8k_phi35,math,gsm8k,uniform_atomic_k7_lambda3,0.811457026139428,0.9558092670188918,-0.06497031835456246,
lapeigvals_gsm8k_phi35,math,gsm8k,uniform_atomic_k15_lambda0.3,0.8122758301515678,0.9558098868894178,0.016910082859411535,
lapeigvals_gsm8k_phi35,math,gsm8k,uniform_atomic_k15_lambda1,0.8118886782545234,0.955809219160794,-0.021805106845029787,
lapeigvals_gsm8k_phi35,math,gsm8k,uniform_atomic_k15_lambda3,0.8113947258341566,0.9558015993891313,-0.0712003488817059,
lapeigvals_gsm8k_phi35,math,gsm8k,uniform_atomic_k30_lambda0.3,0.8122669301079575,0.9558050212649161,0.01602007849837994,
lapeigvals_gsm8k_phi35,math,gsm8k,uniform_atomic_k30_lambda1,0.8118753281891081,0.955808412945656,-0.023140113386554972,
lapeigvals_gsm8k_phi35,math,gsm8k,uniform_atomic_k30_lambda3,0.8113902758123515,0.9558011311136,-0.0716453510622217,
lapeigvals_gsm8k_phi35,math,gsm8k,projected_ridge_lambda0.3,0.8122669301079575,0.9558064124206784,0.01602007849837994,
lapeigvals_gsm8k_phi35,math,gsm8k,projected_ridge_lambda1,0.8120043788214562,0.9558236847538866,-0.0102350501517523,
lapeigvals_gsm8k_phi35,math,gsm8k,projected_ridge_lambda3,0.811666177164268,0.9558156248644998,-0.04405521587056427,
lapeigvals_gsm8k_phi35,math,gsm8k,iu_pcr,0.8121067293229737,0.9556249159922026,0.0,
lapeigvals_gsm8k_phi35,math,gsm8k,top_proxy_atomic,0.8089739139721785,0.9554120438800726,-0.3132815350795126,topk_tail_mass
lapeigvals_gsm8k_phi35,math,gsm8k,oracle_atomic,0.8123069803042036,0.9557909863256749,0.020025098122988805,epr_energy
noise_gsm8k_mistral7b,math,gsm8k,uniform_atomic_k7_lambda0.3,0.7833553288054849,0.7583963752136221,-0.03563726324211647,
noise_gsm8k_mistral7b,math,gsm8k,uniform_atomic_k7_lambda1,0.7829851611034216,0.7569892477780157,-0.07265403344843824,
noise_gsm8k_mistral7b,math,gsm8k,uniform_atomic_k7_lambda3,0.7826333868275478,0.7555999932808016,-0.1078314610358233,
noise_gsm8k_mistral7b,math,gsm8k,uniform_atomic_k15_lambda0.3,0.7833507304489375,0.7583861061147604,-0.03609709889684787,
noise_gsm8k_mistral7b,math,gsm8k,uniform_atomic_k15_lambda1,0.7829828619251479,0.7569881466972054,-0.07288395127581504,
noise_gsm8k_mistral7b,math,gsm8k,uniform_atomic_k15_lambda3,0.7826333868275478,0.7555999932808016,-0.1078314610358233,
noise_gsm8k_mistral7b,math,gsm8k,uniform_atomic_k30_lambda0.3,0.7833461320923902,0.7583843709963903,-0.03655693455157927,
noise_gsm8k_mistral7b,math,gsm8k,uniform_atomic_k30_lambda1,0.7829897594599691,0.7570231462150865,-0.07219419779369574,
noise_gsm8k_mistral7b,math,gsm8k,uniform_atomic_k30_lambda3,0.7826333868275479,0.7556446007308866,-0.1078314610358122,
noise_gsm8k_mistral7b,math,gsm8k,projected_ridge_lambda0.3,0.7835576564935692,0.7593114250577887,-0.015404494433679528,
noise_gsm8k_mistral7b,math,gsm8k,projected_ridge_lambda1,0.7835967425242218,0.7590755933651527,-0.01149589136841822,
noise_gsm8k_mistral7b,math,gsm8k,projected_ridge_lambda3,0.7834587918278008,0.758858379242831,-0.025290961010526747,
noise_gsm8k_mistral7b,math,gsm8k,iu_pcr,0.783711701437906,0.759413683767168,0.0,
noise_gsm8k_mistral7b,math,gsm8k,top_proxy_atomic,0.7732113542619868,0.7383090756986785,-1.050034717591919,epr_spilled
noise_gsm8k_mistral7b,math,gsm8k,oracle_atomic,0.783711701437906,0.7594411252747106,0.0,sw_var_peak
noise_gsm8k_phi3mini,math,gsm8k,uniform_atomic_k7_lambda0.3,0.677562428867912,0.8230243016393874,0.2114436187543367,
noise_gsm8k_phi3mini,math,gsm8k,uniform_atomic_k7_lambda1,0.6793114413871594,0.8246628495555386,0.3863448706790784,
noise_gsm8k_phi3mini,math,gsm8k,uniform_atomic_k7_lambda3,0.6804216598603022,0.8253312127733439,0.49736671799336385,
noise_gsm8k_phi3mini,math,gsm8k,uniform_atomic_k15_lambda0.3,0.6775512708933075,0.823046215522437,0.2103278212938875,
noise_gsm8k_phi3mini,math,gsm8k,uniform_atomic_k15_lambda1,0.6792947044252527,0.8246511457990935,0.3846711744884157,
noise_gsm8k_phi3mini,math,gsm8k,uniform_atomic_k15_lambda3,0.6803491330253733,0.8252902493860781,0.4901140345004662,
noise_gsm8k_phi3mini,math,gsm8k,uniform_atomic_k30_lambda0.3,0.6775289549440986,0.823019406326261,0.20809622637300018,
noise_gsm8k_phi3mini,math,gsm8k,uniform_atomic_k30_lambda1,0.679300283412555,0.8246105656749538,0.3852290732186403,
noise_gsm8k_phi3mini,math,gsm8k,uniform_atomic_k30_lambda3,0.6803491330253733,0.8253374269041671,0.4901140345004662,
noise_gsm8k_phi3mini,math,gsm8k,projected_ridge_lambda0.3,0.6771830577313607,0.8228994800413605,0.17350650509920795,
noise_gsm8k_phi3mini,math,gsm8k,projected_ridge_lambda1,0.6787758586061458,0.824208996473248,0.33278659257771626,
noise_gsm8k_phi3mini,math,gsm8k,projected_ridge_lambda3,0.6796573385998974,0.8248852684502471,0.42093459195288174,
noise_gsm8k_phi3mini,math,gsm8k,iu_pcr,0.6754479926803686,0.8211503628863206,0.0,
noise_gsm8k_phi3mini,math,gsm8k,top_proxy_atomic,0.6817299323826739,0.8257792641041692,0.6281939702305284,topk_tail_mass
noise_gsm8k_phi3mini,math,gsm8k,oracle_atomic,0.6817299323826739,0.8257792641041692,0.6281939702305284,topk_tail_mass
math500_dsmath7b,math,math500,uniform_atomic_k7_lambda0.3,0.7892570933506605,0.46813064173573166,0.19493177387914784,
math500_dsmath7b,math,math500,uniform_atomic_k7_lambda1,0.7890405024907949,0.4721448867323628,0.17327268789258943,
math500_dsmath7b,math,math500,uniform_atomic_k7_lambda3,0.7904122446032776,0.4822280622519288,0.3104468991408593,
math500_dsmath7b,math,math500,uniform_atomic_k15_lambda0.3,0.7891126994440835,0.4688768046593268,0.18049238322144223,
math500_dsmath7b,math,math500,uniform_atomic_k15_lambda1,0.7893292903039492,0.47674031434979486,0.20215146920801175,
math500_dsmath7b,math,math500,uniform_atomic_k15_lambda3,0.7896902750703919,0.47854632433726474,0.23824994585228687,
math500_dsmath7b,math,math500,uniform_atomic_k30_lambda0.3,0.7892570933506605,0.46897070406762353,0.19493177387914784,
math500_dsmath7b,math,math500,uniform_atomic_k30_lambda1,0.7893292903039492,0.47674031434979486,0.20215146920801175,
math500_dsmath7b,math,math500,uniform_atomic_k30_lambda3,0.7898346689769691,0.4786363718604443,0.2526893365100036,
math500_dsmath7b,math,math500,projected_ridge_lambda0.3,0.7896180781171034,0.4620739445576697,0.23103025052343407,
math500_dsmath7b,math,math500,projected_ridge_lambda1,0.7894014872572377,0.47215795219418555,0.20937116453686455,
math500_dsmath7b,math,math500,projected_ridge_lambda3,0.789545881163815,0.47581499330242527,0.22381055519459236,
math500_dsmath7b,math,math500,iu_pcr,0.787307775611869,0.45984998144513095,0.0,
math500_dsmath7b,math,math500,top_proxy_atomic,0.7783553534040863,0.445483313160088,-0.8952422207782695,cusum_max
math500_dsmath7b,math,math500,oracle_atomic,0.787668760378312,0.45972495657660656,0.03609847664429733,spectral_entropy
math500_qwenmath7b,math,math500,uniform_atomic_k7_lambda0.3,0.8968686612576066,0.8254479305126589,-0.25988843813387064,
math500_qwenmath7b,math,math500,uniform_atomic_k7_lambda1,0.8961080121703855,0.8247643054445606,-0.3359533468559772,
math500_qwenmath7b,math,math500,uniform_atomic_k7_lambda3,0.8957276876267747,0.8242691424085177,-0.37398580121705827,
math500_qwenmath7b,math,math500,uniform_atomic_k15_lambda0.3,0.8969954361054768,0.8254749583772863,-0.24721095334684362,
math500_qwenmath7b,math,math500,uniform_atomic_k15_lambda1,0.8962981744421907,0.8248021448104352,-0.31693711967545335,
math500_qwenmath7b,math,math500,uniform_atomic_k15_lambda3,0.895854462474645,0.8244809334812809,-0.36130831643003125,
math500_qwenmath7b,math,math500,uniform_atomic_k30_lambda0.3,0.8962981744421907,0.8248021448104352,-0.31693711967545335,
math500_qwenmath7b,math,math500,uniform_atomic_k30_lambda1,0.8952839756592291,0.8239440257748307,-0.41835699797161396,
math500_qwenmath7b,math,math500,uniform_atomic_k30_lambda3,0.8952839756592292,0.824148985442382,-0.41835699797160286,
math500_qwenmath7b,math,math500,projected_ridge_lambda0.3,0.8978828600405678,0.8263287005340271,-0.15846855983774333,
math500_qwenmath7b,math,math500,projected_ridge_lambda1,0.8975025354969576,0.8261755162284372,-0.19650101419876886,
math500_qwenmath7b,math,math500,projected_ridge_lambda3,0.897122210953347,0.825500890217074,-0.2345334685598277,
math500_qwenmath7b,math,math500,iu_pcr,0.8994675456389453,0.8271974674958583,0.0,
math500_qwenmath7b,math,math500,top_proxy_atomic,0.8907200811359026,0.8184277379441186,-0.8747464503042646,hl_ratio
math500_qwenmath7b,math,math500,oracle_atomic,0.9265339756592292,0.8363449290000315,2.706643002028397,hurst_exponent
math500_r1distill8b,math,math500,uniform_atomic_k7_lambda0.3,0.8326994131710499,0.6315111791834569,0.06520321669204465,
math500_r1distill8b,math,math500,uniform_atomic_k7_lambda1,0.8331884372962399,0.632246269729042,0.11410562921104761,
math500_r1distill8b,math,math500,uniform_atomic_k7_lambda3,0.8335144533797,0.6333404383971084,0.14670723755705328,
math500_r1distill8b,math,math500,uniform_atomic_k15_lambda0.3,0.8328080851988697,0.6315710127063926,0.07607041947402804,
math500_r1distill8b,math,math500,uniform_atomic_k15_lambda1,0.83313410128233,0.6322310703237006,0.10867202782005592,
math500_r1distill8b,math,math500,uniform_atomic_k15_lambda3,0.8334601173657902,0.6332378333860732,0.1412736361660727,
math500_r1distill8b,math,math500,uniform_atomic_k30_lambda0.3,0.8325907411432296,0.6317635939927364,0.054336013910016856,
math500_r1distill8b,math,math500,uniform_atomic_k30_lambda1,0.8328624212127798,0.6326083308826854,0.08150402086503084,
math500_r1distill8b,math,math500,uniform_atomic_k30_lambda3,0.8332427733101498,0.6325367796816009,0.1195392306020393,
math500_r1distill8b,math,math500,projected_ridge_lambda0.3,0.8315583568789393,0.6328571450797021,-0.04890241251901406,
math500_r1distill8b,math,math500,projected_ridge_lambda1,0.8316670289067594,0.6326421595380585,-0.03803520973700847,
math500_r1distill8b,math,math500,projected_ridge_lambda3,0.8315583568789394,0.6325330609912345,-0.04890241251900296,
math500_r1distill8b,math,math500,iu_pcr,0.8320473810041294,0.6327839037585482,0.0,
math500_r1distill8b,math,math500,top_proxy_atomic,0.827809171919148,0.6290555175005914,-0.42382090849814036,cusum_max
math500_r1distill8b,math,math500,oracle_atomic,0.8341121495327104,0.6370641123751829,0.20647685285809514,mean_logprob_entropy
math500_r1distill8b_mn4096,math,math500,uniform_atomic_k7_lambda0.3,0.832282471626734,0.7223356563210993,0.05137546121153358,
math500_r1distill8b_mn4096,math,math500,uniform_atomic_k7_lambda1,0.8329363411330625,0.72266056461648,0.1167624118443844,
math500_r1distill8b_mn4096,math,math500,uniform_atomic_k7_lambda3,0.8332165709214889,0.7229628700588708,0.14478539068703,
math500_r1distill8b_mn4096,math,math500,uniform_atomic_k15_lambda0.3,0.832282471626734,0.7223356563210993,0.05137546121153358,
math500_r1distill8b_mn4096,math,math500,uniform_atomic_k15_lambda1,0.8329363411330626,0.72264417508174,0.11676241184439551,
math500_r1distill8b_mn4096,math,math500,uniform_atomic_k15_lambda3,0.8332165709214889,0.7229707392442006,0.14478539068703,
math500_r1distill8b_mn4096,math,math500,uniform_atomic_k30_lambda0.3,0.8324225865209472,0.7227688941038097,0.06538695063286193,
math500_r1distill8b_mn4096,math,math500,uniform_atomic_k30_lambda1,0.8332165709214889,0.7229707392442006,0.14478539068703,
math500_r1distill8b_mn4096,math,math500,uniform_atomic_k30_lambda3,0.8333099808509644,0.7228221459121464,0.15412638363457853,
math500_r1distill8b_mn4096,math,math500,projected_ridge_lambda0.3,0.8296669936014199,0.7225530058975722,-0.21017234131986973,
math500_r1distill8b_mn4096,math,math500,projected_ridge_lambda1,0.8279856148708608,0.7212759723616021,-0.3783102143757877,
math500_r1distill8b_mn4096,math,math500,projected_ridge_lambda3,0.8275185652234832,0.7217029195833075,-0.4250151791135415,
math500_r1distill8b_mn4096,math,math500,iu_pcr,0.8317687170146186,0.7217647284371385,0.0,
math500_r1distill8b_mn4096,math,math500,top_proxy_atomic,0.8113119424594835,0.7108317530387293,-2.045677455513517,cusum_max
math500_r1distill8b_mn4096,math,math500,oracle_atomic,0.8374667227126245,0.7298706916468592,0.5698005698005826,spectral_entropy
trace_gsm8k_llama8b_k10,math,gsm8k,uniform_atomic_k7_lambda0.3,0.8134955533596837,0.9078228911367595,-0.008728590250339785,
trace_gsm8k_llama8b_k10,math,gsm8k,uniform_atomic_k7_lambda1,0.8134477931488802,0.9078998933083327,-0.013504611330694694,
trace_gsm8k_llama8b_k10,math,gsm8k,uniform_atomic_k7_lambda3,0.8134086791831358,0.9079182964657995,-0.017416007905135533,
trace_gsm8k_llama8b_k10,math,gsm8k,uniform_atomic_k15_lambda0.3,0.8134974061264822,0.9078230840638652,-0.008543313570485989,
trace_gsm8k_llama8b_k10,math,gsm8k,uniform_atomic_k15_lambda1,0.8134510869565217,0.9078968006932401,-0.01317523056654224,
trace_gsm8k_llama8b_k10,math,gsm8k,uniform_atomic_k15_lambda3,0.8134148550724638,0.9079212272668873,-0.016798418972330253,
trace_gsm8k_llama8b_k10,math,gsm8k,uniform_atomic_k30_lambda0.3,0.8135136693017128,0.907829142587777,-0.006916996047434676,
trace_gsm8k_llama8b_k10,math,gsm8k,uniform_atomic_k30_lambda1,0.8134638504611331,0.907874857444334,-0.011898880105398746,
trace_gsm8k_llama8b_k10,math,gsm8k,uniform_atomic_k30_lambda3,0.8134222661396575,0.9078964220801241,-0.016057312252959477,
trace_gsm8k_llama8b_k10,math,gsm8k,projected_ridge_lambda0.3,0.8134848484848485,0.9073106544755118,-0.009799077733863015,
trace_gsm8k_llama8b_k10,math,gsm8k,projected_ridge_lambda1,0.813381093544137,0.9070118509373496,-0.020174571805009478,
trace_gsm8k_llama8b_k10,math,gsm8k,projected_ridge_lambda3,0.8132841320816865,0.9068474227001833,-0.02987071805006236,
trace_gsm8k_llama8b_k10,math,gsm8k,iu_pcr,0.8135828392621871,0.9077833350862548,0.0,
trace_gsm8k_llama8b_k10,math,gsm8k,top_proxy_atomic,0.801253087944664,0.8984855994956779,-1.2329751317523119,logprob_margin
trace_gsm8k_llama8b_k10,math,gsm8k,oracle_atomic,0.8135836627140975,0.9077939621203783,8.234519104366456e-05,sw_var_peak_spilled
trace_math500_qwenmath15b_k10,math,math500,uniform_atomic_k7_lambda0.3,0.6863319611462723,0.30950790577122966,-0.0030600714985618005,
trace_math500_qwenmath15b_k10,math,math500,uniform_atomic_k7_lambda1,0.6862975353419133,0.30953135845393254,-0.006502651934459092,
trace_math500_qwenmath15b_k10,math,math500,uniform_atomic_k7_lambda3,0.6863181908245286,0.3096479218911014,-0.004437103672927378,
trace_math500_qwenmath15b_k10,math,math500,uniform_atomic_k15_lambda0.3,0.6863296660926482,0.3095131595699804,-0.0032895768609653153,
trace_math500_qwenmath15b_k10,math,math500,uniform_atomic_k15_lambda1,0.6862929452346653,0.3095278649716189,-0.006961662659255019,
trace_math500_qwenmath15b_k10,math,math500,uniform_atomic_k15_lambda3,0.6863082455921582,0.3096185160634902,-0.005431626909968568,
trace_math500_qwenmath15b_k10,math,math500,uniform_atomic_k30_lambda0.3,0.6863442014322665,0.30952933000789895,-0.0018360428991393007,
trace_math500_qwenmath15b_k10,math,math500,uniform_atomic_k30_lambda1,0.6862937102525402,0.30958386792226994,-0.006885160871772378,
trace_math500_qwenmath15b_k10,math,math500,uniform_atomic_k30_lambda3,0.6863197208602779,0.30963477242256915,-0.0042841000979954025,
trace_math500_qwenmath15b_k10,math,math500,projected_ridge_lambda0.3,0.6863801572723748,0.3091583523365472,0.0017595411116899662,
trace_math500_qwenmath15b_k10,math,math500,projected_ridge_lambda1,0.6863748021472522,0.30908986126368854,0.001224028599433602,
trace_math500_qwenmath15b_k10,math,math500,projected_ridge_lambda3,0.6863778622187507,0.30907436785746956,0.0015300357492864514,
trace_math500_qwenmath15b_k10,math,math500,iu_pcr,0.6863625618612579,0.3091775476763957,0.0,
trace_math500_qwenmath15b_k10,math,math500,top_proxy_atomic,0.6837171300507436,0.3030601970733705,-0.26454318105142427,cusum_max_spilled
trace_math500_qwenmath15b_k10,math,math500,oracle_atomic,0.686390102504745,0.30861597048213785,0.002754064348708951,spectral_entropy
