cell,domain,family,method,auroc,auprc,delta_pp
spilled_triviaqa_llama8b,QA,triviaqa,family_blocked__lambda_0p3,0.9326666666666668,0.5125710531960532,0.06666666666667043
spilled_triviaqa_llama8b,QA,triviaqa,family_blocked__lambda_1,0.932,0.512390873015873,0.0
spilled_triviaqa_llama8b,QA,triviaqa,family_blocked__lambda_3,0.9326666666666666,0.5132309267793138,0.06666666666665932
truthfulqa_llama8b,QA,truthfulqa,deployed_upcr,0.6607353237392349,0.1885029130163223,-0.08243645274368383
truthfulqa_llama8b,QA,truthfulqa,iu_pcr,0.6615596882666718,0.1905679328489564,0.0
truthfulqa_llama8b,QA,truthfulqa,dufs_liu,0.6601734299215886,0.18931278176648092,-0.13862583450832133
truthfulqa_llama8b,QA,truthfulqa,raw_uniform_liu,0.6617770553141171,0.19049214856095617,0.02173670474453493
truthfulqa_llama8b,QA,truthfulqa,atomic_random__lambda_0p1,0.6611195199955947,0.19015834749052202,-0.044016827107706824
truthfulqa_llama8b,QA,truthfulqa,family_blocked__lambda_0p1,0.6612204145334506,0.19026947032961308,-0.033927373322117926
truthfulqa_llama8b,QA,truthfulqa,dependency_blocked_t4__lambda_0p1,0.6613809038701478,0.19048498733382713,-0.01787843965239677
truthfulqa_llama8b,QA,truthfulqa,dependency_blocked_t8__lambda_0p1,0.6614359701888339,0.1904992647715964,-0.012371807783784217
truthfulqa_llama8b,QA,truthfulqa,dependency_direct__lambda_0p1,0.6617386538024018,0.19038586228649595,0.01789655357300468
truthfulqa_llama8b,QA,truthfulqa,dependency_node_permuted__lambda_0p1,0.6615535295336608,0.19056788302141686,-0.0006158733011019102
truthfulqa_llama8b,QA,truthfulqa,dependency_blocked_k5__lambda_0p1,0.6614843343568907,0.19057386928595094,-0.007535390978108403
truthfulqa_llama8b,QA,truthfulqa,dependency_blocked_k11__lambda_0p1,0.6614644090442081,0.1905281007018926,-0.009527922246366227
truthfulqa_llama8b,QA,truthfulqa,dependency_blocked__lambda_0p1,0.6614830663824472,0.19057373492702914,-0.007662188422452587
truthfulqa_llama8b,QA,truthfulqa,atomic_random__lambda_0,0.6615596882666718,0.1905679328489564,0.0
truthfulqa_llama8b,QA,truthfulqa,atomic_random__lambda_0p03,0.6614296303166168,0.19049379115040352,-0.013005795005494036
truthfulqa_llama8b,QA,truthfulqa,atomic_random__lambda_0p3,0.6604973068222821,0.18956780091982656,-0.10623814443896373
truthfulqa_llama8b,QA,truthfulqa,atomic_random__lambda_1,0.6593336685616242,0.18893571220060817,-0.2226019705047544
truthfulqa_llama8b,QA,truthfulqa,atomic_random__lambda_3,0.6583506260895524,0.18855047197520913,-0.32090621771193595
truthfulqa_llama8b,QA,truthfulqa,dependency_blocked__lambda_0,0.6615596882666718,0.1905679328489564,0.0
truthfulqa_llama8b,QA,truthfulqa,dependency_blocked__lambda_0p03,0.661538676118752,0.19056402209481926,-0.002101214791982997
truthfulqa_llama8b,QA,truthfulqa,dependency_blocked__lambda_0p3,0.661374020580312,0.1904818928688452,-0.01856676863597473
truthfulqa_llama8b,QA,truthfulqa,dependency_blocked__lambda_1,0.6611734994790436,0.1902649957102968,-0.03861887876281944
truthfulqa_llama8b,QA,truthfulqa,dependency_blocked__lambda_3,0.661009206219016,0.19010936357151836,-0.05504820476557315
truthfulqa_llama8b,QA,truthfulqa,family_blocked__lambda_0,0.6615596882666718,0.1905679328489564,0.0
truthfulqa_llama8b,QA,truthfulqa,family_blocked__lambda_0p03,0.6614470196804125,0.19050924254094276,-0.01126685862592458
truthfulqa_llama8b,QA,truthfulqa,family_blocked__lambda_0p3,0.6607556113303297,0.18998564780188065,-0.08040769363421019
truthfulqa_llama8b,QA,truthfulqa,family_blocked__lambda_1,0.6598808901035682,0.18913623162046203,-0.16787981631035676
truthfulqa_llama8b,QA,truthfulqa,family_blocked__lambda_3,0.6591981764353833,0.18890920015436502,-0.23615118312885208
ars_gsm8k_r1distill8b,math,gsm8k,deployed_upcr,0.7391725921137686,0.8731907738764855,-1.8422753716871298
ars_gsm8k_r1distill8b,math,gsm8k,iu_pcr,0.7575953458306399,0.8836754709022755,0.0
ars_gsm8k_r1distill8b,math,gsm8k,dufs_liu,0.7555551066580477,0.8833680416719021,-0.20402391725922175
ars_gsm8k_r1distill8b,math,gsm8k,raw_uniform_liu,0.7572721396250808,0.8836668100401497,-0.03232062055591456
ars_gsm8k_r1distill8b,math,gsm8k,atomic_random__lambda_0p1,0.7568883322559793,0.8836683848930991,-0.0707013574660631
ars_gsm8k_r1distill8b,math,gsm8k,family_blocked__lambda_0p1,0.7568681318681318,0.8835740121770912,-0.07272139625080776
ars_gsm8k_r1distill8b,math,gsm8k,dependency_blocked_t4__lambda_0p1,0.757817550096962,0.8836433078840309,0.02222042663220236
ars_gsm8k_r1distill8b,math,gsm8k,dependency_blocked_t8__lambda_0p1,0.7578175500969618,0.883635785755317,0.02222042663219126
ars_gsm8k_r1distill8b,math,gsm8k,dependency_direct__lambda_0p1,0.7577973497091144,0.8834807339090122,0.0202003878474466
ars_gsm8k_r1distill8b,math,gsm8k,dependency_node_permuted__lambda_0p1,0.7576155462184873,0.8836928146696192,0.0020200387847335577
ars_gsm8k_r1distill8b,math,gsm8k,dependency_blocked_k5__lambda_0p1,0.757817550096962,0.8836433078840309,0.02222042663220236
ars_gsm8k_r1distill8b,math,gsm8k,dependency_blocked_k11__lambda_0p1,0.757817550096962,0.8836433078840309,0.02222042663220236
ars_gsm8k_r1distill8b,math,gsm8k,dependency_blocked__lambda_0p1,0.7578377504848093,0.8834776951794462,0.02424046541693592
ars_gsm8k_r1distill8b,math,gsm8k,atomic_random__lambda_0,0.7575953458306399,0.8836754709022755,0.0
ars_gsm8k_r1distill8b,math,gsm8k,atomic_random__lambda_0p03,0.7573125404007757,0.8836180878426723,-0.02828054298642524
ars_gsm8k_r1distill8b,math,gsm8k,atomic_random__lambda_0p3,0.7554137039431156,0.8834077104040912,-0.21816418875243437
ars_gsm8k_r1distill8b,math,gsm8k,atomic_random__lambda_1,0.7523836457659987,0.8814957387500952,-0.5211700064641223
ars_gsm8k_r1distill8b,math,gsm8k,atomic_random__lambda_3,0.7494747899159665,0.879157727784232,-0.8120555914673422
ars_gsm8k_r1distill8b,math,gsm8k,dependency_blocked__lambda_0,0.7575953458306399,0.8836754709022755,0.0
ars_gsm8k_r1distill8b,math,gsm8k,dependency_blocked__lambda_0p03,0.7577165481577246,0.8836891708147911,0.01212023270846796
ars_gsm8k_r1distill8b,math,gsm8k,dependency_blocked__lambda_0p3,0.7580195539754363,0.8834691769177726,0.04242081447963786
ars_gsm8k_r1distill8b,math,gsm8k,dependency_blocked__lambda_1,0.7582417582417583,0.8834111775489513,0.06464124111184022
ars_gsm8k_r1distill8b,math,gsm8k,dependency_blocked__lambda_3,0.7585649644473174,0.8831206334194597,0.09696186166774368
ars_gsm8k_r1distill8b,math,gsm8k,family_blocked__lambda_0,0.7575953458306399,0.8836754709022755,0.0
ars_gsm8k_r1distill8b,math,gsm8k,family_blocked__lambda_0p03,0.7573731415643179,0.8836347826603257,-0.02222042663220236
ars_gsm8k_r1distill8b,math,gsm8k,family_blocked__lambda_0p3,0.7556157078215902,0.8835368764060239,-0.19796380090497667
ars_gsm8k_r1distill8b,math,gsm8k,family_blocked__lambda_1,0.7533734647705236,0.8821476833073096,-0.4221881060116339
ars_gsm8k_r1distill8b,math,gsm8k,family_blocked__lambda_3,0.7506262120232708,0.8798272413729935,-0.6969133807369077
internalstates_gsm8k_qwen25_7b,math,gsm8k,deployed_upcr,0.708176755121312,0.47998083309827355,-0.3333911468270001
internalstates_gsm8k_qwen25_7b,math,gsm8k,iu_pcr,0.711510666589582,0.48980609165815925,0.0
internalstates_gsm8k_qwen25_7b,math,gsm8k,dufs_liu,0.7098340752731688,0.4857876761250276,-0.16765913164131785
internalstates_gsm8k_qwen25_7b,math,gsm8k,raw_uniform_liu,0.7112986837794608,0.48938723925914696,-0.02119828101211363
internalstates_gsm8k_qwen25_7b,math,gsm8k,atomic_random__lambda_0p1,0.7111637856275654,0.48946856597279054,-0.034688096201651586
internalstates_gsm8k_qwen25_7b,math,gsm8k,family_blocked__lambda_0p1,0.7102002273997418,0.4873311860307289,-0.13104391898401957
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_blocked_t4__lambda_0p1,0.7130909020832129,0.49020649271322364,0.15802354936309548
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_blocked_t8__lambda_0p1,0.7125127671465187,0.4895573888339586,0.10021005569367247
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_direct__lambda_0p1,0.7130716309186564,0.49008607576186236,0.1560964329074488
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_node_permuted__lambda_0p1,0.7115299377541385,0.4885701657388909,0.0019271164556577958
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_blocked_k5__lambda_0p1,0.7137268505135766,0.49225231019145294,0.22161839239946968
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_blocked_k11__lambda_0p1,0.7135726811971247,0.49209182325080275,0.20620146075427392
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_blocked__lambda_0p1,0.7137075793490201,0.49223584520176467,0.21969127594381188
internalstates_gsm8k_qwen25_7b,math,gsm8k,atomic_random__lambda_0,0.711510666589582,0.48980609165815925,0.0
internalstates_gsm8k_qwen25_7b,math,gsm8k,atomic_random__lambda_0p03,0.7112794126149042,0.4894590652987207,-0.023125397467771425
internalstates_gsm8k_qwen25_7b,math,gsm8k,atomic_random__lambda_0p3,0.7107205488427667,0.48824181587476945,-0.07901177468152554
internalstates_gsm8k_qwen25_7b,math,gsm8k,atomic_random__lambda_1,0.7098340752731688,0.4857848546422838,-0.16765913164131785
internalstates_gsm8k_qwen25_7b,math,gsm8k,atomic_random__lambda_3,0.7098533464377252,0.4857896288394074,-0.16573201518567116
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_blocked__lambda_0,0.711510666589582,0.48980609165815925,0.0
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_blocked__lambda_0p03,0.7121851573490585,0.489122072906116,0.06744907594765648
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_blocked__lambda_0p3,0.7150951031970861,0.49534136949092183,0.3584436607504182
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_blocked__lambda_1,0.7158081362856756,0.4957856569650311,0.4297469696093681
internalstates_gsm8k_qwen25_7b,math,gsm8k,dependency_blocked__lambda_3,0.7159237632730145,0.49697813250867395,0.44130966834325935
internalstates_gsm8k_qwen25_7b,math,gsm8k,family_blocked__lambda_0,0.711510666589582,0.48980609165815925,0.0
internalstates_gsm8k_qwen25_7b,math,gsm8k,family_blocked__lambda_0p03,0.7111637856275654,0.48946856597279054,-0.034688096201651586
internalstates_gsm8k_qwen25_7b,math,gsm8k,family_blocked__lambda_0p3,0.7088512458807887,0.48365742031630077,-0.2659420708793214
internalstates_gsm8k_qwen25_7b,math,gsm8k,family_blocked__lambda_1,0.7067892312732458,0.4790514201032973,-0.47214353163361755
internalstates_gsm8k_qwen25_7b,math,gsm8k,family_blocked__lambda_3,0.7043803357036865,0.4731444648793524,-0.7130330885895431
lapeigvals_gsm8k_llama3b,math,gsm8k,deployed_upcr,0.6990742033680565,0.5994235619960228,0.25856210610587516
lapeigvals_gsm8k_llama3b,math,gsm8k,iu_pcr,0.6964885823069977,0.5934863245132465,0.0
lapeigvals_gsm8k_llama3b,math,gsm8k,dufs_liu,0.6964047998063694,0.5933907099882807,-0.00837825006283488
lapeigvals_gsm8k_llama3b,math,gsm8k,raw_uniform_liu,0.6958066858435501,0.5922814251685533,-0.06818964634476288
lapeigvals_gsm8k_llama3b,math,gsm8k,atomic_random__lambda_0p1,0.6960394150119623,0.5928790315273119,-0.04491672950354131
lapeigvals_gsm8k_llama3b,math,gsm8k,family_blocked__lambda_0p1,0.6981991416948269,0.5969434391415493,0.1710559387829158
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_blocked_t4__lambda_0p1,0.6957624673015518,0.5921630253852079,-0.07261150054459486
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_blocked_t8__lambda_0p1,0.6956065387587157,0.5921245235336425,-0.08820435482820299
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_direct__lambda_0p1,0.6951899535472581,0.5916842250434128,-0.12986287597396284
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_node_permuted__lambda_0p1,0.6965281462656278,0.5935815699360214,0.003956395863002893
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_blocked_k5__lambda_0p1,0.6955111197996667,0.5920609161670559,-0.0977462507330995
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_blocked_k11__lambda_0p1,0.6953924279237765,0.5918593281008315,-0.10961543832211929
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_blocked__lambda_0p1,0.6954645739659844,0.5920737656083304,-0.10240083410133494
lapeigvals_gsm8k_llama3b,math,gsm8k,atomic_random__lambda_0,0.6964885823069977,0.5934863245132465,0.0
lapeigvals_gsm8k_llama3b,math,gsm8k,atomic_random__lambda_0p03,0.6962814533471109,0.5931966230852714,-0.020712895988683755
lapeigvals_gsm8k_llama3b,math,gsm8k,atomic_random__lambda_0p3,0.695404064382197,0.5919057192162005,-0.10845179248006875
lapeigvals_gsm8k_llama3b,math,gsm8k,atomic_random__lambda_1,0.6942543822902413,0.5899401285667699,-0.2234200016756449
lapeigvals_gsm8k_llama3b,math,gsm8k,atomic_random__lambda_3,0.6936516137440538,0.5892624549377564,-0.2836968562943909
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_blocked__lambda_0,0.6964885823069977,0.5934863245132465,0.0
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_blocked__lambda_0p03,0.6961976708464825,0.5929622186111254,-0.029091146051518635
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_blocked__lambda_0p3,0.6940332895802497,0.5897824285838722,-0.24552927267480484
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_blocked__lambda_1,0.6919945820649593,0.5873182864736702,-0.44940002420383873
lapeigvals_gsm8k_llama3b,math,gsm8k,dependency_blocked__lambda_3,0.6904562422617551,0.5851361413171682,-0.6032340045242668
lapeigvals_gsm8k_llama3b,math,gsm8k,family_blocked__lambda_0,0.6964885823069977,0.5934863245132465,0.0
lapeigvals_gsm8k_llama3b,math,gsm8k,family_blocked__lambda_0p03,0.6971099691866581,0.5950879815138373,0.06213868796604016
lapeigvals_gsm8k_llama3b,math,gsm8k,family_blocked__lambda_0p3,0.6994931158711983,0.5997122759306033,0.30045335642006066
lapeigvals_gsm8k_llama3b,math,gsm8k,family_blocked__lambda_1,0.7006777073384161,0.6022688909409388,0.4189125031418328
lapeigvals_gsm8k_llama3b,math,gsm8k,family_blocked__lambda_3,0.7012618575511306,0.6031243052873971,0.47732752441328463
lapeigvals_gsm8k_llama8b,math,gsm8k,deployed_upcr,0.8081111378012651,0.902964507918759,-0.6065337496997336
lapeigvals_gsm8k_llama8b,math,gsm8k,iu_pcr,0.8141764752982624,0.906542755608593,0.0
lapeigvals_gsm8k_llama8b,math,gsm8k,dufs_liu,0.8153174793818561,0.9066651244338702,0.1141004083593633
lapeigvals_gsm8k_llama8b,math,gsm8k,raw_uniform_liu,0.8153374969973577,0.906675248030175,0.1161021699095266
lapeigvals_gsm8k_llama8b,math,gsm8k,atomic_random__lambda_0p1,0.81487709184082,0.9066668227067589,0.07006165425575972
lapeigvals_gsm8k_llama8b,math,gsm8k,family_blocked__lambda_0p1,0.8133757706781968,0.9060918743492596,-0.08007046200656509
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_blocked_t4__lambda_0p1,0.81475698614781,0.906644901480057,0.05805108495475775
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_blocked_t8__lambda_0p1,0.8147169509168067,0.9068641036341842,0.05404756185443116
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_direct__lambda_0p1,0.8152374089198495,0.9068138513321439,0.10609336215871012
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_node_permuted__lambda_0p1,0.8141364400672592,0.9065259866559158,-0.004003523100326589
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_blocked_k5__lambda_0p1,0.8146168628392985,0.9068233874862129,0.04403875410360358
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_blocked_k11__lambda_0p1,0.8154576026903674,0.9068505013438128,0.12811273921049526
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_blocked__lambda_0p1,0.8147970213788133,0.906601111451889,0.06205460805508434
lapeigvals_gsm8k_llama8b,math,gsm8k,atomic_random__lambda_0,0.8141764752982624,0.906542755608593,0.0
lapeigvals_gsm8k_llama8b,math,gsm8k,atomic_random__lambda_0p03,0.8141964929137641,0.906490646921171,0.0020017615501632946
lapeigvals_gsm8k_llama8b,math,gsm8k,atomic_random__lambda_0p3,0.8148370566098166,0.9051777308772434,0.06605813115542203
lapeigvals_gsm8k_llama8b,math,gsm8k,atomic_random__lambda_1,0.8156978140763872,0.904640255738996,0.152133877812477
lapeigvals_gsm8k_llama8b,math,gsm8k,atomic_random__lambda_3,0.8157578669228922,0.9038015092133422,0.158139162462978
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_blocked__lambda_0,0.8141764752982624,0.906542755608593,0.0
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_blocked__lambda_0p03,0.8142565457602691,0.9065050963306325,0.00800704620066428
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_blocked__lambda_0p3,0.8149571623028264,0.9062130268736993,0.0780687004564018
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_blocked__lambda_1,0.8154576026903675,0.9048924150369718,0.12811273921050637
lapeigvals_gsm8k_llama8b,math,gsm8k,dependency_blocked__lambda_3,0.8157578669228921,0.9044561228017317,0.1581391624629669
lapeigvals_gsm8k_llama8b,math,gsm8k,family_blocked__lambda_0,0.8141764752982624,0.906542755608593,0.0
lapeigvals_gsm8k_llama8b,math,gsm8k,family_blocked__lambda_0p03,0.813976299143246,0.906515620640139,-0.020017615501644048
lapeigvals_gsm8k_llama8b,math,gsm8k,family_blocked__lambda_0p3,0.8127752422131476,0.9058950222986598,-0.14012330851148613
lapeigvals_gsm8k_llama8b,math,gsm8k,family_blocked__lambda_1,0.8128753302906557,0.9064954384477715,-0.13011450076066966
lapeigvals_gsm8k_llama8b,math,gsm8k,family_blocked__lambda_3,0.8124749779806228,0.9062333789797868,-0.17014973176395776
lapeigvals_gsm8k_mistral24b,math,gsm8k,deployed_upcr,0.8486086890590644,0.9825998866012549,0.1577071802259522
lapeigvals_gsm8k_mistral24b,math,gsm8k,iu_pcr,0.8470316172568049,0.9823452648660977,0.0
lapeigvals_gsm8k_mistral24b,math,gsm8k,dufs_liu,0.8474410493593145,0.9824075140803323,0.04094321025096548
lapeigvals_gsm8k_mistral24b,math,gsm8k,raw_uniform_liu,0.8474637955872317,0.9824120034535858,0.04321783304268578
lapeigvals_gsm8k_mistral24b,math,gsm8k,atomic_random__lambda_0p1,0.8473197361437561,0.9823910268646743,0.028811888695123855
lapeigvals_gsm8k_mistral24b,math,gsm8k,family_blocked__lambda_0p1,0.8465766926984608,0.9822332396546448,-0.04549245583440609
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_blocked_t4__lambda_0p1,0.8470467814087497,0.9823531013919333,0.001516415194480203
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_blocked_t8__lambda_0p1,0.8471529304723633,0.9823689487030652,0.012131321555841623
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_direct__lambda_0p1,0.8473045719918113,0.9823878104395539,0.027295473500643652
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_node_permuted__lambda_0p1,0.8469709606490257,0.9823332831056562,-0.006065660777920812
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_blocked_k5__lambda_0p1,0.8473500644476457,0.9823940534942641,0.03184471908408426
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_blocked_k11__lambda_0p1,0.8473652285995905,0.9823961042754501,0.033361134278564464
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_blocked__lambda_0p1,0.8474637955872317,0.982411211541871,0.04321783304268578
lapeigvals_gsm8k_mistral24b,math,gsm8k,atomic_random__lambda_0,0.8470316172568049,0.9823452648660977,0.0
lapeigvals_gsm8k_mistral24b,math,gsm8k,atomic_random__lambda_0p03,0.8470771097126393,0.9823589956040912,0.004549245583440609
lapeigvals_gsm8k_mistral24b,math,gsm8k,atomic_random__lambda_0p3,0.8472590795359769,0.9823677350836723,0.022746227917203043
lapeigvals_gsm8k_mistral24b,math,gsm8k,atomic_random__lambda_1,0.8471605125483357,0.982366536791196,0.012889529153081725
lapeigvals_gsm8k_mistral24b,math,gsm8k,atomic_random__lambda_3,0.8471150200925013,0.9823494412466015,0.008340283569641116
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_blocked__lambda_0,0.8470316172568049,0.9823452648660977,0.0
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_blocked__lambda_0p03,0.8470771097126393,0.982356565427332,0.004549245583440609
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_blocked__lambda_0p3,0.8474107210554249,0.9823934434829176,0.03791037986200507
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_blocked__lambda_1,0.8471605125483357,0.9823584757845757,0.012889529153081725
lapeigvals_gsm8k_mistral24b,math,gsm8k,dependency_blocked__lambda_3,0.8468572295094396,0.9823079120072937,-0.017438774736522333
lapeigvals_gsm8k_mistral24b,math,gsm8k,family_blocked__lambda_0,0.8470316172568049,0.9823452648660977,0.0
lapeigvals_gsm8k_mistral24b,math,gsm8k,family_blocked__lambda_0p03,0.8468572295094398,0.9823051802716898,-0.01743877473651123
lapeigvals_gsm8k_mistral24b,math,gsm8k,family_blocked__lambda_0p3,0.8458715596330275,0.9820879255512641,-0.11600576237773552
lapeigvals_gsm8k_mistral24b,math,gsm8k,family_blocked__lambda_1,0.845029949200091,0.9819196596534053,-0.20016680567138678
lapeigvals_gsm8k_mistral24b,math,gsm8k,family_blocked__lambda_3,0.8442641595268785,0.9817601578362356,-0.27674577299263703
lapeigvals_gsm8k_nemo,math,gsm8k,deployed_upcr,0.7972699573430835,0.9426483787441942,0.0767824497257763
lapeigvals_gsm8k_nemo,math,gsm8k,iu_pcr,0.7965021328458257,0.9379572302040322,0.0
lapeigvals_gsm8k_nemo,math,gsm8k,dufs_liu,0.7977168393256144,0.9398062400397906,0.12147064797887186
lapeigvals_gsm8k_nemo,math,gsm8k,raw_uniform_liu,0.7970262035344302,0.9387484276269515,0.052407068860449435
lapeigvals_gsm8k_nemo,math,gsm8k,atomic_random__lambda_0p1,0.7972983952874263,0.9390908618233414,0.07962624416005815
lapeigvals_gsm8k_nemo,math,gsm8k,family_blocked__lambda_0p1,0.7973999593743653,0.9393423720004518,0.08978265285395359
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_blocked_t4__lambda_0p1,0.7966158846231972,0.9381302416138688,0.011375177737149578
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_blocked_t8__lambda_0p1,0.7966971358927483,0.9383156551340439,0.019500304692254833
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_direct__lambda_0p1,0.7966321348771074,0.9382596914604084,0.013000203128166188
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_node_permuted__lambda_0p1,0.7964655697745278,0.9379374488771203,-0.0036563071297956995
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_blocked_k5__lambda_0p1,0.7966199471866748,0.938254687123752,0.011781434084912057
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_blocked_k11__lambda_0p1,0.7968515133048953,0.9384464845774926,0.03493804590696259
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_blocked__lambda_0p1,0.7967093235831809,0.9383237156887254,0.020719073735520066
lapeigvals_gsm8k_nemo,math,gsm8k,atomic_random__lambda_0,0.7965021328458257,0.9379572302040322,0.0
lapeigvals_gsm8k_nemo,math,gsm8k,atomic_random__lambda_0p03,0.7966768230753605,0.9383132293635525,0.017469022953475744
lapeigvals_gsm8k_nemo,math,gsm8k,atomic_random__lambda_0p3,0.7977777777777778,0.940343661626273,0.12756449319520913
lapeigvals_gsm8k_nemo,math,gsm8k,atomic_random__lambda_1,0.7974771480804388,0.9419688584458572,0.09750152346130747
lapeigvals_gsm8k_nemo,math,gsm8k,atomic_random__lambda_3,0.7969815153361771,0.942812776811778,0.04793824903513988
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_blocked__lambda_0,0.7965021328458257,0.9379572302040322,0.0
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_blocked__lambda_0p03,0.7965955718058094,0.9380944320854994,0.009343895998370488
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_blocked__lambda_0p3,0.7972780824700386,0.9390069864224942,0.07759496242129016
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_blocked__lambda_1,0.7977249644525697,0.9397205767901529,0.12228316067439682
lapeigvals_gsm8k_nemo,math,gsm8k,dependency_blocked__lambda_3,0.7977696526508227,0.9402414911714408,0.12675198049969527
lapeigvals_gsm8k_nemo,math,gsm8k,family_blocked__lambda_0,0.7965021328458257,0.9379572302040322,0.0
lapeigvals_gsm8k_nemo,math,gsm8k,family_blocked__lambda_0p03,0.7967255738370912,0.9383411584380171,0.02234409912654778
lapeigvals_gsm8k_nemo,math,gsm8k,family_blocked__lambda_0p3,0.7978021531586432,0.94078074110518,0.1300020312817507
lapeigvals_gsm8k_nemo,math,gsm8k,family_blocked__lambda_1,0.7973308957952469,0.9424008569225135,0.08287629494211357
lapeigvals_gsm8k_nemo,math,gsm8k,family_blocked__lambda_3,0.7963558805606338,0.9431584889024625,-0.0146252285191939
lapeigvals_gsm8k_phi35,math,gsm8k,deployed_upcr,0.8088448633398303,0.955139569507924,-0.3261865983143375
lapeigvals_gsm8k_phi35,math,gsm8k,iu_pcr,0.8121067293229737,0.9556249159922026,0.0
lapeigvals_gsm8k_phi35,math,gsm8k,dufs_liu,0.8122357799553218,0.9556887446291991,0.012905063234813774
lapeigvals_gsm8k_phi35,math,gsm8k,raw_uniform_liu,0.8121423294974145,0.9556427849955245,0.0035600174440819643
lapeigvals_gsm8k_phi35,math,gsm8k,atomic_random__lambda_0p1,0.8121022793011685,0.955628834532668,-0.00044500218051579665
lapeigvals_gsm8k_phi35,math,gsm8k,family_blocked__lambda_0p1,0.8122624800861524,0.9558622068597417,0.015575076317875247
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_blocked_t4__lambda_0p1,0.8118085778620315,0.9555133121158588,-0.029815146094214207
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_blocked_t8__lambda_0p1,0.8117774277093959,0.9555105023688891,-0.032930161357780374
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_direct__lambda_0p1,0.8117774277093959,0.9554575023094538,-0.032930161357780374
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_node_permuted__lambda_0p1,0.8121245294101942,0.9556275488584933,0.0017800087220520844
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_blocked_k5__lambda_0p1,0.8119598786034052,0.9555595833381751,-0.014685071956843654
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_blocked_k11__lambda_0p1,0.812035528974092,0.9555906979349724,-0.007120034888163929
lapeigvals_gsm8k_phi35,math,gsm8k,dependency_blocked__lambda_0p1,0.8119198284071591,0.9555451200460651,-0.018690091581452517
lapeigvals_gsm8k_phi35,math,gsm8k,atomic_random__lambda_0,0.8121067293229737,0.9556249159922026,0.0
