cell,C,lambda1,readout,n_selected,auroc
lapeigvals_gsm8k_mistral24b,6,0.0,per_feature,11,0.7149821821214648
lapeigvals_gsm8k_mistral24b,6,0.0,group_median,6,0.7108423686405337
lapeigvals_gsm8k_mistral24b,6,0.01,per_feature,11,0.7149821821214648
lapeigvals_gsm8k_mistral24b,6,0.01,group_median,6,0.7108423686405337
lapeigvals_gsm8k_mistral24b,6,0.1,per_feature,11,0.7149821821214648
lapeigvals_gsm8k_mistral24b,6,0.1,group_median,6,0.7108423686405337
lapeigvals_gsm8k_mistral24b,6,1.0,per_feature,11,0.7149821821214648
lapeigvals_gsm8k_mistral24b,6,1.0,group_median,6,0.7108423686405337
lapeigvals_gsm8k_mistral24b,7,0.0,per_feature,12,0.715004928349382
lapeigvals_gsm8k_mistral24b,7,0.0,group_median,7,0.7157328076427325
lapeigvals_gsm8k_mistral24b,7,0.01,per_feature,12,0.715004928349382
lapeigvals_gsm8k_mistral24b,7,0.01,group_median,7,0.7157328076427325
lapeigvals_gsm8k_mistral24b,7,0.1,per_feature,12,0.715004928349382
lapeigvals_gsm8k_mistral24b,7,0.1,group_median,7,0.7157328076427325
lapeigvals_gsm8k_mistral24b,7,1.0,per_feature,12,0.715004928349382
lapeigvals_gsm8k_mistral24b,7,1.0,group_median,7,0.7157328076427325
lapeigvals_gsm8k_mistral24b,8,0.0,per_feature,13,0.7362726514519675
lapeigvals_gsm8k_mistral24b,8,0.0,group_median,8,0.7116915611494428
lapeigvals_gsm8k_mistral24b,8,0.01,per_feature,13,0.7362726514519675
lapeigvals_gsm8k_mistral24b,8,0.01,group_median,8,0.7116915611494428
lapeigvals_gsm8k_mistral24b,8,0.1,per_feature,13,0.7362726514519675
lapeigvals_gsm8k_mistral24b,8,0.1,group_median,8,0.7116915611494428
lapeigvals_gsm8k_mistral24b,8,1.0,per_feature,13,0.7362726514519675
lapeigvals_gsm8k_mistral24b,8,1.0,group_median,8,0.7116915611494428
lapeigvals_gsm8k_nemo,2,0.0,per_feature,4,0.6822790981109079
lapeigvals_gsm8k_nemo,2,0.0,group_median,15,0.6870160471257363
lapeigvals_gsm8k_nemo,2,0.01,per_feature,4,0.6822790981109079
lapeigvals_gsm8k_nemo,2,0.01,group_median,15,0.6870160471257363
lapeigvals_gsm8k_nemo,2,0.1,per_feature,4,0.6822790981109079
lapeigvals_gsm8k_nemo,2,0.1,group_median,15,0.6870160471257363
lapeigvals_gsm8k_nemo,2,1.0,per_feature,4,0.6822790981109079
lapeigvals_gsm8k_nemo,2,1.0,group_median,15,0.6870160471257363
lapeigvals_gsm8k_nemo,3,0.0,per_feature,6,0.682315661182206
lapeigvals_gsm8k_nemo,3,0.0,group_median,3,0.6827219175299615
lapeigvals_gsm8k_nemo,3,0.01,per_feature,6,0.682315661182206
lapeigvals_gsm8k_nemo,3,0.01,group_median,3,0.6827219175299615
lapeigvals_gsm8k_nemo,3,0.1,per_feature,6,0.682315661182206
lapeigvals_gsm8k_nemo,3,0.1,group_median,3,0.6827219175299615
lapeigvals_gsm8k_nemo,3,1.0,per_feature,6,0.682315661182206
lapeigvals_gsm8k_nemo,3,1.0,group_median,3,0.6827219175299615
lapeigvals_gsm8k_nemo,4,0.0,per_feature,8,0.6816412756449319
lapeigvals_gsm8k_nemo,4,0.0,group_median,4,0.6826122283160674
lapeigvals_gsm8k_nemo,4,0.01,per_feature,8,0.6816412756449319
lapeigvals_gsm8k_nemo,4,0.01,group_median,4,0.6826122283160674
lapeigvals_gsm8k_nemo,4,0.1,per_feature,8,0.6816412756449319
lapeigvals_gsm8k_nemo,4,0.1,group_median,4,0.6826122283160674
lapeigvals_gsm8k_nemo,4,1.0,per_feature,8,0.6816412756449319
lapeigvals_gsm8k_nemo,4,1.0,group_median,4,0.6826122283160674
lapeigvals_gsm8k_nemo,5,0.0,per_feature,9,0.6816412756449319
lapeigvals_gsm8k_nemo,5,0.0,group_median,5,0.6826122283160674
lapeigvals_gsm8k_nemo,5,0.01,per_feature,9,0.6816412756449319
lapeigvals_gsm8k_nemo,5,0.01,group_median,5,0.6826122283160674
lapeigvals_gsm8k_nemo,5,0.1,per_feature,9,0.6816412756449319
lapeigvals_gsm8k_nemo,5,0.1,group_median,5,0.6826122283160674
lapeigvals_gsm8k_nemo,5,1.0,per_feature,9,0.6816412756449319
lapeigvals_gsm8k_nemo,5,1.0,group_median,5,0.6826122283160674
lapeigvals_gsm8k_nemo,6,0.0,per_feature,11,0.6821978468413569
lapeigvals_gsm8k_nemo,6,0.0,group_median,6,0.6823847247613244
lapeigvals_gsm8k_nemo,6,0.01,per_feature,11,0.6821978468413569
lapeigvals_gsm8k_nemo,6,0.01,group_median,6,0.6823847247613244
lapeigvals_gsm8k_nemo,6,0.1,per_feature,11,0.6821978468413569
lapeigvals_gsm8k_nemo,6,0.1,group_median,6,0.6823847247613244
lapeigvals_gsm8k_nemo,6,1.0,per_feature,11,0.6821978468413569
lapeigvals_gsm8k_nemo,6,1.0,group_median,6,0.6823847247613244
lapeigvals_gsm8k_nemo,7,0.0,per_feature,12,0.68373755839935
lapeigvals_gsm8k_nemo,7,0.0,group_median,7,0.6824741011578306
lapeigvals_gsm8k_nemo,7,0.01,per_feature,12,0.68373755839935
lapeigvals_gsm8k_nemo,7,0.01,group_median,7,0.6824741011578306
lapeigvals_gsm8k_nemo,7,0.1,per_feature,12,0.68373755839935
lapeigvals_gsm8k_nemo,7,0.1,group_median,7,0.6824741011578306
lapeigvals_gsm8k_nemo,7,1.0,per_feature,12,0.68373755839935
lapeigvals_gsm8k_nemo,7,1.0,group_median,7,0.6824741011578306
lapeigvals_gsm8k_nemo,8,0.0,per_feature,12,0.68373755839935
lapeigvals_gsm8k_nemo,8,0.0,group_median,8,0.6840341255332114
lapeigvals_gsm8k_nemo,8,0.01,per_feature,12,0.68373755839935
lapeigvals_gsm8k_nemo,8,0.01,group_median,8,0.6840341255332114
lapeigvals_gsm8k_nemo,8,0.1,per_feature,12,0.68373755839935
lapeigvals_gsm8k_nemo,8,0.1,group_median,8,0.6840341255332114
lapeigvals_gsm8k_nemo,8,1.0,per_feature,12,0.68373755839935
lapeigvals_gsm8k_nemo,8,1.0,group_median,8,0.6840341255332114
lapeigvals_gsm8k_phi35,2,0.0,per_feature,4,0.7071663151149441
lapeigvals_gsm8k_phi35,2,0.0,group_median,15,0.7159284080491994
lapeigvals_gsm8k_phi35,2,0.01,per_feature,4,0.7071663151149441
lapeigvals_gsm8k_phi35,2,0.01,group_median,15,0.7159284080491994
lapeigvals_gsm8k_phi35,2,0.1,per_feature,4,0.7071663151149441
lapeigvals_gsm8k_phi35,2,0.1,group_median,15,0.7159284080491994
lapeigvals_gsm8k_phi35,2,1.0,per_feature,4,0.7071663151149441
lapeigvals_gsm8k_phi35,2,1.0,group_median,15,0.7159284080491994
lapeigvals_gsm8k_phi35,3,0.0,per_feature,6,0.7037264482595964
lapeigvals_gsm8k_phi35,3,0.0,group_median,3,0.706080509794498
lapeigvals_gsm8k_phi35,3,0.01,per_feature,6,0.7037264482595964
lapeigvals_gsm8k_phi35,3,0.01,group_median,3,0.706080509794498
lapeigvals_gsm8k_phi35,3,0.1,per_feature,6,0.7037264482595964
lapeigvals_gsm8k_phi35,3,0.1,group_median,3,0.706080509794498
lapeigvals_gsm8k_phi35,3,1.0,per_feature,6,0.7037264482595964
lapeigvals_gsm8k_phi35,3,1.0,group_median,3,0.706080509794498
lapeigvals_gsm8k_phi35,4,0.0,per_feature,8,0.7037130981941812
lapeigvals_gsm8k_phi35,4,0.0,group_median,4,0.7056711077884281
lapeigvals_gsm8k_phi35,4,0.01,per_feature,8,0.7037130981941812
lapeigvals_gsm8k_phi35,4,0.01,group_median,4,0.7056711077884281
lapeigvals_gsm8k_phi35,4,0.1,per_feature,8,0.7037130981941812
lapeigvals_gsm8k_phi35,4,0.1,group_median,4,0.7056711077884281
lapeigvals_gsm8k_phi35,4,1.0,per_feature,8,0.7037130981941812
lapeigvals_gsm8k_phi35,4,1.0,group_median,4,0.7056711077884281
lapeigvals_gsm8k_phi35,5,0.0,per_feature,10,0.6591283297288157
lapeigvals_gsm8k_phi35,5,0.0,group_median,5,0.7049769043868315
lapeigvals_gsm8k_phi35,5,0.01,per_feature,10,0.6591283297288157
lapeigvals_gsm8k_phi35,5,0.01,group_median,5,0.7049769043868315
lapeigvals_gsm8k_phi35,5,0.1,per_feature,10,0.6591283297288157
lapeigvals_gsm8k_phi35,5,0.1,group_median,5,0.7049769043868315
lapeigvals_gsm8k_phi35,5,1.0,per_feature,10,0.6591283297288157
lapeigvals_gsm8k_phi35,5,1.0,group_median,5,0.7049769043868315
lapeigvals_gsm8k_phi35,6,0.0,per_feature,12,0.6546338077056577
lapeigvals_gsm8k_phi35,6,0.0,group_median,6,0.7048656538417039
lapeigvals_gsm8k_phi35,6,0.01,per_feature,12,0.6546338077056577
lapeigvals_gsm8k_phi35,6,0.01,group_median,6,0.7048656538417039
lapeigvals_gsm8k_phi35,6,0.1,per_feature,12,0.6546338077056577
lapeigvals_gsm8k_phi35,6,0.1,group_median,6,0.7048656538417039
lapeigvals_gsm8k_phi35,6,1.0,per_feature,12,0.6546338077056577
lapeigvals_gsm8k_phi35,6,1.0,group_median,6,0.7048656538417039
lapeigvals_gsm8k_phi35,7,0.0,per_feature,13,0.6545804074439965
lapeigvals_gsm8k_phi35,7,0.0,group_median,7,0.7049858044304416
lapeigvals_gsm8k_phi35,7,0.01,per_feature,13,0.6545804074439965
lapeigvals_gsm8k_phi35,7,0.01,group_median,7,0.7049858044304416
lapeigvals_gsm8k_phi35,7,0.1,per_feature,13,0.6545804074439965
lapeigvals_gsm8k_phi35,7,0.1,group_median,7,0.7049858044304416
lapeigvals_gsm8k_phi35,7,1.0,per_feature,13,0.6545804074439965
lapeigvals_gsm8k_phi35,7,1.0,group_median,7,0.7049858044304416
lapeigvals_gsm8k_phi35,8,0.0,per_feature,14,0.6533388513603716
lapeigvals_gsm8k_phi35,8,0.0,group_median,8,0.704870103863509
lapeigvals_gsm8k_phi35,8,0.01,per_feature,14,0.6533388513603716
lapeigvals_gsm8k_phi35,8,0.01,group_median,8,0.704870103863509
lapeigvals_gsm8k_phi35,8,0.1,per_feature,14,0.6533388513603716
lapeigvals_gsm8k_phi35,8,0.1,group_median,8,0.704870103863509
lapeigvals_gsm8k_phi35,8,1.0,per_feature,14,0.6533388513603716
lapeigvals_gsm8k_phi35,8,1.0,group_median,8,0.704870103863509
losnet_hotpotqa_mistral7b,2,0.0,per_feature,4,0.5724271080998946
losnet_hotpotqa_mistral7b,2,0.0,group_median,15,0.572069575787912
losnet_hotpotqa_mistral7b,2,0.01,per_feature,4,0.5724271080998946
losnet_hotpotqa_mistral7b,2,0.01,group_median,15,0.572069575787912
losnet_hotpotqa_mistral7b,2,0.1,per_feature,4,0.5724271080998946
losnet_hotpotqa_mistral7b,2,0.1,group_median,15,0.572069575787912
losnet_hotpotqa_mistral7b,2,1.0,per_feature,4,0.5724271080998946
losnet_hotpotqa_mistral7b,2,1.0,group_median,15,0.572069575787912
losnet_hotpotqa_mistral7b,3,0.0,per_feature,6,0.5723198484062997
losnet_hotpotqa_mistral7b,3,0.0,group_median,3,0.5723913548686963
losnet_hotpotqa_mistral7b,3,0.01,per_feature,6,0.5723198484062997
losnet_hotpotqa_mistral7b,3,0.01,group_median,3,0.5723913548686963
losnet_hotpotqa_mistral7b,3,0.1,per_feature,6,0.5723198484062997
losnet_hotpotqa_mistral7b,3,0.1,group_median,3,0.5723913548686963
losnet_hotpotqa_mistral7b,3,1.0,per_feature,6,0.5723198484062997
losnet_hotpotqa_mistral7b,3,1.0,group_median,3,0.5723913548686963
losnet_hotpotqa_mistral7b,4,0.0,per_feature,8,0.5723734782530971
losnet_hotpotqa_mistral7b,4,0.0,group_median,4,0.5724449847154938
losnet_hotpotqa_mistral7b,4,0.01,per_feature,8,0.5723734782530971
losnet_hotpotqa_mistral7b,4,0.01,group_median,4,0.5724449847154938
losnet_hotpotqa_mistral7b,4,0.1,per_feature,8,0.5723734782530971
losnet_hotpotqa_mistral7b,4,0.1,group_median,4,0.5724449847154938
losnet_hotpotqa_mistral7b,4,1.0,per_feature,8,0.5723734782530971
losnet_hotpotqa_mistral7b,4,1.0,group_median,4,0.5724449847154938
losnet_hotpotqa_mistral7b,5,0.0,per_feature,10,0.5729097767210711
losnet_hotpotqa_mistral7b,5,0.0,group_median,5,0.5723913548686963
losnet_hotpotqa_mistral7b,5,0.01,per_feature,10,0.5729097767210711
losnet_hotpotqa_mistral7b,5,0.01,group_median,5,0.5723913548686963
losnet_hotpotqa_mistral7b,5,0.1,per_feature,10,0.5729097767210711
losnet_hotpotqa_mistral7b,5,0.1,group_median,5,0.5723913548686963
losnet_hotpotqa_mistral7b,5,1.0,per_feature,10,0.5729097767210711
losnet_hotpotqa_mistral7b,5,1.0,group_median,5,0.5723913548686963
losnet_hotpotqa_mistral7b,6,0.0,per_feature,12,0.5728740234898729
losnet_hotpotqa_mistral7b,6,0.0,group_median,6,0.572355601637498
losnet_hotpotqa_mistral7b,6,0.01,per_feature,12,0.5728740234898729
losnet_hotpotqa_mistral7b,6,0.01,group_median,6,0.572355601637498
losnet_hotpotqa_mistral7b,6,0.1,per_feature,12,0.5728740234898729
losnet_hotpotqa_mistral7b,6,0.1,group_median,6,0.572355601637498
losnet_hotpotqa_mistral7b,6,1.0,per_feature,12,0.5728740234898729
losnet_hotpotqa_mistral7b,6,1.0,group_median,6,0.572355601637498
losnet_hotpotqa_mistral7b,7,0.0,per_feature,11,0.5736248413450366
losnet_hotpotqa_mistral7b,7,0.0,group_median,7,0.5497774361357907
losnet_hotpotqa_mistral7b,7,0.01,per_feature,11,0.5736248413450366
losnet_hotpotqa_mistral7b,7,0.01,group_median,7,0.5497774361357907
losnet_hotpotqa_mistral7b,7,0.1,per_feature,11,0.5736248413450366
losnet_hotpotqa_mistral7b,7,0.1,group_median,7,0.5497774361357907
losnet_hotpotqa_mistral7b,7,1.0,per_feature,11,0.5736248413450366
losnet_hotpotqa_mistral7b,7,1.0,group_median,7,0.5497774361357907
losnet_hotpotqa_mistral7b,8,0.0,per_feature,12,0.5734460751890452
losnet_hotpotqa_mistral7b,8,0.0,group_median,8,0.5729812831834677
losnet_hotpotqa_mistral7b,8,0.01,per_feature,12,0.5734460751890452
losnet_hotpotqa_mistral7b,8,0.01,group_median,8,0.5729812831834677
losnet_hotpotqa_mistral7b,8,0.1,per_feature,12,0.5734460751890452
losnet_hotpotqa_mistral7b,8,0.1,group_median,8,0.5729812831834677
losnet_hotpotqa_mistral7b,8,1.0,per_feature,12,0.5734460751890452
losnet_hotpotqa_mistral7b,8,1.0,group_median,8,0.5729812831834677
math500_dsmath7b,2,0.0,per_feature,4,0.7123673380983322
math500_dsmath7b,2,0.0,group_median,15,0.7220417298390008
math500_dsmath7b,2,0.01,per_feature,4,0.7123673380983322
math500_dsmath7b,2,0.01,group_median,15,0.7220417298390008
math500_dsmath7b,2,0.1,per_feature,4,0.7123673380983322
math500_dsmath7b,2,0.1,group_median,15,0.7220417298390008
math500_dsmath7b,2,1.0,per_feature,4,0.7123673380983322
math500_dsmath7b,2,1.0,group_median,15,0.7220417298390008
math500_dsmath7b,3,0.0,per_feature,6,0.7122951411450437
math500_dsmath7b,3,0.0,group_median,3,0.7122951411450437
math500_dsmath7b,3,0.01,per_feature,6,0.7122951411450437
math500_dsmath7b,3,0.01,group_median,3,0.7122951411450437
math500_dsmath7b,3,0.1,per_feature,6,0.7122951411450437
math500_dsmath7b,3,0.1,group_median,3,0.7122951411450437
math500_dsmath7b,3,1.0,per_feature,6,0.7122951411450437
math500_dsmath7b,3,1.0,group_median,3,0.7122951411450437
math500_dsmath7b,4,0.0,per_feature,8,0.7224027146054437
math500_dsmath7b,4,0.0,group_median,4,0.7122951411450438
math500_dsmath7b,4,0.01,per_feature,8,0.7224027146054437
math500_dsmath7b,4,0.01,group_median,4,0.7122951411450438
math500_dsmath7b,4,0.1,per_feature,8,0.7224027146054437
math500_dsmath7b,4,0.1,group_median,4,0.7122951411450438
math500_dsmath7b,4,1.0,per_feature,8,0.7224027146054437
math500_dsmath7b,4,1.0,group_median,4,0.7122951411450438
math500_dsmath7b,5,0.0,per_feature,10,0.7228358963251751
math500_dsmath7b,5,0.0,group_median,5,0.7125117320049094
math500_dsmath7b,5,0.01,per_feature,10,0.7228358963251751
math500_dsmath7b,5,0.01,group_median,5,0.7125117320049094
math500_dsmath7b,5,0.1,per_feature,10,0.7228358963251751
math500_dsmath7b,5,0.1,group_median,5,0.7125117320049094
math500_dsmath7b,5,1.0,per_feature,10,0.7228358963251751
math500_dsmath7b,5,1.0,group_median,5,0.7125117320049094
math500_dsmath7b,6,0.0,per_feature,12,0.7225471085120208
math500_dsmath7b,6,0.0,group_median,6,0.7125117320049094
math500_dsmath7b,6,0.01,per_feature,12,0.7225471085120208
math500_dsmath7b,6,0.01,group_median,6,0.7125117320049094
math500_dsmath7b,6,0.1,per_feature,12,0.7225471085120208
math500_dsmath7b,6,0.1,group_median,6,0.7125117320049094
math500_dsmath7b,6,1.0,per_feature,12,0.7225471085120208
math500_dsmath7b,6,1.0,group_median,6,0.7125117320049094
math500_dsmath7b,7,0.0,per_feature,12,0.7156883979496066
math500_dsmath7b,7,0.0,group_median,7,0.5881163814887012
math500_dsmath7b,7,0.01,per_feature,12,0.7156883979496066
math500_dsmath7b,7,0.01,group_median,7,0.5881163814887012
math500_dsmath7b,7,0.1,per_feature,12,0.7156883979496066
math500_dsmath7b,7,0.1,group_median,7,0.5881163814887012
math500_dsmath7b,7,1.0,per_feature,12,0.7156883979496066
math500_dsmath7b,7,1.0,group_median,7,0.5881163814887012
math500_dsmath7b,8,0.0,per_feature,14,0.7119341563786008
math500_dsmath7b,8,0.0,group_median,8,0.7475272543498663
math500_dsmath7b,8,0.01,per_feature,14,0.7119341563786008
math500_dsmath7b,8,0.01,group_median,8,0.7475272543498663
math500_dsmath7b,8,0.1,per_feature,14,0.7119341563786008
math500_dsmath7b,8,0.1,group_median,8,0.7475272543498663
math500_dsmath7b,8,1.0,per_feature,14,0.7119341563786008
math500_dsmath7b,8,1.0,group_median,8,0.7475272543498663
math500_qwenmath7b,2,0.0,per_feature,4,0.9150608519269776
math500_qwenmath7b,2,0.0,group_median,15,0.9219700811359026
math500_qwenmath7b,2,0.01,per_feature,4,0.9150608519269776
math500_qwenmath7b,2,0.01,group_median,15,0.9219700811359026
math500_qwenmath7b,2,0.1,per_feature,4,0.9150608519269776
math500_qwenmath7b,2,0.1,group_median,15,0.9219700811359026
math500_qwenmath7b,2,1.0,per_feature,4,0.9150608519269776
math500_qwenmath7b,2,1.0,group_median,15,0.9219700811359026
math500_qwenmath7b,3,0.0,per_feature,6,0.9219066937119675
math500_qwenmath7b,3,0.0,group_median,3,0.9226039553752535
math500_qwenmath7b,3,0.01,per_feature,6,0.9219066937119675
math500_qwenmath7b,3,0.01,group_median,3,0.9226039553752535
math500_qwenmath7b,3,0.1,per_feature,6,0.9219066937119675
math500_qwenmath7b,3,0.1,group_median,3,0.9226039553752535
math500_qwenmath7b,3,1.0,per_feature,6,0.9219066937119675
math500_qwenmath7b,3,1.0,group_median,3,0.9226039553752535
math500_qwenmath7b,4,0.0,per_feature,7,0.9092292089249493
math500_qwenmath7b,4,0.0,group_median,4,0.915948275862069
math500_qwenmath7b,4,0.01,per_feature,7,0.9092292089249493
math500_qwenmath7b,4,0.01,group_median,4,0.915948275862069
math500_qwenmath7b,4,0.1,per_feature,7,0.9092292089249493
math500_qwenmath7b,4,0.1,group_median,4,0.915948275862069
math500_qwenmath7b,4,1.0,per_feature,7,0.9092292089249493
math500_qwenmath7b,4,1.0,group_median,4,0.915948275862069
math500_qwenmath7b,5,0.0,per_feature,7,0.90973630831643
math500_qwenmath7b,5,0.0,group_median,5,0.9225405679513184
math500_qwenmath7b,5,0.01,per_feature,7,0.90973630831643
math500_qwenmath7b,5,0.01,group_median,5,0.9225405679513184
math500_qwenmath7b,5,0.1,per_feature,7,0.90973630831643
math500_qwenmath7b,5,0.1,group_median,5,0.9225405679513184
math500_qwenmath7b,5,1.0,per_feature,7,0.90973630831643
math500_qwenmath7b,5,1.0,group_median,5,0.9225405679513184
math500_qwenmath7b,6,0.0,per_feature,10,0.9219066937119675
math500_qwenmath7b,6,0.0,group_median,6,0.7804893509127789
math500_qwenmath7b,6,0.01,per_feature,10,0.9219066937119675
math500_qwenmath7b,6,0.01,group_median,6,0.7804893509127789
math500_qwenmath7b,6,0.1,per_feature,10,0.9219066937119675
math500_qwenmath7b,6,0.1,group_median,6,0.7804893509127789
math500_qwenmath7b,6,1.0,per_feature,10,0.9219066937119675
math500_qwenmath7b,6,1.0,group_median,6,0.7804893509127789
math500_qwenmath7b,7,0.0,per_feature,10,0.9301470588235294
math500_qwenmath7b,7,0.0,group_median,7,0.7804893509127789
math500_qwenmath7b,7,0.01,per_feature,10,0.9301470588235294
math500_qwenmath7b,7,0.01,group_median,7,0.7804893509127789
math500_qwenmath7b,7,0.1,per_feature,10,0.9301470588235294
math500_qwenmath7b,7,0.1,group_median,7,0.7804893509127789
math500_qwenmath7b,7,1.0,per_feature,10,0.9301470588235294
math500_qwenmath7b,7,1.0,group_median,7,0.7804893509127789
math500_qwenmath7b,8,0.0,per_feature,11,0.9219700811359026
math500_qwenmath7b,8,0.0,group_median,8,0.7868914807302232
math500_qwenmath7b,8,0.01,per_feature,11,0.9219700811359026
math500_qwenmath7b,8,0.01,group_median,8,0.7868914807302232
math500_qwenmath7b,8,0.1,per_feature,11,0.9219700811359026
math500_qwenmath7b,8,0.1,group_median,8,0.7868914807302232
math500_qwenmath7b,8,1.0,per_feature,11,0.9219700811359026
math500_qwenmath7b,8,1.0,group_median,8,0.7868914807302232
math500_r1distill8b,2,0.0,per_feature,4,0.8535644425124973
math500_r1distill8b,2,0.0,group_median,15,0.8595414040425995
math500_r1distill8b,2,0.01,per_feature,4,0.8535644425124973
math500_r1distill8b,2,0.01,group_median,15,0.8595414040425995
math500_r1distill8b,2,0.1,per_feature,4,0.8535644425124973
math500_r1distill8b,2,0.1,group_median,15,0.8595414040425995
math500_r1distill8b,2,1.0,per_feature,4,0.8535644425124973
math500_r1distill8b,2,1.0,group_median,15,0.8595414040425995
math500_r1distill8b,3,0.0,per_feature,6,0.855248858943708
math500_r1distill8b,3,0.0,group_median,3,0.8212888502499457
math500_r1distill8b,3,0.01,per_feature,6,0.855248858943708
math500_r1distill8b,3,0.01,group_median,3,0.8212888502499457
math500_r1distill8b,3,0.1,per_feature,6,0.855248858943708
math500_r1distill8b,3,0.1,group_median,3,0.8212888502499457
math500_r1distill8b,3,1.0,per_feature,6,0.855248858943708
math500_r1distill8b,3,1.0,group_median,3,0.8212888502499457
math500_r1distill8b,4,0.0,per_feature,7,0.855248858943708
math500_r1distill8b,4,0.0,group_median,4,0.8205824820691154
math500_r1distill8b,4,0.01,per_feature,7,0.855248858943708
math500_r1distill8b,4,0.01,group_median,4,0.8205824820691154
math500_r1distill8b,4,0.1,per_feature,7,0.855248858943708
math500_r1distill8b,4,0.1,group_median,4,0.8205824820691154
math500_r1distill8b,4,1.0,per_feature,7,0.855248858943708
math500_r1distill8b,4,1.0,group_median,4,0.8205824820691154
math500_r1distill8b,5,0.0,per_feature,8,0.855248858943708
math500_r1distill8b,5,0.0,group_median,5,0.8072158226472506
math500_r1distill8b,5,0.01,per_feature,8,0.855248858943708
math500_r1distill8b,5,0.01,group_median,5,0.8072158226472506
math500_r1distill8b,5,0.1,per_feature,8,0.855248858943708
math500_r1distill8b,5,0.1,group_median,5,0.8072158226472506
math500_r1distill8b,5,1.0,per_feature,8,0.855248858943708
math500_r1distill8b,5,1.0,group_median,5,0.8072158226472506
math500_r1distill8b,6,0.0,per_feature,9,0.8551945229297979
math500_r1distill8b,6,0.0,group_median,6,0.6733318843729624
math500_r1distill8b,6,0.01,per_feature,9,0.8551945229297979
math500_r1distill8b,6,0.01,group_median,6,0.6733318843729624
math500_r1distill8b,6,0.1,per_feature,9,0.8551945229297979
math500_r1distill8b,6,0.1,group_median,6,0.6733318843729624
math500_r1distill8b,6,1.0,per_feature,9,0.8551945229297979
math500_r1distill8b,6,1.0,group_median,6,0.6733318843729624
math500_r1distill8b,7,0.0,per_feature,11,0.8549228428602478
math500_r1distill8b,7,0.0,group_median,7,0.7024016518148228
math500_r1distill8b,7,0.01,per_feature,11,0.8549228428602478
math500_r1distill8b,7,0.01,group_median,7,0.7024016518148228
math500_r1distill8b,7,0.1,per_feature,11,0.8549228428602478
math500_r1distill8b,7,0.1,group_median,7,0.7024016518148228
math500_r1distill8b,7,1.0,per_feature,11,0.8549228428602478
math500_r1distill8b,7,1.0,group_median,7,0.7024016518148228
math500_r1distill8b,8,0.0,per_feature,13,0.8549228428602478
math500_r1distill8b,8,0.0,group_median,8,0.7024016518148228
math500_r1distill8b,8,0.01,per_feature,13,0.8549228428602478
math500_r1distill8b,8,0.01,group_median,8,0.7024016518148228
math500_r1distill8b,8,0.1,per_feature,13,0.8549228428602478
math500_r1distill8b,8,0.1,group_median,8,0.7024016518148228
math500_r1distill8b,8,1.0,per_feature,13,0.8549228428602478
math500_r1distill8b,8,1.0,group_median,8,0.7024016518148228
math500_r1distill8b_mn4096,2,0.0,per_feature,4,0.8582971369856616
math500_r1distill8b_mn4096,2,0.0,group_median,15,0.842791088692728
math500_r1distill8b_mn4096,2,0.01,per_feature,4,0.8582971369856616
math500_r1distill8b_mn4096,2,0.01,group_median,15,0.842791088692728
math500_r1distill8b_mn4096,2,0.1,per_feature,4,0.8582971369856616
math500_r1distill8b_mn4096,2,0.1,group_median,15,0.842791088692728
math500_r1distill8b_mn4096,2,1.0,per_feature,4,0.8582971369856616
math500_r1distill8b_mn4096,2,1.0,group_median,15,0.842791088692728
math500_r1distill8b_mn4096,3,0.0,per_feature,5,0.858390546915137
math500_r1distill8b_mn4096,3,0.0,group_median,3,0.8171033580869647
math500_r1distill8b_mn4096,3,0.01,per_feature,5,0.858390546915137
math500_r1distill8b_mn4096,3,0.01,group_median,3,0.8171033580869647
math500_r1distill8b_mn4096,3,0.1,per_feature,5,0.858390546915137
math500_r1distill8b_mn4096,3,0.1,group_median,3,0.8171033580869647
math500_r1distill8b_mn4096,3,1.0,per_feature,5,0.858390546915137
math500_r1distill8b_mn4096,3,1.0,group_median,3,0.8171033580869647
math500_r1distill8b_mn4096,4,0.0,per_feature,7,0.8576432674793331
math500_r1distill8b_mn4096,4,0.0,group_median,4,0.8186913268880482
math500_r1distill8b_mn4096,4,0.01,per_feature,7,0.8576432674793331
math500_r1distill8b_mn4096,4,0.01,group_median,4,0.8186913268880482
math500_r1distill8b_mn4096,4,0.1,per_feature,7,0.8576432674793331
math500_r1distill8b_mn4096,4,0.1,group_median,4,0.8186913268880482
math500_r1distill8b_mn4096,4,1.0,per_feature,7,0.8576432674793331
math500_r1distill8b_mn4096,4,1.0,group_median,4,0.8186913268880482
math500_r1distill8b_mn4096,5,0.0,per_feature,7,0.8576432674793331
math500_r1distill8b_mn4096,5,0.0,group_median,5,0.7776376628835645
math500_r1distill8b_mn4096,5,0.01,per_feature,7,0.8576432674793331
math500_r1distill8b_mn4096,5,0.01,group_median,5,0.7776376628835645
math500_r1distill8b_mn4096,5,0.1,per_feature,7,0.8576432674793331
math500_r1distill8b_mn4096,5,0.1,group_median,5,0.7776376628835645
math500_r1distill8b_mn4096,5,1.0,per_feature,7,0.8576432674793331
math500_r1distill8b_mn4096,5,1.0,group_median,5,0.7776376628835645
math500_r1distill8b_mn4096,6,0.0,per_feature,9,0.8428844986222035
math500_r1distill8b_mn4096,6,0.0,group_median,6,0.8254635467750222
