cell,family,domain,method,contract,n,n_features,n_kept,auroc,score_mean,score_std,fit_residual,sparse_fraction,decomposition_converged
noise_gsm8k_mistral7b,gsm8k,math,su_pcr,replace_squared,1319,29,29,0.7825368213400531,1.0773961118424567e-17,0.502121362804261,0.09157175090901233,0.0024630541871921183,True
noise_gsm8k_mistral7b,gsm8k,math,deployed_upcr,replace_mode,1319,29,23,0.7820034119805582,3.7708863914485987e-17,0.5224067535129681,0.0675982961635103,,
noise_gsm8k_mistral7b,gsm8k,math,iu_pcr,replace_mode,1319,29,29,0.7836519228027902,2.962839307566756e-17,0.5037461866854905,0.09539978444990872,,
noise_gsm8k_mistral7b,gsm8k,math,su_pcr,replace_mode,1319,29,29,0.783654221981064,3.23218833552737e-17,0.5038589795508834,0.09523210525068497,0.0,True
noise_gsm8k_phi3mini,gsm8k,math,deployed_upcr,fixed_all,1319,29,19,0.6834092075606436,-2.6934902796061417e-18,0.4338014500760921,0.12015640155274902,,
noise_gsm8k_phi3mini,gsm8k,math,iu_pcr,fixed_all,1319,29,29,0.6761453660931468,-3.366862849507677e-18,0.3911644713532674,0.26559929980318664,,
noise_gsm8k_phi3mini,gsm8k,math,su_pcr,fixed_all,1319,29,29,0.6786614893664502,-5.386980559212283e-18,0.3872808718496192,0.22690732314214096,0.017241379310344827,True
noise_gsm8k_phi3mini,gsm8k,math,deployed_upcr,remove_unstable,1319,25,18,0.682750887058981,-3.366862849507677e-18,0.46442373065546455,0.10164592227228049,,
noise_gsm8k_phi3mini,gsm8k,math,iu_pcr,remove_unstable,1319,25,25,0.6754479926803686,-3.366862849507677e-18,0.4096996147008237,0.26458591979056684,,
noise_gsm8k_phi3mini,gsm8k,math,su_pcr,remove_unstable,1319,25,25,0.6783044341791078,-2.0201177097046063e-18,0.4075508379739118,0.22383370472465905,0.023333333333333334,True
noise_gsm8k_phi3mini,gsm8k,math,deployed_upcr,replace_squared,1319,29,18,0.682750887058981,-8.75384340871996e-18,0.46442373065546444,0.10164592227228038,,
noise_gsm8k_phi3mini,gsm8k,math,iu_pcr,replace_squared,1319,29,29,0.6739974559817903,3.366862849507677e-18,0.3644490484408894,0.30189114053319593,,
noise_gsm8k_phi3mini,gsm8k,math,su_pcr,replace_squared,1319,29,29,0.5836429671286069,-2.6934902796061417e-18,0.3983822107964604,0.906741800913644,0.19704433497536947,True
noise_gsm8k_phi3mini,gsm8k,math,deployed_upcr,replace_mode,1319,29,19,0.6834092075606436,-4.0402354194092125e-18,0.4338014500760921,0.12015640155274902,,
noise_gsm8k_phi3mini,gsm8k,math,iu_pcr,replace_mode,1319,29,29,0.6738607707928856,6.733725699015354e-18,0.3644397438892109,0.3219956275042368,,
noise_gsm8k_phi3mini,gsm8k,math,su_pcr,replace_mode,1319,29,29,0.5722032536653947,3.8045550199436754e-17,0.4153261719761088,0.9388448265022158,0.1748768472906404,True
sciq_llama8b,sciq,QA,deployed_upcr,fixed_all,198,30,24,0.7447875128175914,1.1214373986112693e-18,0.5407677837527126,0.07510028528015306,,
sciq_llama8b,sciq,QA,iu_pcr,fixed_all,198,30,30,0.741141620143557,-5.607186993056346e-18,0.5206745237537238,0.08285038584949708,,
sciq_llama8b,sciq,QA,su_pcr,fixed_all,198,30,30,0.7417112908738749,-1.1214373986112693e-18,0.5220470947693066,0.08506511496877044,0.0,True
sciq_llama8b,sciq,QA,deployed_upcr,remove_unstable,198,26,23,0.7401162128289849,1.0092936587501423e-17,0.5423154642655678,0.07844203828651296,,
sciq_llama8b,sciq,QA,iu_pcr,remove_unstable,198,26,26,0.7415973567278114,-6.7286243916676156e-18,0.5357257642940931,0.10957968759851612,,
sciq_llama8b,sciq,QA,su_pcr,remove_unstable,198,26,26,0.7409137518514299,-5.607186993056346e-18,0.5353615552005656,0.10776124253911792,0.0,True
sciq_llama8b,sciq,QA,deployed_upcr,replace_squared,198,30,23,0.7401162128289849,-3.3643121958338078e-18,0.5423154642655671,0.07844203828651294,,
sciq_llama8b,sciq,QA,iu_pcr,replace_squared,198,30,30,0.738976871368349,-3.3643121958338078e-18,0.5053277469906854,0.06492084770566943,,
sciq_llama8b,sciq,QA,su_pcr,replace_squared,198,30,30,0.7393186738065398,3.3643121958338078e-18,0.5059690403900389,0.05926247854747588,0.0,True
sciq_llama8b,sciq,QA,deployed_upcr,replace_mode,198,30,23,0.7401162128289849,2.2428747972225387e-18,0.5423154642655674,0.07844203828651293,,
sciq_llama8b,sciq,QA,iu_pcr,replace_mode,198,30,30,0.7382932664919676,8.971499188890155e-18,0.5126318368564265,0.07790190794789198,,
sciq_llama8b,sciq,QA,su_pcr,replace_mode,198,30,30,0.738179332345904,2.1307310573614114e-17,0.5123388616102263,0.07197029974526832,0.0,True
se_nq_open_llama8b,nq_open,QA,deployed_upcr,fixed_all,8460,27,22,0.7468965488308481,7.139022758818973e-18,0.5146062530643589,0.05589020059490189,,
se_nq_open_llama8b,nq_open,QA,iu_pcr,fixed_all,8460,27,27,0.7394211925475219,-4.199425152246455e-19,0.49958226124614824,0.07367500740972198,,
se_nq_open_llama8b,nq_open,QA,su_pcr,fixed_all,8460,27,27,0.6302360398886295,1.4697988032862592e-17,0.4826746022630843,0.5765289994797055,0.12535612535612536,True
se_nq_open_llama8b,nq_open,QA,deployed_upcr,remove_unstable,8460,24,22,0.7468965488308481,3.7794826370218096e-18,0.514606253064359,0.05589020059490176,,
se_nq_open_llama8b,nq_open,QA,iu_pcr,remove_unstable,8460,24,24,0.7434733201788304,3.7794826370218096e-18,0.5077885571670564,0.06621444331861609,,
se_nq_open_llama8b,nq_open,QA,su_pcr,remove_unstable,8460,24,24,0.7445177187239106,4.199425152246455e-18,0.5078263540638254,0.0750447295518927,0.0036231884057971015,True
se_nq_open_llama8b,nq_open,QA,deployed_upcr,replace_squared,8460,27,22,0.7468965488308481,1.0498562880616137e-17,0.5146062530643589,0.05589020059490189,,
se_nq_open_llama8b,nq_open,QA,iu_pcr,replace_squared,8460,27,27,0.7394053064574997,1.1590413420200215e-16,0.49921666873198894,0.0699101082854183,,
se_nq_open_llama8b,nq_open,QA,su_pcr,replace_squared,8460,27,27,0.7404465725341249,1.1002493898885712e-16,0.49905755619056086,0.06892509534412573,0.002849002849002849,True
se_nq_open_llama8b,nq_open,QA,deployed_upcr,replace_mode,8460,27,22,0.7468965488308481,1.5117930548087238e-17,0.5146062530643587,0.05589020059490192,,
se_nq_open_llama8b,nq_open,QA,iu_pcr,replace_mode,8460,27,27,0.7397555835551,1.5705850069401742e-16,0.501315352960124,0.07122990209422221,,
se_nq_open_llama8b,nq_open,QA,su_pcr,replace_mode,8460,27,27,0.7407498066679625,1.5705850069401742e-16,0.5009380971949197,0.07101672679174525,0.002849002849002849,True
se_squad_v2_llama8b,squad_v2,QA,deployed_upcr,fixed_all,2933,27,23,0.8102507127768863,-7.267740222571771e-18,0.5092180181829826,0.05657996869041661,,
se_squad_v2_llama8b,squad_v2,QA,iu_pcr,fixed_all,2933,27,27,0.8122880426627267,-1.0901610333857657e-17,0.49763074625562986,0.07394719324556054,,
se_squad_v2_llama8b,squad_v2,QA,su_pcr,fixed_all,2933,27,27,0.8123018941973612,-2.4225800741905904e-18,0.4984215788458517,0.07716742039711458,0.0,True
se_squad_v2_llama8b,squad_v2,QA,deployed_upcr,remove_unstable,2933,24,23,0.8102507127768863,-1.2112900370952952e-17,0.5092180181829828,0.05657996869041655,,
se_squad_v2_llama8b,squad_v2,QA,iu_pcr,remove_unstable,2933,24,24,0.81073840222548,-4.845160148381181e-18,0.5068721991800926,0.07441787487981864,,
se_squad_v2_llama8b,squad_v2,QA,su_pcr,remove_unstable,2933,24,24,0.81073840222548,-4.845160148381181e-18,0.5067185474342625,0.07172226616187428,0.0,True
se_squad_v2_llama8b,squad_v2,QA,deployed_upcr,replace_squared,2933,27,23,0.8102507127768863,-8.479030259667067e-18,0.509218018182982,0.056579968690416545,,
se_squad_v2_llama8b,squad_v2,QA,iu_pcr,replace_squared,2933,27,27,0.8118165133378734,1.8411608563848487e-16,0.49552841870754105,0.06696657441224277,,
se_squad_v2_llama8b,squad_v2,QA,su_pcr,replace_squared,2933,27,27,0.8118586450890539,1.7684834541591311e-16,0.49762110425583894,0.07171454206443692,0.0,True
se_squad_v2_llama8b,squad_v2,QA,deployed_upcr,replace_mode,2933,27,23,0.8102507127768863,-2.4225800741905904e-18,0.5092180181829822,0.05657996869041647,,
se_squad_v2_llama8b,squad_v2,QA,iu_pcr,replace_mode,2933,27,27,0.812438678101878,8.236772252248008e-17,0.49838756695357644,0.07002003163331626,,
se_squad_v2_llama8b,squad_v2,QA,su_pcr,replace_mode,2933,27,27,0.8124750383802939,8.357901255957537e-17,0.49820247573542675,0.06572945721238059,0.0,True
seiclr_triviaqa_opt30b,triviaqa,QA,deployed_upcr,fixed_all,5000,19,14,0.8120554768722551,-2.7711166694643906e-17,0.5097779819643159,0.0852677594265906,,
seiclr_triviaqa_opt30b,triviaqa,QA,iu_pcr,fixed_all,5000,19,19,0.8266982889919704,-3.979039320256561e-17,0.36072238109937166,0.31234108139309147,,
seiclr_triviaqa_opt30b,triviaqa,QA,su_pcr,fixed_all,5000,19,19,0.8258026500621319,-4.192202140984591e-17,0.36465641601573234,0.30438385183724675,0.011695906432748537,True
seiclr_triviaqa_opt30b,triviaqa,QA,deployed_upcr,remove_unstable,5000,18,13,0.811871846772098,-5.542233338928781e-17,0.5089648364518138,0.0499661889150629,,
seiclr_triviaqa_opt30b,triviaqa,QA,iu_pcr,remove_unstable,5000,18,18,0.8217253221727396,-3.481659405224491e-17,0.31957414051582644,0.2713054529824812,,
seiclr_triviaqa_opt30b,triviaqa,QA,su_pcr,remove_unstable,5000,18,18,0.8215773889922277,-3.126388037344441e-17,0.3300546882572965,0.27252994509138867,0.013071895424836602,True
seiclr_triviaqa_opt30b,triviaqa,QA,deployed_upcr,replace_squared,5000,19,14,0.8120554768722551,-5.4711790653527716e-17,0.5097779819643163,0.08526775942659044,,
seiclr_triviaqa_opt30b,triviaqa,QA,iu_pcr,replace_squared,5000,19,19,0.8271030148782188,-2.9842794901924206e-17,0.34592967783141826,0.3094496547546064,,
seiclr_triviaqa_opt30b,triviaqa,QA,su_pcr,replace_squared,5000,19,19,0.8262359978028707,-2.7711166694643906e-17,0.34672517999309477,0.298972940840413,0.011695906432748537,True
seiclr_triviaqa_opt30b,triviaqa,QA,deployed_upcr,replace_mode,5000,19,13,0.811871846772098,-7.460698725481052e-17,0.5089648364518138,0.049966188915062916,,
seiclr_triviaqa_opt30b,triviaqa,QA,iu_pcr,replace_mode,5000,19,19,0.8249013832395565,-3.481659405224491e-17,0.29162838084735804,0.346625710537335,,
seiclr_triviaqa_opt30b,triviaqa,QA,su_pcr,replace_mode,5000,19,19,0.8239944885242444,-3.268496584496461e-17,0.2942237149890522,0.3402980946967474,0.011695906432748537,True
semenergy_triviaqa_qwen3_8b,triviaqa,QA,deployed_upcr,fixed_all,4392,27,20,0.8130966838819187,2.2649358608017767e-17,0.43006102270375046,0.09115810919595252,,
semenergy_triviaqa_qwen3_8b,triviaqa,QA,iu_pcr,fixed_all,4392,27,27,0.8052471606471472,2.2649358608017767e-17,0.4359408405661986,0.2411435347931669,,
semenergy_triviaqa_qwen3_8b,triviaqa,QA,su_pcr,fixed_all,4392,27,27,0.7547368959179653,2.426716993716189e-17,0.31518406281047007,0.6921107499915612,0.2535612535612536,True
semenergy_triviaqa_qwen3_8b,triviaqa,QA,deployed_upcr,remove_unstable,4392,24,20,0.8130966838819187,1.9413735949729513e-17,0.43006102270375074,0.09115810919595259,,
semenergy_triviaqa_qwen3_8b,triviaqa,QA,iu_pcr,remove_unstable,4392,24,24,0.805718481167545,2.912060392459427e-17,0.48142665139163826,0.24469126664255458,,
semenergy_triviaqa_qwen3_8b,triviaqa,QA,su_pcr,remove_unstable,4392,24,24,0.8057536016119662,3.2356226582882525e-17,0.4844983026468925,0.24922072176394977,0.018115942028985508,True
semenergy_triviaqa_qwen3_8b,triviaqa,QA,deployed_upcr,replace_squared,4392,27,21,0.8102943217930463,2.2649358608017767e-17,0.3902800028871017,0.1137827154011192,,
semenergy_triviaqa_qwen3_8b,triviaqa,QA,iu_pcr,replace_squared,4392,27,27,0.8068365166171656,1.601633215852685e-16,0.43316368522001214,0.24598381260412253,,
semenergy_triviaqa_qwen3_8b,triviaqa,QA,su_pcr,replace_squared,4392,27,27,0.8070605393336507,1.5854551025612435e-16,0.43871553816833186,0.24670631851949673,0.017094017094017096,True
semenergy_triviaqa_qwen3_8b,triviaqa,QA,deployed_upcr,replace_mode,4392,27,21,0.8102943217930463,2.2649358608017767e-17,0.3902800028871017,0.1137827154011192,,
semenergy_triviaqa_qwen3_8b,triviaqa,QA,iu_pcr,replace_mode,4392,27,27,0.8080351836196584,4.659296627935083e-16,0.44870652194748234,0.24465420536129498,,
semenergy_triviaqa_qwen3_8b,triviaqa,QA,su_pcr,replace_mode,4392,27,27,0.8082733376392246,4.49751549502067e-16,0.4390723565374174,0.24420567763452788,0.014245014245014245,True
spilled_triviaqa_llama8b,triviaqa,QA,deployed_upcr,fixed_all,256,28,22,0.9299999999999999,-1.734723475976807e-18,0.551915237712646,0.0681150984124391,,
spilled_triviaqa_llama8b,triviaqa,QA,iu_pcr,fixed_all,256,28,28,0.9353333333333333,-2.6020852139652106e-18,0.5263743408990569,0.08926085891045153,,
spilled_triviaqa_llama8b,triviaqa,QA,su_pcr,fixed_all,256,28,28,0.9353333333333333,1.734723475976807e-18,0.527164992057089,0.09550879737207107,0.0,True
spilled_triviaqa_llama8b,triviaqa,QA,deployed_upcr,remove_unstable,256,25,22,0.9299999999999999,-4.336808689942018e-18,0.551915237712646,0.06811509841243907,,
spilled_triviaqa_llama8b,triviaqa,QA,iu_pcr,remove_unstable,256,25,25,0.932,1.5612511283791264e-17,0.5389999339329447,0.10277086296764727,,
spilled_triviaqa_llama8b,triviaqa,QA,su_pcr,remove_unstable,256,25,25,0.932,8.673617379884035e-18,0.5392597285360209,0.10475578389740661,0.0,True
spilled_triviaqa_llama8b,triviaqa,QA,deployed_upcr,replace_squared,256,28,22,0.9299999999999999,0.0,0.5519152377126457,0.06811509841243907,,
spilled_triviaqa_llama8b,triviaqa,QA,iu_pcr,replace_squared,256,28,28,0.9346666666666666,-5.204170427930421e-18,0.5290057235754488,0.1035870184765089,,
spilled_triviaqa_llama8b,triviaqa,QA,su_pcr,replace_squared,256,28,28,0.9346666666666666,-1.734723475976807e-18,0.5281189355331539,0.09549333490345499,0.0,True
spilled_triviaqa_llama8b,triviaqa,QA,deployed_upcr,replace_mode,256,28,22,0.9299999999999999,0.0,0.5519152377126457,0.06811509841243907,,
spilled_triviaqa_llama8b,triviaqa,QA,iu_pcr,replace_mode,256,28,28,0.9373333333333334,-2.6020852139652106e-18,0.5280155869976597,0.10030142408836128,,
spilled_triviaqa_llama8b,triviaqa,QA,su_pcr,replace_mode,256,28,28,0.9373333333333334,1.734723475976807e-18,0.5274839975561086,0.0954326799397134,0.0,True
trace_gsm8k_llama8b_k10,gsm8k,math,deployed_upcr,fixed_all,5000,29,22,0.8113494318181818,-7.105427357601002e-19,0.557726219623783,0.08373469927133502,,
trace_gsm8k_llama8b_k10,gsm8k,math,iu_pcr,fixed_all,5000,29,29,0.8146807065217392,-9.947598300641403e-18,0.5305605838637866,0.10414335337863312,,
trace_gsm8k_llama8b_k10,gsm8k,math,su_pcr,fixed_all,5000,29,29,0.8146669137022399,-1.1368683772161604e-17,0.530845971945495,0.10552055578881515,0.0,True
trace_gsm8k_llama8b_k10,gsm8k,math,deployed_upcr,remove_unstable,5000,25,21,0.8097622282608696,-4.263256414560601e-18,0.5617424523571212,0.07437909169929072,,
trace_gsm8k_llama8b_k10,gsm8k,math,iu_pcr,remove_unstable,5000,25,25,0.8135828392621871,-6.3948846218409015e-18,0.5451501588686475,0.11438794978081082,,
trace_gsm8k_llama8b_k10,gsm8k,math,su_pcr,remove_unstable,5000,25,25,0.813570487483531,-7.105427357601002e-18,0.5455574803310821,0.1183279299748396,0.0,True
trace_gsm8k_llama8b_k10,gsm8k,math,deployed_upcr,replace_squared,5000,29,21,0.8097622282608696,-1.3500311979441904e-17,0.5617424523571213,0.07437909169929091,,
trace_gsm8k_llama8b_k10,gsm8k,math,iu_pcr,replace_squared,5000,29,29,0.8135433135704875,-1.6342482922482304e-17,0.5268524293586146,0.09324292349979783,,
trace_gsm8k_llama8b_k10,gsm8k,math,su_pcr,replace_squared,5000,29,29,0.8135344614624507,-1.4921397450962103e-17,0.5268117575530537,0.09226456550086418,0.0,True
trace_gsm8k_llama8b_k10,gsm8k,math,deployed_upcr,replace_mode,5000,29,21,0.8097622282608696,-1.3500311979441904e-17,0.5617424523571213,0.07437909169929091,,
trace_gsm8k_llama8b_k10,gsm8k,math,iu_pcr,replace_mode,5000,29,29,0.813967803030303,-7.602807272633072e-17,0.5288915761284785,0.09856284196063814,,
trace_gsm8k_llama8b_k10,gsm8k,math,su_pcr,replace_mode,5000,29,29,0.8139566864295125,-8.171241461241152e-17,0.5288385312215083,0.0978087151555669,0.0,True
trace_math500_qwenmath15b_k10,math500,math,deployed_upcr,fixed_all,3000,30,23,0.6882812266908617,-1.4210854715202004e-17,0.5504969650378871,0.09099677694219502,,
trace_math500_qwenmath15b_k10,math500,math,iu_pcr,fixed_all,3000,30,30,0.6869699860537242,0.0,0.5118976217709349,0.056140741176874294,,
trace_math500_qwenmath15b_k10,math500,math,su_pcr,fixed_all,3000,30,30,0.6869852864112169,0.0,0.5143726725533333,0.06181640006818264,0.0,True
trace_math500_qwenmath15b_k10,math500,math,deployed_upcr,remove_unstable,3000,26,22,0.6875414544060822,-1.4210854715202004e-17,0.5539766299277262,0.08049676862315334,,
trace_math500_qwenmath15b_k10,math500,math,iu_pcr,remove_unstable,3000,26,26,0.6863625618612579,-1.4210854715202004e-17,0.5431775244628974,0.11269480975418604,,
trace_math500_qwenmath15b_k10,math500,math,su_pcr,remove_unstable,3000,26,26,0.6863671519685057,-1.4210854715202004e-17,0.5451166855650489,0.12196117172692043,0.0,True
trace_math500_qwenmath15b_k10,math500,math,deployed_upcr,replace_squared,3000,30,22,0.6875414544060822,-4.736951571734001e-18,0.5539766299277258,0.08049676862315348,,
trace_math500_qwenmath15b_k10,math500,math,iu_pcr,replace_squared,3000,30,30,0.6857398373112988,0.0,0.5132656959846837,0.07197029784937863,,
trace_math500_qwenmath15b_k10,math500,math,su_pcr,replace_squared,3000,30,30,0.6857367772398003,0.0,0.5153372139181122,0.07577232224994139,0.0,True
trace_math500_qwenmath15b_k10,math500,math,deployed_upcr,replace_mode,3000,30,23,0.68788877252117,9.473903143468002e-18,0.5513210293135435,0.0816006716248145,,
trace_math500_qwenmath15b_k10,math500,math,iu_pcr,replace_mode,3000,30,30,0.6862562243766825,9.473903143468002e-18,0.5191539242683219,0.07087040029276609,,
trace_math500_qwenmath15b_k10,math500,math,su_pcr,replace_mode,3000,30,30,0.6862179734829504,2.3684757858670008e-17,0.520892858627078,0.07446254336589438,0.0,True
truthfulqa_llama8b,truthfulqa,QA,deployed_upcr,fixed_all,7633,29,22,0.6633585817234888,-3.258089316337417e-17,0.5041833093495021,0.08165681196410166,,
truthfulqa_llama8b,truthfulqa,QA,iu_pcr,fixed_all,7633,29,29,0.6648194694215284,-3.258089316337417e-17,0.4431133172482735,0.1123394105488551,,
truthfulqa_llama8b,truthfulqa,QA,su_pcr,fixed_all,7633,29,29,0.6645843507318749,-3.7235306472427624e-17,0.48477915422717094,0.10321026117414384,0.009852216748768473,True
truthfulqa_llama8b,truthfulqa,QA,deployed_upcr,remove_unstable,7633,25,21,0.6607353237392348,-1.396323992716036e-17,0.505261787415494,0.08583103450923392,,
truthfulqa_llama8b,truthfulqa,QA,iu_pcr,remove_unstable,7633,25,25,0.6615596882666718,-1.6755887912592432e-17,0.45294447057337495,0.10766539206716398,,
truthfulqa_llama8b,truthfulqa,QA,su_pcr,remove_unstable,7633,25,25,0.6611693332773009,-1.582500525078174e-17,0.492409893009294,0.11169653864084857,0.01,True
truthfulqa_llama8b,truthfulqa,QA,deployed_upcr,replace_squared,7633,29,22,0.6618596547921464,-4.2820602443291774e-17,0.501129081322044,0.08760716608782176,,
truthfulqa_llama8b,truthfulqa,QA,iu_pcr,replace_squared,7633,29,29,0.6610151838128209,1.0900635969803187e-15,0.43564489649339716,0.08585905518802736,,
truthfulqa_llama8b,truthfulqa,QA,su_pcr,replace_squared,7633,29,29,0.6597511944319258,1.0705150610822943e-15,0.4485149333664101,0.024591972581830986,0.007389162561576354,True
truthfulqa_llama8b,truthfulqa,QA,deployed_upcr,replace_mode,7633,29,23,0.6614865080273651,-4.561325042872384e-17,0.494515263781175,0.09277483317185348,,
truthfulqa_llama8b,truthfulqa,QA,iu_pcr,replace_mode,7633,29,29,0.66345349866754,1.9753330083622857e-15,0.43122410172995074,0.09923117651037512,,
truthfulqa_llama8b,truthfulqa,QA,su_pcr,replace_mode,7633,29,29,0.6621083589222652,1.970678595053232e-15,0.4479825719072714,0.021493859015849853,0.007389162561576354,True
