domain,cell,size,lsml_auroc,upcr_auroc,lsml_rel_residual,upcr_k1_residual,route_lsml,lsml_wins,router_correct
gpqa,Mistral-7B_T1.0,4,0.4222,0.3977,0.17545,0.67962,True,True,True
gpqa,Mistral-7B_T1.0,4,0.4195,0.4341,0.21088,0.74238,True,False,False
gpqa,Mistral-7B_T1.0,4,0.4318,0.4662,0.20862,0.99185,True,False,False
gpqa,Mistral-7B_T1.0,4,0.4334,0.4246,0.12983,0.39764,True,True,True
gpqa,Mistral-7B_T1.0,5,0.4491,0.4699,0.27989,0.10627,False,False,True
gpqa,Mistral-7B_T1.0,5,0.3949,0.3962,0.20445,0.43564,True,False,False
gpqa,Mistral-7B_T1.0,5,0.3982,0.3938,0.35335,0.53724,True,True,True
gpqa,Mistral-7B_T1.0,5,0.3651,0.4155,0.12011,0.13749,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4122,0.4512,0.18662,0.50005,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4636,0.4701,0.18715,0.12521,False,False,True
gpqa,Mistral-7B_T1.0,5,0.4169,0.4689,0.1901,0.69977,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4184,0.4065,0.15946,0.99973,True,True,True
gpqa,Mistral-7B_T1.0,5,0.4116,0.4132,0.14656,0.74982,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4497,0.5158,0.12687,0.58766,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4124,0.4864,0.25683,0.85184,True,False,False
gpqa,Mistral-7B_T1.0,5,0.3922,0.4299,0.04579,0.35327,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4872,0.4882,0.21758,0.19731,False,False,True
gpqa,Mistral-7B_T1.0,5,0.4318,0.4974,0.20806,0.53136,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4743,0.5258,0.32286,0.69563,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4597,0.4957,0.29329,0.09255,False,False,True
gpqa,Mistral-7B_T1.0,5,0.4432,0.4299,0.25559,0.25932,True,True,True
gpqa,Mistral-7B_T1.0,5,0.4589,0.4699,0.40033,0.32595,False,False,True
gpqa,Mistral-7B_T1.0,5,0.4242,0.4993,0.13213,0.99129,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4538,0.4351,0.23762,0.99979,True,True,True
gpqa,Mistral-7B_T1.0,5,0.4449,0.4711,0.02822,0.95464,True,False,False
gpqa,Mistral-7B_T1.0,5,0.5401,0.5515,0.32616,0.42412,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4277,0.4404,0.4307,0.11622,False,False,True
gpqa,Mistral-7B_T1.0,5,0.4572,0.4976,0.35431,0.29939,False,False,True
gpqa,Mistral-7B_T1.0,5,0.4499,0.412,0.31628,0.89718,True,True,True
gpqa,Mistral-7B_T1.0,5,0.4741,0.4803,0.30958,0.24908,False,False,True
gpqa,Mistral-7B_T1.0,5,0.4436,0.4455,0.2171,0.36217,True,False,False
gpqa,Mistral-7B_T1.0,5,0.443,0.4988,0.17567,0.74612,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4127,0.5385,0.2514,0.80801,True,False,False
gpqa,Mistral-7B_T1.0,5,0.422,0.4628,0.15422,0.49818,True,False,False
gpqa,Mistral-7B_T1.0,5,0.3715,0.423,0.06163,0.16387,True,False,False
gpqa,Mistral-7B_T1.0,5,0.442,0.4641,0.12388,0.08877,False,False,True
gpqa,Mistral-7B_T1.0,5,0.4342,0.4382,0.13315,0.22467,True,False,False
gpqa,Mistral-7B_T1.0,5,0.4655,0.4782,0.21549,0.48231,True,False,False
gpqa,Mistral-7B_T1.0,6,0.3851,0.5503,0.2045,0.90737,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4646,0.4414,0.18819,0.99782,True,True,True
gpqa,Mistral-7B_T1.0,6,0.4153,0.5173,0.10672,0.96507,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4257,0.5234,0.1065,0.16172,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4311,0.5007,0.30383,0.75545,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4542,0.45,0.23395,0.56046,True,True,True
gpqa,Mistral-7B_T1.0,6,0.465,0.4861,0.17517,0.33361,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4226,0.4362,0.11955,0.98866,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4127,0.4557,0.18042,0.39077,True,False,False
gpqa,Mistral-7B_T1.0,6,0.428,0.4357,0.14522,0.65732,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4132,0.5212,0.37451,0.45742,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4438,0.3812,0.08976,0.96703,True,True,True
gpqa,Mistral-7B_T1.0,6,0.5362,0.4699,0.32369,0.05023,False,True,False
gpqa,Mistral-7B_T1.0,6,0.3961,0.4299,0.21172,0.21815,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4235,0.4443,0.14537,0.08941,False,False,True
gpqa,Mistral-7B_T1.0,6,0.3778,0.4531,0.21244,0.99305,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4107,0.4404,0.13317,0.39627,True,False,False
gpqa,Mistral-7B_T1.0,6,0.3823,0.4373,0.21005,0.32574,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4703,0.4276,0.14624,0.99475,True,True,True
gpqa,Mistral-7B_T1.0,6,0.4209,0.4282,0.14308,0.99997,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4435,0.3831,0.17073,0.90997,True,True,True
gpqa,Mistral-7B_T1.0,6,0.4455,0.52,0.09239,0.99802,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4355,0.4866,0.12888,0.38429,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4111,0.4646,0.20518,0.2232,True,False,False
gpqa,Mistral-7B_T1.0,6,0.3885,0.3759,0.18937,0.57586,True,True,True
gpqa,Mistral-7B_T1.0,6,0.443,0.4403,0.23281,0.93714,True,True,True
gpqa,Mistral-7B_T1.0,6,0.4432,0.5035,0.23495,0.18169,False,False,True
gpqa,Mistral-7B_T1.0,6,0.4632,0.4754,0.30782,0.19242,False,False,True
gpqa,Mistral-7B_T1.0,6,0.4614,0.4253,0.18872,0.99202,True,True,True
gpqa,Mistral-7B_T1.0,6,0.4504,0.4747,0.37405,0.75965,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4232,0.5059,0.34228,0.46969,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4619,0.525,0.37961,0.59294,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4124,0.4458,0.23361,0.7677,True,False,False
gpqa,Mistral-7B_T1.0,6,0.4349,0.4643,0.12733,0.28043,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4868,0.5168,0.79004,0.48755,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.3369,0.338,0.0732,0.83934,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4689,0.4498,0.13612,0.99982,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4175,0.4033,0.18192,0.94899,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4239,0.4588,0.1216,0.40335,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4909,0.4194,0.21129,0.35902,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4271,0.4371,0.14708,0.26513,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.5938,0.5827,0.0973,0.32322,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.399,0.3542,0.27056,0.79193,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4641,0.5016,0.51193,0.15538,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.5143,0.4046,0.13458,0.31507,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4066,0.4082,0.25547,0.1632,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.5193,0.4454,2.59942,0.90359,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.3798,0.4159,0.12894,0.33375,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4454,0.3502,0.22767,0.11528,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.5011,0.5044,0.15493,0.35433,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.5429,0.5047,0.26451,0.28304,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.3699,0.4214,0.12519,0.38419,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4664,0.5151,0.18654,0.96762,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4417,0.3871,0.32488,0.15149,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.3489,0.341,0.20461,0.86946,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.3771,0.3726,0.13075,0.30551,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.5682,0.5484,0.22889,0.19822,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.3804,0.4886,0.36113,0.26761,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4257,0.4055,0.04245,0.17843,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4247,0.4082,0.03934,0.48933,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.5036,0.4446,0.2527,0.31901,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4126,0.4453,0.32175,0.32763,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4445,0.4476,2.25124,0.05815,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4195,0.4608,0.27483,0.44391,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.5334,0.5804,0.50473,0.33532,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.443,0.3474,0.34039,0.29682,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4454,0.469,0.36213,0.30682,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,4,0.4713,0.4046,0.38272,0.9968,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4897,0.5158,0.29844,0.24404,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4571,0.4046,0.17425,0.78799,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.3927,0.5505,0.09329,0.99748,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4558,0.488,0.17834,0.22618,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4744,0.4211,0.29887,0.16512,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4353,0.5079,0.22367,0.12423,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4517,0.4461,0.16675,0.62062,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.3903,0.3946,0.18981,0.67758,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.385,0.4279,0.16991,0.26784,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.426,0.4432,0.15807,0.08494,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.5718,0.4988,0.12273,0.14138,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4632,0.4046,0.26942,0.53634,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4606,0.4123,0.24754,0.98261,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4518,0.426,0.30052,0.25331,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4239,0.3593,0.14728,0.50868,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.5571,0.4987,0.14958,0.11611,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4575,0.3865,0.29522,0.15156,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4078,0.469,0.25919,0.44015,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4908,0.4586,0.15863,0.18601,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.3943,0.3927,0.03474,0.27751,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4946,0.4557,0.22474,0.27219,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4458,0.4287,0.29375,0.32767,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4161,0.3828,0.06384,0.82775,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.3662,0.4472,0.04902,0.28783,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4691,0.4658,0.11403,0.09876,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.3958,0.3888,0.3179,0.27236,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4404,0.4804,0.17616,0.48101,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4888,0.3861,0.27068,0.2808,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.425,0.3831,0.26075,0.22227,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.3533,0.3282,0.04802,0.76029,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.3816,0.4287,0.24888,0.12933,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.414,0.4025,0.15308,0.45443,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.3673,0.4016,0.23458,0.23719,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,5,0.4115,0.4645,0.14521,0.11711,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3641,0.3431,0.10352,0.77097,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3949,0.4161,0.32161,0.20471,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4521,0.4432,0.23477,0.41484,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4713,0.4253,0.18833,0.60678,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.5276,0.5206,0.32297,0.14413,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3966,0.4268,0.11235,0.75492,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4474,0.4196,0.11287,0.65092,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3966,0.3943,0.12453,0.56324,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4226,0.4976,0.20871,0.38558,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3809,0.3942,0.10405,0.48068,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3618,0.3749,0.26219,0.19421,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4784,0.4524,0.29336,0.31595,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4168,0.507,0.23768,0.3855,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3898,0.3464,0.17699,0.9774,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3519,0.4462,0.18751,0.66254,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4247,0.3727,0.30916,0.4157,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3929,0.3891,0.26007,0.49925,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4193,0.4371,0.2293,0.21504,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4227,0.4988,0.11639,0.32562,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3798,0.4047,0.2383,0.23943,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.5824,0.4988,0.20326,0.50592,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3976,0.4252,0.37625,0.15875,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4173,0.4432,0.2406,0.33088,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4303,0.469,0.33306,0.18176,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3754,0.3841,0.33229,0.16845,False,False,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.35,0.4278,0.1671,0.52956,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3942,0.548,0.13859,0.82674,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3993,0.3718,0.11633,0.15146,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.3698,0.4217,0.29626,0.79322,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4008,0.4037,0.30414,0.3343,True,False,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4316,0.4288,0.17051,0.50432,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4601,0.4287,0.30103,0.17591,False,True,False
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.432,0.419,0.10207,0.36699,True,True,True
gpqa,Qwen2.5-72B-Instruct-AWQ_T1.0,6,0.4282,0.3749,0.22229,0.16049,False,True,False
rag,Qwen-7B/hotpotqa,4,0.6381,0.5918,0.08623,0.68247,True,True,True
rag,Qwen-7B/hotpotqa,4,0.6803,0.6799,0.93646,0.11308,False,True,False
rag,Qwen-7B/hotpotqa,4,0.6201,0.5041,0.41368,0.12816,False,True,False
rag,Qwen-7B/hotpotqa,4,0.5639,0.5491,0.33949,0.25662,False,True,False
rag,Qwen-7B/hotpotqa,4,0.6002,0.6392,0.67572,0.42321,False,False,True
rag,Qwen-7B/hotpotqa,4,0.6732,0.647,0.17345,0.39747,True,True,True
rag,Qwen-7B/hotpotqa,4,0.4838,0.5994,0.07623,0.99911,True,False,False
rag,Qwen-7B/hotpotqa,4,0.5723,0.5312,0.70907,0.9943,True,True,True
rag,Qwen-7B/hotpotqa,4,0.6115,0.6716,0.21123,0.3545,True,False,False
rag,Qwen-7B/hotpotqa,4,0.5364,0.4234,0.49125,0.08288,False,True,False
rag,Qwen-7B/hotpotqa,4,0.5974,0.5264,0.19376,0.1227,False,True,False
rag,Qwen-7B/hotpotqa,4,0.6805,0.3463,0.25171,0.97702,True,True,True
rag,Qwen-7B/hotpotqa,4,0.5807,0.5851,0.96772,0.64706,False,False,True
rag,Qwen-7B/hotpotqa,4,0.5593,0.4892,0.02584,0.27013,True,True,True
rag,Qwen-7B/hotpotqa,4,0.7,0.59,0.14283,0.28434,True,True,True
rag,Qwen-7B/hotpotqa,4,0.6749,0.4065,0.16763,0.98621,True,True,True
rag,Qwen-7B/hotpotqa,4,0.5037,0.5773,0.4649,0.24285,False,False,True
rag,Qwen-7B/hotpotqa,4,0.5779,0.4316,0.33209,0.96214,True,True,True
rag,Qwen-7B/hotpotqa,4,0.6188,0.6154,1.19878,0.0567,False,True,False
rag,Qwen-7B/hotpotqa,4,0.6474,0.6253,0.12152,0.33881,True,True,True
rag,Qwen-7B/hotpotqa,4,0.5565,0.5374,0.67104,0.20188,False,True,False
rag,Qwen-7B/hotpotqa,4,0.3835,0.5065,0.19001,0.22989,True,False,False
rag,Qwen-7B/hotpotqa,4,0.5084,0.537,0.29162,0.27161,False,False,True
rag,Qwen-7B/hotpotqa,4,0.5095,0.4991,0.74976,0.1696,False,True,False
rag,Qwen-7B/hotpotqa,4,0.6652,0.7011,0.04931,0.11978,True,False,False
rag,Qwen-7B/hotpotqa,4,0.7418,0.734,0.08029,0.42345,True,True,True
rag,Qwen-7B/hotpotqa,4,0.5929,0.6201,1.2966,0.11982,False,False,True
rag,Qwen-7B/hotpotqa,4,0.5418,0.6015,0.23363,0.98891,True,False,False
rag,Qwen-7B/hotpotqa,4,0.49,0.5931,0.1578,0.16945,True,False,False
rag,Qwen-7B/hotpotqa,4,0.6654,0.6206,0.28907,0.97159,True,True,True
rag,Qwen-7B/hotpotqa,4,0.7171,0.766,0.07935,0.20936,True,False,False
rag,Qwen-7B/hotpotqa,4,0.6162,0.6093,0.68147,0.11971,False,True,False
rag,Qwen-7B/hotpotqa,4,0.5916,0.479,0.34538,0.03554,False,True,False
rag,Qwen-7B/hotpotqa,4,0.6916,0.7097,0.37906,0.32184,False,False,True
rag,Qwen-7B/hotpotqa,5,0.466,0.6006,0.10227,0.86279,True,False,False
rag,Qwen-7B/hotpotqa,5,0.6511,0.7097,0.13477,0.95391,True,False,False
rag,Qwen-7B/hotpotqa,5,0.6662,0.5368,0.14406,0.81038,True,True,True
rag,Qwen-7B/hotpotqa,5,0.6509,0.569,0.241,0.21,False,True,False
rag,Qwen-7B/hotpotqa,5,0.5805,0.5634,0.05814,0.30498,True,True,True
rag,Qwen-7B/hotpotqa,5,0.5539,0.7123,0.12721,0.92979,True,False,False
rag,Qwen-7B/hotpotqa,5,0.5571,0.5474,0.18847,0.17368,False,True,False
rag,Qwen-7B/hotpotqa,5,0.5844,0.5463,0.10877,0.24244,True,True,True
rag,Qwen-7B/hotpotqa,5,0.7554,0.6225,0.29526,0.97984,True,True,True
rag,Qwen-7B/hotpotqa,5,0.6041,0.5067,0.17258,0.27815,True,True,True
rag,Qwen-7B/hotpotqa,5,0.4835,0.4918,0.25087,0.18358,False,False,True
rag,Qwen-7B/hotpotqa,5,0.6006,0.6665,0.14942,0.64475,True,False,False
rag,Qwen-7B/hotpotqa,5,0.5911,0.5781,0.1004,0.14259,True,True,True
rag,Qwen-7B/hotpotqa,5,0.5117,0.4983,0.19129,0.74833,True,True,True
rag,Qwen-7B/hotpotqa,5,0.5742,0.5323,0.14093,0.22585,True,True,True
rag,Qwen-7B/hotpotqa,5,0.7024,0.7024,0.10968,0.16769,True,True,True
rag,Qwen-7B/hotpotqa,5,0.6186,0.5548,0.09176,0.82615,True,True,True
rag,Qwen-7B/hotpotqa,5,0.5593,0.5299,0.20635,0.45046,True,True,True
rag,Qwen-7B/hotpotqa,5,0.4989,0.5617,0.11995,0.65088,True,False,False
rag,Qwen-7B/hotpotqa,5,0.5452,0.4418,0.06382,0.78664,True,True,True
rag,Qwen-7B/hotpotqa,5,0.4632,0.5216,0.16026,0.16968,True,False,False
rag,Qwen-7B/hotpotqa,5,0.6242,0.5143,0.0723,0.07481,True,True,True
rag,Qwen-7B/hotpotqa,5,0.4909,0.5658,0.37493,0.22541,False,False,True
rag,Qwen-7B/hotpotqa,5,0.7264,0.6818,0.10264,0.3085,True,True,True
rag,Qwen-7B/hotpotqa,5,0.5448,0.5556,0.15899,0.41937,True,False,False
rag,Qwen-7B/hotpotqa,5,0.6768,0.6232,0.33724,0.11182,False,True,False
rag,Qwen-7B/hotpotqa,5,0.3623,0.6613,0.24165,0.86398,True,False,False
rag,Qwen-7B/hotpotqa,5,0.458,0.5939,0.14787,0.72362,True,False,False
rag,Qwen-7B/hotpotqa,5,0.5491,0.5076,0.1201,0.42189,True,True,True
rag,Qwen-7B/hotpotqa,5,0.6123,0.5569,0.14703,0.76611,True,True,True
rag,Qwen-7B/hotpotqa,5,0.7405,0.74,0.19242,0.1755,False,True,False
rag,Qwen-7B/hotpotqa,5,0.6515,0.4818,0.06303,0.49669,True,True,True
rag,Qwen-7B/hotpotqa,5,0.4861,0.5216,0.14525,0.14143,False,False,True
rag,Qwen-7B/hotpotqa,5,0.5745,0.4983,0.24557,0.39876,True,True,True
rag,Qwen-7B/hotpotqa,6,0.6712,0.6903,0.13844,0.09434,False,False,True
rag,Qwen-7B/hotpotqa,6,0.6381,0.6714,0.18966,0.97648,True,False,False
rag,Qwen-7B/hotpotqa,6,0.5074,0.5641,0.17353,0.23886,True,False,False
rag,Qwen-7B/hotpotqa,6,0.5649,0.5671,0.0938,0.45154,True,False,False
rag,Qwen-7B/hotpotqa,6,0.4827,0.5264,0.20223,0.48342,True,False,False
rag,Qwen-7B/hotpotqa,6,0.5755,0.5323,0.1692,0.40708,True,True,True
rag,Qwen-7B/hotpotqa,6,0.6091,0.4675,0.17557,0.59312,True,True,True
rag,Qwen-7B/hotpotqa,6,0.5268,0.5753,0.16652,0.41198,True,False,False
rag,Qwen-7B/hotpotqa,6,0.6004,0.4701,0.30336,0.31973,True,True,True
rag,Qwen-7B/hotpotqa,6,0.4803,0.537,0.22765,0.12085,False,False,True
rag,Qwen-7B/hotpotqa,6,0.7145,0.6331,0.05565,0.37757,True,True,True
rag,Qwen-7B/hotpotqa,6,0.455,0.5108,0.15053,0.37123,True,False,False
rag,Qwen-7B/hotpotqa,6,0.5758,0.553,0.17963,0.36343,True,True,True
rag,Qwen-7B/hotpotqa,6,0.5907,0.5859,0.16705,0.99698,True,True,True
rag,Qwen-7B/hotpotqa,6,0.6957,0.7357,0.0782,0.65917,True,False,False
rag,Qwen-7B/hotpotqa,6,0.6108,0.5333,0.15816,0.47682,True,True,True
rag,Qwen-7B/hotpotqa,6,0.6883,0.6857,0.17602,0.50774,True,True,True
rag,Qwen-7B/hotpotqa,6,0.6141,0.6093,0.26934,0.26095,False,True,False
rag,Qwen-7B/hotpotqa,6,0.621,0.5955,0.1026,0.45361,True,True,True
rag,Qwen-7B/hotpotqa,6,0.5045,0.531,0.19158,0.39086,True,False,False
rag,Qwen-7B/hotpotqa,6,0.6719,0.563,0.15429,0.97929,True,True,True
rag,Qwen-7B/hotpotqa,6,0.6013,0.5067,0.16994,0.60342,True,True,True
rag,Qwen-7B/hotpotqa,6,0.4797,0.6297,0.23818,0.94789,True,False,False
rag,Qwen-7B/hotpotqa,6,0.458,0.5556,0.12429,0.99688,True,False,False
rag,Qwen-7B/hotpotqa,6,0.5543,0.5474,0.24265,0.16665,False,True,False
rag,Qwen-7B/hotpotqa,6,0.6758,0.51,0.2173,0.47283,True,True,True
rag,Qwen-7B/hotpotqa,6,0.6335,0.6162,0.08192,0.06744,False,True,False
rag,Qwen-7B/hotpotqa,6,0.4325,0.6652,0.1555,0.84679,True,False,False
rag,Qwen-7B/hotpotqa,6,0.7082,0.6942,0.14257,0.31424,True,True,True
rag,Qwen-7B/hotpotqa,6,0.5351,0.5299,0.28383,0.12329,False,True,False
rag,Qwen-7B/hotpotqa,6,0.7154,0.5223,0.14847,0.35389,True,True,True
rag,Qwen-7B/hotpotqa,6,0.6416,0.6474,0.2973,0.8958,True,False,False
rag,Qwen-7B/hotpotqa,6,0.6764,0.7422,0.20834,0.17175,False,False,True
