source,world,unit,group,family,repetition,n_train,n_test,n_features,upcr_n_kept,n_domain_donors,n_domain_donor_labels,n_all_donors,n_all_donor_labels,domain_shared_upcr_coefficient,domain_shared_residual_norm,budget,method,auc,delta_vs_upcr,n_target_labels,n_donor_labels_used,selected_positive_rate,selected_both_classes,converged,head_coefficient_upcr,head_coefficient_correction,prior_coefficient_upcr,prior_coefficient_correction
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,20,local_uniform2,0.8837209302325582,-0.024623803009575895,20,0,0.35,1,1,0.7785567661067875,0.24225284672408273,1.0,0.0
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,20,local_active2,0.8915868673050615,-0.016757865937072514,20,0,0.3,1,1,0.9662196660283152,0.2280941330227661,1.0,0.0
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,20,hybrid_domain_uniform,0.841655266757866,-0.0666894664842681,20,200,0.35,1,1,0.7282665886136122,0.3343775595695242,0.9043763343117885,0.3788938940655132
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,20,hybrid_domain_active,0.8864569083447332,-0.02188782489740082,20,200,0.25,1,1,0.9511777486982511,0.1809597877475618,0.9043763343117885,0.3788938940655132
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,40,upcr,0.908344733242134,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,40,pooled_domain_lofo,0.8512311901504788,-0.05711354309165528,0,200,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,40,pooled_all_lofo,0.8796169630642954,-0.028727770177838674,0,380,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,40,local_controlled2,0.9038987688098495,-0.0044459644322845104,40,0,0.3,1,1,0.9946106286566148,0.06407811233934163,1.0,0.0
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,40,local_uniform2,0.8885088919288646,-0.01983584131326943,40,0,0.325,1,1,0.9545005361072685,0.2554339209575469,1.0,0.0
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,40,local_active2,0.8984268125854993,-0.009917920656634771,40,0,0.225,1,1,0.8916405808444282,0.12277975085521375,1.0,0.0
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,40,hybrid_domain_uniform,0.8922708618331053,-0.016073871409028717,40,200,0.325,1,1,0.8966624417387604,0.1363958894911938,0.9043763343117885,0.3788938940655132
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,40,hybrid_domain_active,0.9114227086183311,0.0030779753761970285,40,200,0.275,1,1,0.825520211163898,-0.06434115895989104,0.9043763343117885,0.3788938940655132
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,80,upcr,0.908344733242134,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,80,pooled_domain_lofo,0.8512311901504788,-0.05711354309165528,0,200,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,80,pooled_all_lofo,0.8796169630642954,-0.028727770177838674,0,380,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,80,local_controlled2,0.9086867305061559,0.0003419972640218427,80,0,0.2875,1,1,1.022434462868977,-0.028622552590992778,1.0,0.0
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,80,local_uniform2,0.8994528043775649,-0.008891928864569132,80,0,0.2875,1,1,1.0260701304312714,0.12227484402685111,1.0,0.0
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,80,local_active2,0.9001367989056088,-0.008207934336525224,80,0,0.25,1,1,1.0309362002806544,0.11471449605516723,1.0,0.0
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,80,hybrid_domain_uniform,0.9121067031463748,0.003761969904240714,80,200,0.2875,1,1,0.9924953552808724,-0.09929814175685213,0.9043763343117885,0.3788938940655132
real,real,math500_r1distill8b,math,math500,7,180,120,24,20,10,200,19,380,0.9043763343117885,0.43800185625237964,80,hybrid_domain_active,0.9114227086183311,0.0030779753761970285,80,200,0.3625,1,1,0.9193759699894489,-0.05652425037637669,0.9043763343117885,0.3788938940655132
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,0,upcr,0.841154182454095,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,0,pooled_domain_lofo,0.7901486447099971,-0.051005537744097884,0,200,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,0,pooled_all_lofo,0.8134654619644419,-0.027688720489653096,0,380,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,0,local_controlled2,0.841154182454095,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,0,local_uniform2,0.841154182454095,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,0,local_active2,0.841154182454095,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,0,hybrid_domain_uniform,0.7901486447099971,-0.051005537744097884,0,200,nan,0,1,0.9043763343117885,0.4235766505535721,0.9043763343117885,0.4235766505535721
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,0,hybrid_domain_active,0.7901486447099971,-0.051005537744097884,0,200,nan,0,1,0.9043763343117885,0.4235766505535721,0.9043763343117885,0.4235766505535721
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,5,upcr,0.841154182454095,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,5,pooled_domain_lofo,0.7901486447099971,-0.051005537744097884,0,200,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,5,pooled_all_lofo,0.8134654619644419,-0.027688720489653096,0,380,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,5,local_controlled2,0.8446517050422617,0.0034975225881667127,5,0,0.4,1,1,1.071251725262201,-0.05490883682749034,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,5,local_uniform2,0.8498979889245118,0.008743806470416837,5,0,0.4,1,1,0.8897292843484922,-0.1819106192929793,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,5,local_active2,0.8434858641795395,0.002331681725444512,5,0,1.0,0,1,1.0049014161184673,-0.02187507297212651,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,5,hybrid_domain_uniform,0.7918974060040804,-0.04925677645001458,5,200,0.4,1,1,0.8124698301541642,0.3674921315695004,0.9043763343117885,0.4235766505535721
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,5,hybrid_domain_active,0.8324103759836783,-0.008743806470416726,5,200,0.2,1,1,0.9821467820679917,0.26036267705647786,0.9043763343117885,0.4235766505535721
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,10,upcr,0.841154182454095,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,10,pooled_domain_lofo,0.7901486447099971,-0.051005537744097884,0,200,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,10,pooled_all_lofo,0.8134654619644419,-0.027688720489653096,0,380,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,10,local_controlled2,0.8434858641795395,0.002331681725444512,10,0,0.4,1,1,1.1545300056903764,-0.04800006925396249,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,10,local_uniform2,0.8498979889245118,0.008743806470416837,10,0,0.4,1,1,0.8442336760192001,-0.30554232088629973,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,10,local_active2,0.8466919265520256,0.005537744097930619,10,0,0.6,1,1,1.167985810255865,-0.1496459053300512,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,10,hybrid_domain_uniform,0.784902360827747,-0.05625182162634801,10,200,0.4,1,1,0.7820965873461198,0.40163075242205687,0.9043763343117885,0.4235766505535721
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,10,hybrid_domain_active,0.8440687846109006,0.0029146021568056124,10,200,0.4,1,1,1.0776233617393534,0.07370540870493748,0.9043763343117885,0.4235766505535721
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,20,upcr,0.841154182454095,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,20,pooled_domain_lofo,0.7901486447099971,-0.051005537744097884,0,200,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,20,pooled_all_lofo,0.8134654619644419,-0.027688720489653096,0,380,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,20,local_controlled2,0.8283299329641504,-0.01282424948994465,20,0,0.4,1,1,0.9305693494951853,0.10101968816302323,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,20,local_uniform2,0.8498979889245118,0.008743806470416837,20,0,0.35,1,1,0.9404315702790331,-0.327687374527728,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,20,local_active2,0.8487321480617895,0.007577965607694526,20,0,0.6,1,1,1.1348031017580487,-0.17091987580514356,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,20,hybrid_domain_uniform,0.8053045759253862,-0.03584960652870883,20,200,0.35,1,1,0.8876424245312535,0.34897392241468655,0.9043763343117885,0.4235766505535721
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,20,hybrid_domain_active,0.8361993587875255,-0.004954823666569519,20,200,0.4,1,1,1.0655868643218915,-0.07248596767436633,0.9043763343117885,0.4235766505535721
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,40,upcr,0.841154182454095,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,40,pooled_domain_lofo,0.7901486447099971,-0.051005537744097884,0,200,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,40,pooled_all_lofo,0.8134654619644419,-0.027688720489653096,0,380,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,40,local_controlled2,0.848440687846109,0.007286505392014031,40,0,0.4,1,1,0.8435670051536699,-0.13228981691192446,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,40,local_uniform2,0.8449431652579422,0.0037889828038472073,40,0,0.45,1,1,1.0507507448363596,-0.07056515552944091,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,40,local_active2,0.8452346254736228,0.004080443019527813,40,0,0.375,1,1,0.9886168684486519,-0.09000241011094766,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,40,hybrid_domain_uniform,0.8122996211017196,-0.028854561352375407,40,200,0.45,1,1,1.0209932738664507,0.3646805103750794,0.9043763343117885,0.4235766505535721
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,40,hybrid_domain_active,0.8099679393762752,-0.03118624307781981,40,200,0.425,1,1,0.7575315933899162,-0.4010047981493126,0.9043763343117885,0.4235766505535721
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,80,upcr,0.841154182454095,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,80,pooled_domain_lofo,0.7901486447099971,-0.051005537744097884,0,200,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,80,pooled_all_lofo,0.8134654619644419,-0.027688720489653096,0,380,nan,0,1,nan,nan,nan,nan
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,80,local_controlled2,0.8294957738268727,-0.011658408627222339,80,0,0.3875,1,1,1.144074437680201,0.11411722190526338,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,80,local_uniform2,0.84377732439522,0.0026231419411250068,80,0,0.4,1,1,1.1575345311211571,-0.04015461121536461,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,80,local_active2,0.8446517050422617,0.0034975225881667127,80,0,0.4125,1,1,1.1948903486772255,-0.1046387635232692,1.0,0.0
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,80,hybrid_domain_uniform,0.8396968813756923,-0.0014573010784026952,80,200,0.4,1,1,1.1111420500144342,-0.050185218400123556,0.9043763343117885,0.4235766505535721
real,real,math500_r1distill8b_mn4096,math,math500,7,180,120,25,22,10,200,19,380,0.9043763343117885,0.43800185625237964,80,hybrid_domain_active,0.8262897114543866,-0.014864470999708446,80,200,0.4875,1,1,0.8811149943033061,-0.29950102243084725,0.9043763343117885,0.4235766505535721
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,0,upcr,0.7831551761245428,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,0,pooled_domain_lofo,0.7706865628811248,-0.01246861324341797,0,100,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,0,pooled_all_lofo,0.7796542076189109,-0.003500968505631863,0,280,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,0,local_controlled2,0.7831551761245428,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,0,local_uniform2,0.7831551761245428,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,0,local_active2,0.7831551761245428,0.0,0,0,nan,0,1,1.0,0.0,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,0,hybrid_domain_uniform,0.7706865628811248,-0.01246861324341797,0,100,nan,0,1,1.044535513370096,0.32025138790079044,1.044535513370096,0.32025138790079044
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,0,hybrid_domain_active,0.7706865628811248,-0.01246861324341797,0,100,nan,0,1,1.044535513370096,0.32025138790079044,1.044535513370096,0.32025138790079044
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,5,upcr,0.7831551761245428,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,5,pooled_domain_lofo,0.7706865628811248,-0.01246861324341797,0,100,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,5,pooled_all_lofo,0.7796542076189109,-0.003500968505631863,0,280,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,5,local_controlled2,0.789525790946266,0.006370614821723186,5,0,0.4,1,1,0.9524328214708694,0.12515474596425377,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,5,local_uniform2,0.7897410144199728,0.006585838295430024,5,0,0.6,1,1,1.0334088454630797,0.15695590241590404,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,5,local_active2,0.7902145060621278,0.007059329937585068,5,0,0.4,1,1,1.0419182952405368,0.21656748811013635,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,5,hybrid_domain_uniform,0.7636272329435396,-0.01952794318100315,5,100,0.6,1,1,1.082929632705454,0.41950597383098426,1.044535513370096,0.32025138790079044
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,5,hybrid_domain_active,0.7734414233445729,-0.009713752779969886,5,100,0.6,1,1,1.0400663866412945,0.2808059905072768,1.044535513370096,0.32025138790079044
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,10,upcr,0.7831551761245428,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,10,pooled_domain_lofo,0.7706865628811248,-0.01246861324341797,0,100,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,10,pooled_all_lofo,0.7796542076189109,-0.003500968505631863,0,280,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,10,local_controlled2,0.7817777458928188,-0.0013774302317239862,10,0,0.5,1,1,1.1590626919192648,-0.02461109901173836,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,10,local_uniform2,0.7899275414305187,0.006772365305975914,10,0,0.7,1,1,1.0678174534749894,0.18023784296257747,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,10,local_active2,0.7889088169883062,0.0057536408637633984,10,0,0.5,1,1,1.112868255758339,0.2785328840149535,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,10,hybrid_domain_uniform,0.7627089461223904,-0.0204462300021524,10,100,0.7,1,1,1.111374282265059,0.43677492296010356,1.044535513370096,0.32025138790079044
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,10,hybrid_domain_active,0.7672142908386541,-0.015940885285888662,10,100,0.6,1,1,1.0470799409387932,0.36608162029948543,1.044535513370096,0.32025138790079044
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,20,upcr,0.7831551761245428,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,20,pooled_domain_lofo,0.7706865628811248,-0.01246861324341797,0,100,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,20,pooled_all_lofo,0.7796542076189109,-0.003500968505631863,0,280,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,20,local_controlled2,0.789870148504197,0.006714972379654238,20,0,0.5,1,1,1.1490847130492816,0.21594124850893404,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,20,local_uniform2,0.7836143195351172,0.000459143410574403,20,0,0.65,1,1,1.0569477940818728,0.008070281564296204,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,20,local_active2,0.7900853719779037,0.006930195853360965,20,0,0.55,1,1,1.2361406395449634,0.2556298320883778,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,20,hybrid_domain_uniform,0.7584475213429945,-0.02470765478154824,20,100,0.65,1,1,1.076469785545179,0.4765215499287811,1.044535513370096,0.32025138790079044
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,20,hybrid_domain_active,0.761503694669632,-0.021651481454910804,20,100,0.65,1,1,1.0987586324815342,0.4479291738418384,1.044535513370096,0.32025138790079044
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,40,upcr,0.7831551761245428,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,40,pooled_domain_lofo,0.7706865628811248,-0.01246861324341797,0,100,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,40,pooled_all_lofo,0.7796542076189109,-0.003500968505631863,0,280,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,40,local_controlled2,0.7900136308200014,0.006858454695458649,40,0,0.5,1,1,1.1799354368276573,0.23120560674329052,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,40,local_uniform2,0.7831408278929621,-1.4348231580640913e-05,40,0,0.5,1,1,1.215257194121054,-0.004319387610023927,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,40,local_active2,0.7901140684410646,0.006958892316521803,40,0,0.525,1,1,1.2000643049807564,0.2390988734430931,1.0,0.0
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,40,hybrid_domain_uniform,0.7783198220819284,-0.00483535404261437,40,100,0.5,1,1,1.262460762193583,0.2230760935904595,1.044535513370096,0.32025138790079044
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,40,hybrid_domain_active,0.7774876246502618,-0.005667551474280996,40,100,0.6,1,1,1.1562541439527918,0.22691517641199427,1.044535513370096,0.32025138790079044
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,80,upcr,0.7831551761245428,0.0,0,0,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,80,pooled_domain_lofo,0.7706865628811248,-0.01246861324341797,0,100,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,80,pooled_all_lofo,0.7796542076189109,-0.003500968505631863,0,280,nan,0,1,nan,nan,nan,nan
real,real,noise_gsm8k_mistral7b,math,gsm8k,7,791,528,25,21,5,100,14,280,1.044535513370096,0.2906064903759876,80,local_controlled2,0.7884353253461512,0.0052801492216084656,80,0,0.5,1,1,1.0500976718643071,0.28095235999488694,1.0,0.0
